Name,Org,Pos,Current Level,Age,Top 100,Org Rk,Hit,Game,Raw,Spd,FV,PA,OBP,SLG,ISO,BB%,K%,wRC+,playerId
"Jordan Lawlar","ARI","SS","A","19.7972222",84,4,"20 / 55","20 / 50","45 / 50","60 / 60","50",6,0.5,0.6,0.2,0.16666667,0.16666667,188.7731714286366,"sa3017662"
"Brady House","WSN","3B","A","18.9166666",100,0,"20 / 45","20 / 60","60 / 70","45 / 40","50",66,0.39393939,0.57627119,0.25423729,0.10606061,0.1969697,151.32858903058724,"sa3017694"
"Jake Fox","CLE","SS","A","19.2277777",,41,"25 / 55","20 / 35","40 / 45","45 / 45","35+",49,0.46938776,0.42857143,0.02380953,0.12244898,0.18367347,146.658284895364,"sa3017734"
"Ryan Spikes","TBR","2B","A","19.1416666",,38,"25 / 60","20 / 40","40 / 45","50 / 45","35+",47,0.36170213,0.4,0.15,0.12765957,0.27659574,108.6988428535392,"sa3017792"
"Cooper Kinney","TBR","3B","A","19.2694444",,19,"25 / 55","20 / 50","45 / 50","40 / 40","40+",47,0.46808511,0.37142857,0.08571428,0.21276596,0.19148936,143.76580853009978,"sa3017793"
"Carson Williams","TBR","SS","A","18.8583333",,15,"30 / 50","30 / 50","40 / 50","50 / 55","45",47,0.40425532,0.43589744,0.15384616,0.12765957,0.27659574,130.39110856704812,"sa3017795"
"Hao Yu Lee","PHI","2B","A","19.2527777",,12,"25 / 55","25 / 50","45 / 55","40 / 30","40+",25,0.44,0.77272727,0.40909091,0.12,0.2,201.75822593175707,"sa3017863"
"Esteban Quiroz","CHC","2B","AAA","30.2138888",,42,"55 / 55","35 / 35","45 / 45","40 / 40","35+",779,0.39845758,0.54788069,0.27315542,0.15019255,0.21052632,141.9145205258353,"sa596560"
"Cody Thomas","OAK","RF","AAA","27.5722222",,30,"30 / 35","45 / 55","60 / 60","55 / 55","40",2114,0.33254494,0.49654806,0.23738715,0.08656575,0.29422895,119.09990396265465,"sa738459"
"Brendon Davis","LAA","SS","AAA","24.7666666",,29,"30 / 30","45 / 45","60 / 60","40 / 40","35+",2457,0.32639739,0.38863216,0.14186691,0.09442409,0.26658527,101.03372519894987,"sa875089"
"Donny Sands","PHI","C","AAA","25.9666666",,18,"45 / 45","45 / 45","55 / 55","20 / 20","40",1453,0.33057851,0.38167939,0.11374046,0.07914659,0.15554026,105.43851390197636,"sa875201"
"Ford Proctor","TBR","C","AAA","25.4166666",,12,"50 / 60","30 / 35","40 / 40","45 / 45","45",1185,0.37394247,0.39274924,0.12487411,0.13839662,0.20253165,124.5928992027937,"sa876187"
"Ronaldo Hernandez","BOS","C","AAA","24.4805555",,9,"30 / 35","40 / 45","60 / 60","30 / 30","45",1788,0.34042553,0.46695226,0.17564259,0.05536913,0.14988814,126.50908945000867,"sa881850"
"Jeison Guzman","ARI","SS","AA","23.5722222",,18,"40 / 50","30 / 40","45 / 45","55 / 55","40+",1616,0.30706179,0.35497238,0.10842542,0.07116337,0.21225248,88.1584466908693,"sa914314"
"Ricardo Genoves","SFG","C","AAA","22.9722222",,23,"30 / 40","30 / 45","55 / 60","20 / 20","40",1234,0.34253247,0.39816514,0.13669725,0.089141,0.20259319,108.31929400149797,"sa916844"
"Oswaldo Cabrera","NYY","2B","AAA","23.175",,13,"40 / 45","45 / 50","50 / 50","40 / 40","45",2202,0.31352834,0.40259093,0.14050822,0.06630336,0.17075386,103.88299924971474,"sa916954"
"Harvin Mendoza","CHW","1B","A+","23.2111111",,16,"35 / 55","30 / 45","55 / 55","30 / 30","40",1388,0.37563086,0.39318371,0.10556941,0.11599424,0.14337176,117.73916451428776,"sa916997"
"Miguel Amaya","CHC","C","AAA","23.1527777",,13,"40 / 50","30 / 40","50 / 50","40 / 30","45",1481,0.33918919,0.37086614,0.12992126,0.10600945,0.17420662,107.8150776278744,"sa917354"
"Lolo Sanchez","PIT","CF","AA","23.0305555",,54,"50 / 55","20 / 45","30 / 45","60 / 60","35+",1760,0.34936269,0.37768817,0.12096774,0.1,0.13636364,110.45878869937438,"sa917767"
"Nolan Jones","CLE","RF","AAA","23.9916666",103,5,"30 / 35","50 / 60","70 / 70","40 / 40","50",1860,0.39784946,0.44459016,0.17180327,0.16666667,0.27419355,143.80591348850623,"sa917941"
"Samad Taylor","TOR","2B","AAA","23.8138888",,34,"30 / 40","35 / 40","30 / 30","60 / 60","35+",1651,0.34107579,0.41578576,0.16067653,0.10417929,0.23500909,116.22915763897292,"sa918192"
"Miles Mastrobuoni","TBR","SS","AAA","26.5111111",,37,"55 / 55","30 / 30","30 / 30","50 / 50","40",1958,0.36405767,0.37323944,0.09096244,0.11491318,0.17875383,114.07266446695756,"sa918318"
"Logan Davidson","OAK","SS","AA","24.3833333",,34,"30 / 35","30 / 40","55 / 55","50 / 50","40",753,0.31914894,0.31852986,0.09800919,0.12350598,0.27888446,83.95749525816971,"sa918676"
"Chavez Young","TOR","CF","AAA","24.8222222",,33,"30 / 45","30 / 45","50 / 50","55 / 55","35+",1686,0.34208955,0.41330645,0.14314516,0.08718861,0.22064057,114.67140777976134,"sa918963"
"Matt Fraizer","PIT","CF","AA","24.3111111",,8,"40 / 50","40 / 50","50 / 50","55 / 55","45+",670,0.36173393,0.4770798,0.19354839,0.10447761,0.21791045,129.04512677334426,"sa918983"
"Jonathan Aranda","TBR","2B","AAA","23.9472222",,18,"55 / 60","40 / 45","50 / 50","20 / 20","45",1260,0.37101911,0.42673993,0.13644689,0.0952381,0.16190476,126.96087416666758,"sa919293"
"Jhailyn Ortiz","PHI","RF","AA","23.4611111",,21,"30 / 40","35 / 60","70 / 70","40 / 30","40",1707,0.31594373,0.42866622,0.19641672,0.08435852,0.29876977,114.54537747709175,"sa920180"
