Name,Org,Pos,Current Level,Age,Top 100,Org Rk,Hit,Game,Raw,Spd,FV,PA,OBP,SLG,ISO,BB%,K%,wRC+,playerId
"Kevin Padlo","SFG","3B","MLB","25.8027777",,17,"35 / 40","45 / 55","60 / 60","40 / 40","40+",2678,0.35117933,0.44157003,0.20071365,0.13554892,0.25018671,122.25332294315295,"16593"
"Jose Herrera","ARI","C","MLB","25.1944444",,38,"50 / 50","30 / 30","40 / 40","20 / 20","35+",1583,0.34554643,0.3598234,0.11184695,0.12634239,0.18193304,98.35367572744588,"17040"
"Tyler Nevin","BAL","1B","MLB","24.9305555",,42,"50 / 55","40 / 40","50 / 50","30 / 30","35+",1999,0.34884885,0.42938174,0.15655134,0.09854927,0.1825913,117.23138795973806,"17893"
"Jahmai Jones","BAL","2B","AAA","24.75",,31,"45 / 45","40 / 40","50 / 50","60 / 60","40",2464,0.33822929,0.39343504,0.13592233,0.0974026,0.19196429,104.63540359253363,"18872"
"Yonny Hernandez","ARI","SS","AAA","24",,19,"50 / 60","20 / 20","30 / 30","60 / 60","40",1904,0.39400428,0.32434211,0.05855264,0.15231092,0.13655462,115.0905471818309,"19432"
"Cooper Hummel","ARI","C","MLB","27.4333333",,29,"55 / 55","30 / 30","45 / 45","45 / 45","40",1561,0.39409499,0.4369548,0.1776368,0.16207559,0.20563741,134.8715648568675,"19458"
"TJ Friedl","CIN","CF","MLB","26.7222222",,31,"50 / 50","30 / 30","40 / 40","70 / 70","40",1915,0.36621196,0.41429437,0.13991521,0.0997389,0.16971279,120.92226753457979,"19522"
"Simon Muzziotti","PHI","CF","AA","23.3527777",,20,"45 / 50","30 / 40","45 / 50","60 / 60","40",1240,0.31755102,0.34649123,0.07631579,0.06370968,0.11129032,94.60339169010723,"19553"
"Otto Lopez","TOR","2B","AAA","23.5916666",,11,"55 / 60","20 / 30","40 / 45","60 / 60","40",1443,0.37534819,0.42679128,0.1152648,0.08316008,0.13860014,126.94885447780362,"19608"
"Luis Barrera","OAK","CF","AAA","26.4694444",,32,"40 / 45","30 / 30","50 / 50","70 / 70","40",2133,0.33883129,0.40897235,0.12989045,0.08016878,0.18190342,107.06381096747927,"19615"
"Rene Pinto","TBR","C","AAA","25.5055555",,20,"35 / 40","40 / 45","50 / 50","20 / 20","40+",1804,0.33240844,0.43616371,0.15760537,0.06707317,0.19900222,116.74266372691996,"19859"
"Greg Deichmann","CHC","RF","AAA","26.9277777",,22,"35 / 40","45 / 50","70 / 70","45 / 45","40+",1155,0.34285714,0.42885772,0.18336674,0.12554113,0.27012987,112.54012456191285,"19872"
"Connor Wong","BOS","C","AAA","25.9583333",,23,"30 / 35","40 / 45","50 / 50","50 / 50","40",1212,0.33278282,0.49773345,0.22574796,0.0709571,0.3019802,124.34306010492227,"19896"
"Diego Castillo","PIT","2B","MLB","24.5166666",,17,"60 / 60","40 / 40","40 / 40","40 / 40","40+",2366,0.32649573,0.36635514,0.09626168,0.07100592,0.10693153,99.9087108854654,"19906"
"Cristian Pache","OAK","CF","MLB","23.4583333",74,3,"35 / 40","40 / 45","50 / 55","60 / 60","50",2137,0.33035714,0.40558376,0.12538071,0.06785213,0.2077679,108.38488057209912,"19948"
"Josh Lowe","TBR","CF","AAA","24.2555555",46,2,"35 / 40","45 / 55","60 / 60","60 / 60","50",2165,0.3454039,0.42758253,0.16666666,0.11362587,0.26558891,118.50561301261588,"19953"
"Mickey Moniak","PHI","CF","MLB","23.975",,23,"50 / 50","30 / 35","45 / 45","55 / 55","40",2081,0.30120482,0.40104987,0.14855643,0.06006728,0.21912542,98.10441727140082,"19956"
"Colton Welker","COL","3B","AAA","24.5694444",,20,"55 / 60","35 / 40","50 / 50","30 / 30","40",1548,0.36263736,0.47016535,0.16175414,0.07751938,0.17571059,126.51456407809742,"19961"
"Jared Oliva","PIT","CF","AAA","26.4361111",,34,"40 / 40","40 / 45","55 / 55","60 / 60","40",1464,0.34299517,0.39612403,0.12635659,0.08060109,0.21789617,114.48671787254412,"19968"
"Kevin Smith","OAK","SS","MLB","25.8333333",,23,"30 / 35","45 / 50","55 / 55","55 / 55","40",1736,0.32794457,0.49044586,0.22292994,0.07546083,0.25288018,125.70755883198272,"20242"
"Mario Feliciano","MIL","C","AAA","23.4555555",,27,"45 / 45","35 / 40","50 / 55","30 / 30","35+",1393,0.312455,0.38778747,0.13481364,0.06460876,0.23546303,99.02901623630892,"20263"
"Stuart Fairchild","ARI","CF","MLB","26.1305555",,27,"40 / 45","35 / 45","50 / 50","55 / 55","40",1400,0.36,0.43944354,0.16448446,0.095,0.205,122.02153655508165,"20321"
"Vidal Brujan","TBR","2B","AAA","24.2361111",56,4,"50 / 65","30 / 45","45 / 50","70 / 70","50",2224,0.37098961,0.42151312,0.13381369,0.10611511,0.11915468,129.68340504950612,"20536"
"Jose Miranda","MIN","3B","MLB","23.8472222",88,3,"50 / 55","45 / 50","55 / 55","40 / 40","50",2086,0.33973129,0.44526705,0.16287678,0.063279,0.1198466,119.26079200536559,"20538"
"Elehuris Montero","COL","3B","AAA","23.7138888",,6,"30 / 50","35 / 50","55 / 60","30 / 30","45",2019,0.34390486,0.44094488,0.16985377,0.09014364,0.21248143,119.55938689494751,"20543"
"Alejo Lopez","CIN","2B","MLB","25.9972222",,40,"60 / 60","20 / 20","30 / 30","45 / 45","35+",1745,0.37521614,0.39489194,0.09233791,0.08997135,0.10888252,114.99050398110452,"21127"
"Mark Kolozsvary","CIN","C","AAA","26.6666666",,39,"30 / 35","35 / 40","45 / 45","40 / 40","35+",943,0.33014862,0.35272277,0.12995049,0.09862142,0.2757158,97.61192925726333,"21304"
"Joey Bart","SFG","C","MLB","25.3861111",115,6,"30 / 30","45 / 50","60 / 60","30 / 30","50",845,0.34792899,0.51235371,0.22496749,0.06508876,0.23668639,129.47742927595377,"21524"
"Matt Vierling","PHI","CF","MLB","25.6333333",,5,"50 / 50","40 / 40","55 / 55","50 / 50","45",1078,0.33209302,0.40501044,0.13778706,0.07699443,0.18367347,110.31062775454859,"21558"
"Alfonso Rivas","CHC","1B","MLB","25.6416666",,43,"50 / 55","40 / 40","50 / 50","40 / 40","35+",1037,0.39344262,0.41075515,0.12242563,0.1340405,0.20540019,128.5621113367023,"21560"
"Romy Gonzalez","CHW","SS","AAA","25.6611111",,5,"30 / 30","40 / 45","55 / 55","55 / 55","45",1032,0.34143969,0.45934066,0.1978022,0.09593023,0.27616279,120.03590331450825,"21562"
"Jake McCarthy","ARI","CF","AAA","24.7611111",,26,"40 / 45","35 / 40","50 / 50","60 / 60","40",835,0.34730539,0.45822102,0.18867924,0.09221557,0.2251497,114.98411801860634,"21622"
"Jeremy Pena","HOU","SS","MLB","24.6166666",31,0,"40 / 50","30 / 40","45 / 45","55 / 55","55",790,0.37135615,0.44347826,0.15217391,0.09240506,0.18987342,130.62094351263545,"21636"
"Oneil Cruz","PIT","SS","AAA","23.5833333",8,1,"30 / 40","40 / 70","80 / 80","60 / 45","60",1686,0.34204276,0.46320631,0.1826544,0.08540925,0.2485172,127.18869404476912,"21711"
"Rodolfo Castro","PIT","2B","AAA","22.9527777",,35,"30 / 30","40 / 45","60 / 60","55 / 55","40",1678,0.30750751,0.43608522,0.18774967,0.0727056,0.23837902,109.30042355502451,"21987"
"Ryan Vilade","COL","LF","AAA","23.2111111",,3,"50 / 55","40 / 50","55 / 55","40 / 40","45",1784,0.36038593,0.42230819,0.13346228,0.09529148,0.17600897,111.08808786385009,"22165"
"MJ Melendez","KCR","C","MLB","23.4305555",22,0,"45 / 45","50 / 55","60 / 60","45 / 40","55",1620,0.33333333,0.47854077,0.23748211,0.11604938,0.29814815,122.53079649308168,"22197"
"Luis Campusano","SDP","C","AAA","23.5972222",27,0,"40 / 45","40 / 50","55 / 60","40 / 40","55",1248,0.37019231,0.46931408,0.16787004,0.09054487,0.15304487,126.16687486849686,"22217"
"Jake Burger","CHW","1B","MLB","26.0666666",,19,"40 / 40","45 / 45","60 / 60","30 / 30","40",557,0.33393178,0.47420635,0.20436508,0.06822262,0.21723519,119.7524752379729,"22275"
"Nick Allen","OAK","SS","AAA","23.5722222",,8,"45 / 50","20 / 30","30 / 30","60 / 60","45",1374,0.33014001,0.36378467,0.09706363,0.07569141,0.17540029,92.80715155887069,"22277"
"Heliot Ramos","SFG","RF","AAA","22.6583333",101,5,"40 / 45","45 / 55","55 / 55","55 / 50","50",1625,0.33990148,0.44832307,0.17864477,0.07938462,0.27076923,116.66941005609834,"22515"
"Gabriel Arias","CLE","SS","AAA","22.1861111",95,4,"30 / 35","40 / 50","55 / 60","45 / 45","50",1730,0.32714617,0.41187618,0.1377132,0.06763006,0.26242775,103.31701799399544,"22563"
"Geraldo Perdomo","ARI","SS","MLB","22.5333333",86,5,"45 / 55","30 / 40","30 / 40","60 / 60","50",1392,0.3968254,0.36548673,0.09823009,0.1566092,0.16522989,123.70532894298671,"22799"
"Tucupita Marcano","PIT","2B","AA","22.6333333",,55,"55 / 60","20 / 30","30 / 30","60 / 60","35+",1362,0.35381199,0.34775233,0.07718405,0.11160059,0.09911894,101.26601125441775,"22871"
"Julio Rodriguez","SEA","RF","MLB","21.3472222",4,0,"50 / 60","55 / 70","60 / 70","60 / 50","65",962,0.41164241,0.54295943,0.2124105,0.1018711,0.18918919,164.73345183057387,"23697"
"Steven Kwan","CLE","CF","MLB","24.6638888",58,3,"70 / 80","30 / 35","30 / 30","60 / 60","50",947,0.38004246,0.43772672,0.13663845,0.10559662,0.09186906,132.5675819342313,"24610"
"Bryan Lavastida","CLE","C","AAA","23.4361111",,9,"35 / 45","35 / 45","50 / 50","40 / 40","45+",731,0.39697802,0.44749596,0.14216478,0.12038304,0.1627907,141.67797379636224,"24765"
"Bobby Witt Jr.","KCR","SS","MLB","21.8888888",2,0,"40 / 45","50 / 60","60 / 70","60 / 60","65",744,0.34993271,0.5204236,0.23751891,0.08602151,0.22311828,129.39212040235157,"25764"
"C.J. Abrams","SDP","2B","MLB","21.5861111",15,0,"50 / 70","30 / 50","45 / 55","80 / 80","60",348,0.39769452,0.52884615,0.18589743,0.07471264,0.14367816,146.19832361614445,"25768"
"Bryson Stott","PHI","SS","AAA","24.5777777",35,2,"45 / 55","30 / 45","50 / 50","45 / 45","50",680,0.39027982,0.4880137,0.19006849,0.13088235,0.21617647,145.19832427545393,"26294"
"Spencer Torkelson","DET","1B","MLB","22.6888888",5,1,"50 / 60","55 / 70","70 / 70","30 / 30","60",530,0.38301887,0.55220418,0.28538283,0.14528302,0.21509434,147.92474261649593,"27465"
"Vinnie Pasquantino","KCR","1B","AAA","24.5666666",113,0,"55 / 60","40 / 50","50 / 50","20 / 20","50",761,0.38633377,0.57253086,0.27469135,0.1195795,0.13666229,152.95782951833218,"sa1115762"
"Kyle Stowers","BAL","RF","AAA","24.3388888",,8,"35 / 40","45 / 55","55 / 55","50 / 50","45",758,0.35488127,0.47166922,0.21286371,0.12269129,0.29551451,129.39104496752574,"sa1115829"
"Carter Bins","PIT","C","AA","23.9805555",,46,"30 / 35","30 / 40","55 / 55","45 / 45","40",496,0.38709677,0.37532134,0.15167095,0.17137097,0.28629032,120.53502528956734,"sa1115884"
"Dominic Canzone","ARI","RF","AAA","24.7166666",,33,"40 / 45","40 / 45","55 / 55","30 / 30","40",534,0.35393258,0.52674897,0.23251029,0.07677903,0.18726592,133.3246794563085,"sa1115890"
"Rece Hinds","CIN","RF","A+","21.6638888",,13,"30 / 40","35 / 60","65 / 70","45 / 40","40+",236,0.32627119,0.5215311,0.27272727,0.08050847,0.28813559,120.3613178123371,"sa1169587"
"Matthew Lugo","BOS","SS","A+","20.9861111",,31,"30 / 45","30 / 40","40 / 50","55 / 55","40",634,0.33755943,0.35409253,0.08718862,0.08359621,0.20820189,95.74076782402192,"sa1169598"
"Tyler Callihan","CIN","2B","A+","21.8666666",,9,"35 / 55","30 / 50","55 / 55","30 / 30","45",337,0.31343284,0.44051447,0.16720257,0.05341246,0.18694362,102.8166530099857,"sa1169610"
"Ivan Johnson","CIN","2B","AA","23.5638888",,27,"30 / 40","30 / 45","50 / 55","60 / 60","40",540,0.35130112,0.43644068,0.17584746,0.10925926,0.27037037,116.97612904859594,"sa1169627"
"Eric Yang","CIN","C","AA","24.1055555",,43,"35 / 55","30 / 30","35 / 40","30 / 30","35+",490,0.38114754,0.3496144,0.11053985,0.1244898,0.22244898,109.42903321920069,"sa1169769"
"Brett Wisely","TBR","2B","AA","22.9888888",,43,"35 / 55","30 / 40","40 / 40","40 / 40","35+",645,0.36292835,0.48318584,0.19115044,0.10077519,0.19689922,127.64536654079848,"sa1170003"
"Bryce Ball","CHC","1B","AA","23.8222222",,31,"30 / 45","35 / 60","70 / 70","40 / 40","40",702,0.36752137,0.48205128,0.22735043,0.15099715,0.24358974,131.1160828125965,"sa1170451"
"Christopher Morel","CHC","3B","AA","22.8611111",,16,"30 / 35","40 / 50","55 / 60","60 / 60","45",1223,0.30598852,0.39834407,0.16283349,0.08340147,0.23548651,99.38513688020049,"sa3003171"
"Ivan Herrera","STL","C","AAA","21.925",78,0,"35 / 50","25 / 45","50 / 55","30 / 30","50",1133,0.3754417,0.42022941,0.14181439,0.11385702,0.19947043,126.50686461403718,"sa3003191"
"Jordan Diaz","OAK","1B","AA","21.725",,28,"35 / 60","30 / 40","45 / 50","30 / 30","40",1028,0.32392996,0.41693462,0.14576635,0.06614786,0.14785992,110.5089833082936,"sa3003221"
"Gabriel Moreno","TOR","C","AAA","22.2222222",9,1,"55 / 60","40 / 45","50 / 50","50 / 50","60",802,0.35785536,0.49861878,0.19060773,0.06109726,0.10972569,138.36785730510564,"sa3003226"
"Johan Lopez","TBR","2B","AAA","21.7666666",,54,"30 / 40","30 / 40","40 / 45","50 / 50","35+",1049,0.35652174,0.38618347,0.12910533,0.10390848,0.16968541,113.43738052793942,"sa3003228"
"Diego Infante","TBR","RF","A+","22.5333333",,35,"30 / 40","35 / 55","60 / 60","45 / 40","40",1030,0.35471331,0.45147219,0.16902944,0.09223301,0.24854369,121.8769010882242,"sa3003280"
"Oswald Peraza","NYY","SS","AAA","21.8861111",40,2,"50 / 55","40 / 50","50 / 50","60 / 60","50",1221,0.35274815,0.40202392,0.12235511,0.07780508,0.18591319,113.81419225996628,"sa3003305"
"Alexander Canario","CHC","RF","A+","21.9916666",,14,"30 / 40","35 / 60","55 / 60","50 / 45","45",1203,0.34775374,0.47677725,0.20947867,0.10224439,0.24605154,126.3921090472854,"sa3003316"
"Wenceel Perez","DET","SS","A+","22.5111111",,24,"35 / 55","30 / 30","40 / 40","60 / 60","40",1501,0.33445491,0.35575486,0.08819133,0.08927382,0.15123251,99.40036428860869,"sa3003326"
"Sebastian Espino","TOR","3B","AA","21.9305555",,25,"30 / 40","35 / 50","50 / 55","45 / 45","35+",932,0.33225458,0.41796407,0.14850299,0.07832618,0.26072961,108.68278128867541,"sa3003347"
"Lenyn Sosa","CHW","2B","AA","22.275",,14,"45 / 55","30 / 40","40 / 45","40 / 30","40",1481,0.30414121,0.38644557,0.11824081,0.04321404,0.18028359,89.49353669119785,"sa3004051"
"Nick Pratto","KCR","1B","AAA","23.5777777",48,0,"35 / 40","55 / 70","60 / 60","40 / 40","50",1784,0.33688341,0.44925663,0.20168068,0.11266816,0.29652466,117.65513778891126,"sa3004138"
"Blake Hunt","TBR","C","AA","23.4833333",,22,"20 / 30","35 / 40","55 / 60","40 / 30","40+",1071,0.32553789,0.38125666,0.13951012,0.0952381,0.25116713,99.53006815079858,"sa3004153"
"Cal Mitchell","PIT","RF","AAA","23.1555555",,37,"45 / 50","35 / 40","45 / 50","40 / 40","40",1613,0.32836747,0.41099656,0.14432989,0.0750155,0.22380657,110.41817155634051,"sa3004258"
"Royce Lewis","MIN","SS","AAA","22.9138888",64,2,"30 / 40","40 / 60","60 / 70","60 / 50","50",1340,0.33084391,0.40946844,0.14368771,0.07910448,0.17910448,114.40160828050436,"sa3004259"
"Abrahan Gutierrez","PIT","C","A+","22.5111111",,33,"35 / 55","30 / 35","40 / 40","20 / 20","40",947,0.36046512,0.37818182,0.1030303,0.10665259,0.15100317,113.12015455158866,"sa3004263"
"Canaan Smith-Njigba","PIT","LF","AAA","23.0111111",,32,"30 / 45","35 / 45","60 / 60","45 / 45","40",1225,0.38693878,0.41536965,0.14007782,0.15183673,0.2277551,134.2193840684796,"sa3004279"
"Jeter Downs","BOS","2B","AAA","23.7694444",,11,"35 / 40","40 / 45","50 / 50","40 / 40","40+",1673,0.33773245,0.42728532,0.17936288,0.10579797,0.22295278,108.78821140624493,"sa3004615"
"Buddy Kennedy","ARI","3B","AAA","23.5805555",,47,"45 / 45","40 / 45","50 / 50","50 / 50","35+",1300,0.36615385,0.4467898,0.16182938,0.10923077,0.2,122.44684957049418,"sa3004617"
"Mark Vientos","NYM","3B","AAA","22.3972222",66,0,"30 / 40","50 / 60","60 / 70","40 / 35","50",1276,0.3354232,0.47017544,0.20087719,0.0838558,0.23432602,121.45414626913445,"sa3004720"
"Tyler Freeman","CLE","2B","AAA","22.9527777",111,7,"50 / 70","20 / 30","40 / 45","55 / 50","50",1172,0.37777778,0.44549763,0.12606635,0.04180887,0.09215017,137.4108821698788,"sa3004755"
"Mason Martin","PIT","1B","AAA","22.9222222",,38,"30 / 35","45 / 55","70 / 70","40 / 40","40",1662,0.34719711,0.49717514,0.25141243,0.11973526,0.31829122,134.11694881590694,"sa3004885"
"Tyler Dearden","BOS","LF","AA","23.8277777",,42,"30 / 40","40 / 50","60 / 60","45 / 40","35+",931,0.34702703,0.44402985,0.18905473,0.10418904,0.30290011,121.41806119454557,"sa3005103"
"Nelson Velazquez","CHC","RF","AA","23.3555555",,15,"30 / 35","40 / 50","60 / 60","50 / 40","45",1270,0.32359905,0.44878472,0.19010416,0.07716535,0.29685039,112.71866964945664,"sa3005129"
"Ezequiel Duran","TEX","3B","AA","22.95",70,0,"30 / 40","40 / 55","55 / 60","40 / 35","50",1048,0.32251908,0.46496815,0.20806794,0.07347328,0.27385496,115.1864226554184,"sa3005271"
"Carlos Rodriguez","MIL","LF","A+","21.4083333",,21,"45 / 60","20 / 30","30 / 40","70 / 70","40",813,0.34648582,0.38410596,0.08476821,0.05904059,0.14391144,104.48665847691646,"sa3005478"
"Jose Tena","CLE","SS","AA","21.1222222",,12,"40 / 45","30 / 45","45 / 50","45 / 45","45",864,0.34490741,0.44680851,0.14768461,0.05555556,0.21990741,117.4914736816252,"sa3005482"
"Miguel Hiraldo","TOR","3B","A+","21.6638888",,15,"30 / 50","30 / 50","50 / 55","50 / 40","40",992,0.34677419,0.42873303,0.15158371,0.08971774,0.19052419,114.92615293961003,"sa3005486"
"Allan Cerda","CIN","RF","A+","22.4444444",,5,"30 / 40","35 / 60","60 / 70","50 / 50","45+",742,0.37246964,0.48768473,0.23809524,0.11590296,0.27762803,136.42864037989187,"sa3005504"
"Gilberto Jimenez","BOS","CF","A+","21.8222222",,5,"35 / 55","30 / 35","45 / 50","70 / 70","45+",946,0.37009544,0.42708333,0.10300926,0.05391121,0.17336152,127.45108970027131,"sa3005507"
"Alexfri Planez","CLE","RF","A+","20.7138888",,42,"30 / 35","35 / 55","55 / 60","45 / 45","35+",709,0.30551627,0.47218045,0.2,0.03244006,0.25811001,110.04208168192996,"sa3005515"
"Jorge Barrosa","ARI","CF","AA","21.2138888",,31,"35 / 60","20 / 30","30 / 35","55 / 55","40",995,0.35483871,0.38996579,0.11516533,0.07939698,0.15678392,110.44724688282733,"sa3005524"
"Luis Toribio","SFG","3B","A+","21.6",,11,"30 / 50","30 / 55","55 / 60","40 / 30","40+",929,0.39439655,0.41677763,0.15845539,0.17330463,0.25188375,127.7635692588533,"sa3005541"
"Neyfy Castillo","ARI","1B","A+","21.1722222",,35,"30 / 40","35 / 55","50 / 60","45 / 40","40",938,0.3315565,0.39048811,0.16020025,0.1119403,0.30490405,98.44446783019592,"sa3005544"
"Jhonkensy Noel","CLE","1B","A+","20.8027777",,16,"30 / 40","35 / 60","60 / 70","30 / 20","40+",759,0.3672391,0.51134644,0.21785174,0.07905138,0.20948617,137.29880461740262,"sa3005579"
"Liover Peguero","PIT","SS","AA","21.3444444",93,4,"35 / 60","35 / 45","45 / 50","60 / 55","50",827,0.34264885,0.43582888,0.15106952,0.07738815,0.22370012,111.90647639386839,"sa3005582"
"Daniel Vellojin","CIN","C","A+","22.1361111",,8,"35 / 60","30 / 35","40 / 45","40 / 40","45",738,0.399729,0.39558574,0.13921902,0.17479675,0.17208672,128.84540846281305,"sa3005587"
"Felix Valerio","MIL","2B","AA","21.3555555",,9,"35 / 70","30 / 40","30 / 30","45 / 45","45",992,0.39919355,0.44273908,0.14049587,0.12096774,0.11391129,136.81615992136412,"sa3005613"
"Ronaiker Palma","COL","C","A+","22.3388888",,34,"35 / 55","30 / 35","30 / 40","40 / 40","35+",471,0.31759657,0.32407407,0.04861111,0.04670913,0.07643312,80.8606785018974,"sa3005624"
"Andy Pages","LAD","CF","AA","21.4055555",89,0,"30 / 40","35 / 65","60 / 60","50 / 50","50",1029,0.39455782,0.55542312,0.28843861,0.12827988,0.23906706,154.3740727855795,"sa3005625"
"Heriberto Hernandez","TBR","LF","A+","22.3833333",114,8,"35 / 55","35 / 55","55 / 60","30 / 30","50",793,0.42244641,0.56170886,0.26898734,0.16519546,0.2408575,164.11844505400666,"sa3005630"
"Yeison Santana","CHC","SS","A","21.4083333",,48,"30 / 50","30 / 35","40 / 45","55 / 55","35+",554,0.38405797,0.37554585,0.09825327,0.13718412,0.2166065,115.545894399829,"sa3005730"
"Junior Perez","OAK","RF","A","20.8333333",,39,"30 / 40","35 / 50","50 / 55","45 / 40","35+",887,0.33634312,0.37735849,0.16172507,0.14430665,0.32018038,98.70725726916844,"sa3005744"
"Johan Rojas","PHI","CF","A+","21.7222222",,3,"35 / 55","30 / 45","50 / 60","70 / 70","45+",977,0.33882595,0.4214123,0.14123007,0.06653019,0.15864893,114.23954564256701,"sa3005784"
"Jose Rodriguez","CHW","SS","AA","20.975",,2,"50 / 60","30 / 40","50 / 55","55 / 55","45",941,0.33084312,0.45927602,0.16289593,0.04675877,0.15515409,113.55878338340052,"sa3005788"
"Brayan Rocchio","CLE","SS","AA","21.3083333",44,2,"50 / 60","30 / 40","40 / 45","60 / 60","50",1055,0.34695817,0.43112513,0.14721346,0.06445498,0.16777251,121.29326880684191,"sa3005898"
"Anthony Garcia","NYY","RF","A","21.6638888",,23,"30 / 40","35 / 60","70 / 80","50 / 40","40",394,0.36294416,0.54984894,0.2960725,0.14974619,0.37309645,142.17164296279998,"sa3005924"
"Madison Santos","NYY","CF","A","22.6611111",,36,"30 / 45","30 / 40","45 / 50","70 / 70","35+",557,0.35791367,0.46960168,0.21174004,0.13105925,0.23339318,127.53579010393078,"sa3006206"
"Osleivis Basabe","TBR","2B","A+","21.6416666",,25,"35 / 55","30 / 40","40 / 45","60 / 60","40+",725,0.36842105,0.41576507,0.10510046,0.08137931,0.12551724,118.57346509553703,"sa3006594"
"Orlando Martinez","LAA","LF","AAA","24.2138888",,15,"40 / 50","40 / 45","50 / 50","45 / 45","40",1149,0.32752613,0.43785851,0.16634799,0.07571802,0.22889469,109.48935240651261,"sa3006664"
"David Fry","CLE","C","AAA","26.4555555",,44,"40 / 40","35 / 45","50 / 50","35 / 35","35+",1197,0.35062762,0.46901811,0.20019066,0.09774436,0.20384294,125.80096335568972,"sa3006787"
"Brandon Lockridge","NYY","CF","AA","25.1388888",,39,"30 / 40","30 / 35","45 / 45","80 / 80","35+",981,0.3360572,0.44191344,0.17312073,0.08053007,0.25076453,120.01228550803538,"sa3006856"
"Kendall Simmons","PHI","SS","A","22.0638888",,25,"30 / 35","35 / 55","55 / 65","55 / 50","35+",488,0.33470226,0.46731235,0.23728814,0.09221311,0.25614754,127.66316980015846,"sa3006867"
"George Valera","CLE","RF","AA","21.475",105,6,"30 / 40","45 / 60","55 / 60","50 / 50","50",599,0.38063439,0.47204969,0.22567288,0.16694491,0.25375626,140.65932821052675,"sa3006872"
"Lawrence Butler","OAK","1B","A+","21.8166666",,17,"30 / 35","35 / 60","60 / 70","50 / 45","40+",795,0.33710692,0.41581259,0.17715959,0.12955975,0.3509434,108.11848520770064,"sa3006873"
"Kristian Robinson","ARI","RF","A","21.3972222",,14,"30 / 45","30 / 60","60 / 70","60 / 50","45",547,0.36563071,0.47379455,0.19287212,0.10603291,0.26325411,135.58281976810787,"sa3006884"
"Ronny Mauricio","NYM","SS","AA","21.0833333",45,0,"30 / 45","40 / 50","45 / 55","50 / 50","50",1204,0.30224813,0.40267857,0.14107143,0.05149502,0.20847176,95.02417159532567,"sa3006887"
"Luis Verdugo","CHC","SS","A+","21.5611111",,40,"30 / 35","30 / 40","45 / 50","45 / 50","35+",647,0.28682171,0.34582624,0.11754685,0.07264297,0.23029366,75.22331247671822,"sa3006888"
"Leo Jimenez","TOR","SS","A+","20.9638888",,3,"55 / 70","30 / 30","35 / 35","50 / 50","45",663,0.42296073,0.37078652,0.07865169,0.1372549,0.14630468,132.28023161355534,"sa3006891"
"Alek Thomas","ARI","LF","AAA","22.0166666",24,2,"50 / 55","40 / 55","50 / 55","60 / 60","55",1273,0.38836478,0.49468085,0.18262411,0.10054988,0.18931658,140.43981837468198,"sa3006892"
"Jordan Groshans","TOR","3B","AAA","22.4833333",,4,"45 / 55","40 / 45","45 / 50","50 / 50","45",619,0.37156704,0.45338208,0.1535649,0.10016155,0.19224556,130.1799391678034,"sa3006893"
"Anthony Seigler","NYY","C","A","22.8722222",,29,"30 / 40","30 / 35","40 / 40","45 / 40","35+",391,0.33846154,0.32415902,0.10703364,0.14578005,0.21994885,91.97812066008349,"sa3006894"
"Ji-hwan Bae","PIT","2B","AAA","22.7722222",,11,"50 / 70","20 / 30","35 / 40","65 / 60","45",904,0.37846837,0.41326531,0.11607143,0.10619469,0.19469027,126.20078576613065,"sa3006895"
"Nolan Gorman","STL","3B","AAA","21.9833333",55,0,"40 / 45","50 / 60","65 / 70","40 / 40","50",1309,0.33995416,0.48252344,0.21312873,0.08938121,0.26203209,125.10102946472298,"sa3007017"
"Xavier Edwards","TBR","2B","AA","22.7361111",112,7,"50 / 70","20 / 30","40 / 40","80 / 80","50",1093,0.38961039,0.38929696,0.06925499,0.10155535,0.11070448,123.77018921447238,"sa3007018"
"Everson Pereira","NYY","CF","A+","21.0666666",,8,"30 / 40","35 / 60","55 / 60","55 / 55","45+",478,0.34100418,0.49882353,0.23294118,0.09832636,0.30753138,123.25136698113803,"sa3007034"
"Luis Garcia","PHI","SS","A+","21.5361111",,9,"30 / 55","30 / 35","45 / 50","55 / 55","45",1176,0.32478632,0.35380117,0.11598441,0.10459184,0.22534014,94.3439863711645,"sa3007295"
"Travis Swaggerty","PIT","CF","AAA","24.7083333",,13,"40 / 50","30 / 50","60 / 60","65 / 65","45",801,0.33879093,0.38483548,0.13018598,0.10611735,0.22721598,115.60897966753085,"sa3007512"
"Jonah Bride","OAK","C","AA","26.3527777",,27,"45 / 50","35 / 40","40 / 40","40 / 40","40",1043,0.38063279,0.416,0.14171429,0.1198466,0.1831256,126.02438616004079,"sa3007516"
"Logan O'Hoppe","PHI","C","AA","22.2361111",,6,"40 / 55","30 / 45","50 / 55","30 / 30","45",739,0.32882273,0.45783133,0.18524097,0.0744249,0.20703654,116.09881756888345,"sa3007519"
"Triston Casas","BOS","1B","AAA","22.3027777",17,1,"50 / 55","50 / 60","60 / 60","30 / 20","55",876,0.36757991,0.47908232,0.2145749,0.13242009,0.21803653,138.42872831739115,"sa3007634"
"Terrin Vavra","BAL","2B","AAA","24.9777777",,11,"50 / 60","30 / 35","35 / 35","55 / 55","45",870,0.40534262,0.47434119,0.17059639,0.14022989,0.17241379,150.44448347496916,"sa3007643"
