"","Name","FV","tools","stats","position","Score"
"60","Nolan Jones",1.57990038597473,1.0189060725837,0.259801781037211,1.1,3.95860823959565
"61","Ryne Nelson",1.30479149133908,0.509000287678351,0.134329426089253,2,3.94812120510668
"62","George Valera",1.57990038597473,0.691833744087686,0.557500540625643,1.1,3.92923467068806
"63","Ronny Henriquez",1.30479149133908,0.576752583591739,0.0246805231188973,2,3.90622459804971
"64","Brice Turang",1.57990038597473,0.494157582631829,0.0800021191404817,1.75,3.90406008774704
"65","Maddux Bruns",1.30479149133908,0.171469969297408,0.425191078526269,2,3.90145253916275
"66","Brennen Davis",2.45478337801783,0.907790431519911,-0.591845291771865,1.1,3.87072851776588
"67","Jordan Lawlar",1.57990038597473,-0.184462462661649,0.711491867310635,1.75,3.85692979062372
"68","Kevin Parada",1.57990038597473,0.522831209061425,0.63446175253091,1.1,3.83719334756707
"69","Ryan Pepiot",1.30479149133908,0.525398027111018,-0.0115533813644502,2,3.81863613708564
"70","Joey Ortiz",1.57990038597473,0.245715881851541,0.227041459601051,1.75,3.80265772742733
"71","Bryce Jarvis",1.30479149133908,0.0892336150618593,0.328045948326604,2,3.72207105472754
"72","Max Meyer",1.30479149133908,0.509670904174328,-0.108497399430487,2,3.70596499608292
"73","Colton Cowser",1.57990038597473,0.0744885002335116,0.925531669558607,1.1,3.67992055576685
"74","Jared Jones",1.30479149133908,0.282300025965548,0.0805843743775404,2,3.66767589168216
"75","Drey Jameson",2.38704565835356,0.953569505574949,0.314276001827047,0,3.65489116575555
"76","Gavin Cross",0.705017393931637,0.448896852457614,1.37689513685492,1.1,3.63080938324417
"77","Ethan Small",1.30479149133908,0.184913197761071,0.133580531946662,2,3.62328522104681
"78","Joey Wiemer",1.57990038597473,0.585729035729039,0.353690532385533,1.1,3.61931995408931
"79","Heriberto Hernandez",1.57990038597473,0.0763026185523064,0.861536406383059,1.1,3.6177394109101
"80","Kyle Manzardo",1.57990038597473,0.827510783385588,1.16496028801735,0,3.57237145737767
"81","Nick Gonzales",1.57990038597473,0.570793316313502,0.397216042767878,1,3.54790974505611
"82","Andy Pages",1.57990038597473,0.473826472245099,0.381998230907532,1.1,3.53572508912737
"83","Dax Fulton",1.30479149133908,0.10365942514599,0.122514005703804,2,3.53096492218887
"84","Andrew Abbott",1.30479149133908,0.0566087954944657,0.16163479819353,2,3.52303508502707
"85","Wikelman Gonzalez",1.30479149133908,0.115510814447479,0.0965953759940771,2,3.51689768178063
"86","Landon Knack",1.30479149133908,0.353910657567992,-0.157710920892008,2,3.50099122801506
"87","Hayden Dunhurst",-0.169865598111461,-0.235650753972943,2.39721423861879,1.5,3.49169788653439
"88","Cole Wilcox",1.30479149133908,0.256186829122874,-0.0699606954628691,2,3.49101762499908
"89","Jared Shuster",1.30479149133908,0.105865410668872,0.0606671455965544,2,3.4713240476045
"90","J.T. Ginn",1.30479149133908,0.173914468773869,-0.0177524101799175,2,3.46095354993303
"91","Ezequiel Tovar",1.57990038597473,-0.37921433519807,0.482967872724047,1.75,3.43365392350071
"92","Jackson Merrill",2.45478337801783,-0.919385935723012,0.142892832639771,1.75,3.42829027493459
"93","Maikel Garcia",1.57990038597473,0.0432067351312596,0.0533165210143501,1.75,3.42642364212034
"94","Xzavion Curry",1.30479149133908,0.186340124115338,-0.0872695438505497,2,3.40386207160386
"95","Michael Grove",1.30479149133908,0.235939474134854,-0.141980435819739,2,3.39875052965419
"96","Gavin Williams",1.30479149133908,0.179288330388215,-0.11008935254773,2,3.37399046917956
"97","Kameron Misner",0.705017393931637,0.866676964269454,0.689883264748756,1.1,3.36157762294985
"98","Matt McLain",0.705017393931637,0.312031202308743,0.593413403975599,1.75,3.36046200021598
"99","Termarr Johnson",2.45478337801783,-0.134773541752936,0.0365731124381815,1,3.35658294870308
"100","Simeon Woods Richardson",1.30479149133908,0.077849247563737,-0.029395813313578,2,3.35324492558923
"101","Jud Fabian",0.705017393931637,0.281472240655358,1.26278354367285,1.1,3.34927317825985
"102","Zac Veen",1.57990038597473,0.565732404491335,0.0640388577536077,1.1,3.30967164821968
"103","Connor Seabold",1.30479149133908,0.334290684236749,-0.333515692466056,2,3.30556648310977
"104","Emerson Hancock",1.30479149133908,0.119793537267682,-0.150470798842223,2,3.27411422976453
"105","Dillon Dingler",1.57990038597473,-0.0346744268377882,0.21244889869127,1.5,3.25767485782822
"106","Luis Medina",2.38704565835356,0.525695247361452,0.327113099005252,0,3.23985400472026
"107","Joey Wentz",1.30479149133908,0.211502670668379,-0.300005490291509,2,3.21628867171595
"108","Slade Cecconi",1.30479149133908,-0.0775831922908524,-0.041030585260392,2,3.18617771378783
"109","Jasson Dominguez",1.57990038597473,-0.119998129654523,0.588785765154851,1.1,3.14868802147506
"110","Jacob Amaya",0.705017393931637,0.401273690761719,0.285847450165036,1.75,3.14213853485839
"111","Colt Keith",1.57990038597473,-0.121808246349106,0.428687515378752,1.25,3.13677965500438
"112","Elijah Green",0.705017393931637,0.505281057870703,0.823414281977903,1.1,3.13371273378024
"113","Colson Montgomery",1.57990038597473,0.0640032647343399,0.225481171651614,1.25,3.11938482236069
"114","Allan Cerda",0.705017393931637,0.476583358567347,0.804665621696748,1.1,3.08626637419573
"115","Orelvis Martinez",1.57990038597473,0.124063762046595,0.116600084281675,1.25,3.070564232303
"116","Coby Mayo",1.57990038597473,0.21224175112804,0.17762348635381,1.1,3.06976562345658
"117","Greg Jones",1.57990038597473,0.493411447908507,-0.104276427676322,1.1,3.06903540620692
"118","Alexander Canario",0.705017393931637,0.357871514236711,0.880686128082451,1.1,3.0435750362508
"119","Miguel Vargas",0.705017393931637,0.506906810205888,0.576762635923306,1.25,3.03868684006083
"120","Ty Madden",1.30479149133908,-0.108423029321447,-0.158165114287703,2,3.03820334772993
"121","Edgardo Henriquez",1.30479149133908,-0.102462886449748,-0.169847832957778,2,3.03248077193155
"122","Pedro Leon",0.705017393931637,0.744128305875674,0.473691372784136,1.1,3.02283707259145
"123","Jose Rodriguez",0.705017393931637,0.784362840434326,-0.230368651509695,1.75,3.00901158285627
"124","Eric Orze",1.30479149133908,-0.0484774058931344,-0.255386014033729,2,3.00092807141221
"125","Blake Walston",1.30479149133908,-0.31969066600309,0.0143663091771933,2,2.99946713451318
"126","Ricky Tiedemann",1.30479149133908,-0.331206873050243,0.0224036258217056,2,2.99598824411054
"127","Harry Ford",0.705017393931637,0.0763955996389628,0.710970826751642,1.5,2.99238382032224
"128","Angel Martinez",0.705017393931637,0.163129175195613,0.35838947466976,1.75,2.97653604379701
"129","Mason Englert",1.30479149133908,-0.247073077087063,-0.0811894964610987,2,2.97652891779091
"130","Taylor Dollard",1.30479149133908,-0.21742121422901,-0.111357160132525,2,2.97601311697754
"131","Grant McCray",0.705017393931637,0.32842632521665,0.841892764697179,1.1,2.97533648384547
"132","Robert Hassell III",1.57990038597473,0.199208451185282,0.0885571278295302,1.1,2.96766596498955
"133","Brent Honeywell Jr.",0.222537324324595,0.944901720555102,-0.20840734910051,2,2.95903169577919
"134","Yoendrys Gomez",1.30479149133908,0.125213960464605,-0.499747535927154,2,2.93025791587653
"135","Mason Montgomery",1.30479149133908,-0.446603655727405,0.053757795636909,2,2.91194563124858
"136","Jordan Wicks",1.30479149133908,-0.307899688711505,-0.0851999531014794,2,2.91169184952609
"137","Spencer Steer",0.705017393931637,0.715386628141512,0.469049365150615,1,2.88945338722376
"138","Cade Hunter",-0.169865598111461,0.145342121935047,1.40476289928663,1.5,2.88023942311022
"139","Carson Williams",0.705017393931637,-0.186334107306917,0.601844915231396,1.75,2.87052820185612
"140","Kevin Alcantara",1.57990038597473,-0.167379868269632,0.352707286150379,1.1,2.86522780385548
"141","Jose Ramos",0.705017393931637,0.478068998300552,0.580813257117867,1.1,2.86389964935006
"142","Xavier Edwards",1.57990038597473,0.739354996740506,-0.468208850340577,1,2.85104653237466
"143","Landen Roupp",0.222537324324595,0.459021161166645,0.151306474697255,2,2.83286496018849
"144","Travis Swaggerty",0.705017393931637,0.938739176413421,0.0855870177776455,1.1,2.8293435881227
"145","Christian Encarnacion-Strand",-0.169865598111461,0.849766699482986,0.89586954846384,1.25,2.82577064983537
"146","James Outman",-0.169865598111461,0.744128305875674,1.14558945450522,1.1,2.81985216226943
"147","Yainer Diaz",0.705017393931637,0.315807476847529,0.296711308718485,1.5,2.81753617949765
"148","Austin Wells",0.705017393931637,0.294271647804903,0.715790136312635,1.1,2.81507917804917
"149","Tristan Beck",0.222537324324595,0.522304440903162,0.0635521767653636,2,2.80839394199312
"150","Garrett Mitchell",0.705017393931637,0.894443026049792,0.065013980965812,1.1,2.76447440094724
"151","Jordy Vargas",1.30479149133908,-0.416750384743262,-0.13582079050582,2,2.75222031608999
"152","Austin Martin",1.57990038597473,0.557036773621091,-0.497994194112591,1.1,2.73894296548323
"153","Austin Love",0.222537324324595,0.263059947414933,0.239823840553672,2,2.7254211122932
"154","Oscar Colas",0.705017393931637,0.416820306198683,0.498060881568793,1.1,2.71989858169911
"155","Alan Rangel",0.222537324324595,0.486630137831732,0.00823878266549604,2,2.71740624482182
"156","Jose Salas",1.57990038597473,-0.445706983627604,-0.169208672354549,1.75,2.71498472999258
"157","Brewer Hicklen",-0.169865598111461,0.96430505801627,0.814285504701718,1.1,2.70872496460653
"158","Hayden Wesneski",0.222537324324595,0.524984589077742,-0.0442002954071888,2,2.70332161799515
"159","Jayden Murray",0.222537324324595,0.520127729142486,-0.0429511730123726,2,2.69971388045471
"160","Jonathan Aranda",1.57990038597473,0.525978773820184,0.57113121158705,0,2.67701037138197
"161","Cam Collier",0.705017393931637,-0.673554580692836,1.39002269248829,1.25,2.67148550572709
"162","Kyle Brnovich",0.222537324324595,0.412015212603829,0.0361412540998736,2,2.6706937910283
"163","Jordan Westburg",0.705017393931637,0.326123502670046,0.636497956231954,1,2.66763885283364
"164","Spencer Jones",0.705017393931637,0.381269814499342,0.474928003465321,1.1,2.6612152118963
"165","Owen Caissie",1.57990038597473,-0.189452196151321,0.159050153581925,1.1,2.64949834340534
"166","Leo Jimenez",0.705017393931637,0.469274088047586,-0.275510411243153,1.75,2.64878107073607
"167","Liover Peguero",1.57990038597473,0.477857926325765,-0.411610599404837,1,2.64614771289566
"168","Jordan Balazovic",0.222537324324595,0.37566879781284,0.02842194345353,2,2.62662806559097
"169","Esteury Ruiz",-0.169865598111461,0.845432248052154,0.850464994064664,1.1,2.62603164400536
"170","Griffin Conine",-0.169865598111461,1.07698945729301,0.610712670673889,1.1,2.61783652985543
"171","Zach Neto",1.57990038597473,0.0747912791702598,-0.0386241320480386,1,2.61606753309696
"172","Chase Silseth",1.30479149133908,-0.656012215235074,-0.0350626328907322,2,2.61371664321327
"173","Everson Pereira",0.705017393931637,0.462499178618289,0.343408604810113,1.1,2.61092517736004
"174","David Hensley",-0.169865598111461,0.803275731345279,0.725722900639815,1.25,2.60913303387363
"175","Gabriel Arias",0.705017393931637,0.424294072408663,-0.271566858880493,1.75,2.60774460745981
"176","Jose Butto",0.222537324324595,0.366376887917318,0.0133614211273565,2,2.60227563336927
"177","Dylan File",0.222537324324595,0.481373470540395,-0.121729184087338,2,2.58218161077765
"178","Sean Boyle",0.222537324324595,0.277379527894301,0.0781580670545184,2,2.57807491927341
"179","Korey Lee",0.705017393931637,0.198104739108061,0.168677123651626,1.5,2.57179925669132
"180","Cole Henry",2.38704565835356,0.604338755609101,-0.435439739081823,0,2.55594467488083
"181","Jairo Pomares",0.705017393931637,0.343256304612561,0.402861366036119,1.1,2.55113506458032
"182","John Doxakis",0.222537324324595,0.145885444243222,0.16792299634539,2,2.53634576491321
"183","Joseph Hernandez",0.222537324324595,0.0678876967952234,0.243889890700246,2,2.53431491182006
"184","Hunter Brown",2.38704565835356,0.429749666910902,0.206875681506655,-0.5,2.52367100677111
"185","Dylan Beavers",0.705017393931637,0.415418858755047,0.299605183043103,1.1,2.52004143572979
"186","Drew Parrish",0.222537324324595,0.240081614846181,0.0543768373179417,2,2.51699577648872
"187","Christian Roa",0.222537324324595,0.274098458751278,0.00683580333942147,2,2.50347158641529
"188","Enmanuel Valdez",-0.169865598111461,0.926503120930917,0.738285536634298,1,2.49492305945375
"189","Dominic Hamel",0.222537324324595,0.18487125873884,0.0871875133884214,2,2.49459609645186
"190","Zack Gelof",0.705017393931637,0.217811842690683,0.317349502399558,1.25,2.49017873902188
"191","Michael Mercado",0.222537324324595,0.337333270873435,-0.07045225033948,2,2.48941834485855
"192","Trey Sweeney",0.705017393931637,0.292229170165007,0.233468830689931,1.25,2.48071539478657
"193","Brian Howard",0.222537324324595,0.218406078956045,0.0346382149984528,2,2.47558161827909
"194","Chris Clarke",0.222537324324595,0.217716075063034,0.032975955460171,2,2.4732293548478
"195","Cristian Hernandez",1.57990038597473,-0.305698381912277,-0.553416252688761,1.75,2.4707857513737
"196","Jake Irvin",0.222537324324595,0.373623288520847,-0.140310601397961,2,2.45585001144748
"197","Bowden Francis",0.222537324324595,0.240008360494138,-0.00783752989531045,2,2.45470815492342
"198","Anthony Garcia",-0.169865598111461,0.727468627427124,0.786867186063996,1.1,2.44447021537966
"199","Miguel Bleis",1.57990038597473,-0.541558159530681,0.300643825528743,1.1,2.4389860519728
"200","Tommy Henry",0.222537324324595,0.12898014658096,0.0778969687469412,2,2.4294144396525
"201","Jeremy De La Rosa",0.705017393931637,0.40283843498176,0.218545307980578,1.1,2.42640113689397
"202","Jose Tena",0.705017393931637,0.145500980937001,-0.178257778718494,1.75,2.42226059615014
"203","Drew Romo",1.57990038597473,-0.239699862008476,-0.418151751016749,1.5,2.42204877294951
"204","Heliot Ramos",0.705017393931637,1.11045257248938,-0.495907458832821,1.1,2.41956250758819
"205","Kohl Franklin",0.222537324324595,0.145393699138376,0.0452362809462506,2,2.41316730440922
"206","Trenton Denholm",0.222537324324595,0.255110012022041,-0.0796968648941404,2,2.3979504714525
"207","Bryan Ramos",0.705017393931637,0.384027067284141,0.0520540876322561,1.25,2.39109854884803
"208","Justin Foscue",0.705017393931637,0.529818608537122,0.153876161153405,1,2.38871216362216
"209","Deivi Garcia",0.222537324324595,0.161300677436338,0.00176497236969464,2,2.38560297413063
"210","Sean Hjelle",0.222537324324595,-0.0109736483081257,0.172533714343857,2,2.38409739036033
"211","Jay Groome",0.222537324324595,-0.0139899760706355,0.167636763387921,2,2.37618411164188
"212","Karl Kauffmann",0.222537324324595,-0.241545997753359,0.392586406589237,2,2.37357773316047
"213","Ryan Kreidler",-0.169865598111461,0.558901891463251,0.23176227969817,1.75,2.37079857304996
"214","Max Bain",0.222537324324595,-0.0253038231597879,0.171465536942291,2,2.3686990381071
"215","Walbert Urena",0.222537324324595,-0.291247052361947,0.43410663330775,2,2.3653969052704
"216","Heston Kjerstad",0.705017393931637,0.35632897267555,0.195133939039764,1.1,2.35648030564695
"217","Ceddanne Rafaela",0.705017393931637,0.158834351140399,0.388904570316144,1.1,2.35275631538818
"218","Bubba Chandler",1.30479149133908,-0.923118675778648,-0.0317777998815577,2,2.34989501567887
"219","Janson Junk",0.222537324324595,0.430898088615225,-0.303956793902078,2,2.34947861903774
"220","Daniel Palencia",0.222537324324595,0.0932170110954633,0.0263698702048467,2,2.3421242056249
"221","Mark Vientos",0.705017393931637,1.02196337446498,0.603105615187371,0,2.33008638358399
"222","Emmanuel Rodriguez",-0.169865598111461,-0.410847149902622,1.80499269821119,1.1,2.32427995019711
"223","Alex Ramirez",1.57990038597473,-0.475791265595032,0.108935426050379,1.1,2.31304454643008
"224","Nick Loftin",0.705017393931637,0.664042339465887,-0.156274837733696,1.1,2.31278489566383
"225","Jonathan Bowlan",0.222537324324595,0.231418798320642,-0.151427550513046,2,2.30252857213219
"226","Cristian Santana",0.705017393931637,-0.506747606283381,0.348996665513641,1.75,2.2972664531619
"227","Drew Rom",0.222537324324595,-0.0158504619938957,0.0900550303495107,2,2.29674189268021
"228","Lenny Torres",0.222537324324595,0.0162233571543243,0.0523865206149191,2,2.29114720209384
"229","Jordan Groshans",0.705017393931637,0.73905363762458,-0.404716858769547,1.25,2.28935417278667
"230","Noah Davis",0.222537324324595,-0.100203812399193,0.161447665785463,2,2.28378117771086
"231","Colin Barber",0.705017393931637,0.304315054824074,0.171955069412771,1.1,2.28128751816848
"232","Chase Strumpf",-0.169865598111461,0.375398506130823,0.822589210342319,1.25,2.27812211836168
"233","Adael Amador",0.705017393931637,-0.606984804428573,0.424208719677635,1.75,2.2722413091807
"234","Freddy Tarnok",0.222537324324595,0.0569931509276827,-0.0134407073567084,2,2.26608976789557
"235","Miles Mastrobuoni",-0.169865598111461,0.353175313068353,0.33087589727305,1.75,2.26418561222994
"236","Adam Macko",0.222537324324595,0.0407897321025579,-0.00763935366806934,2,2.25568770275908
"237","Tyler Black",0.705017393931637,0.323984700813256,0.224865536174567,1,2.25386763091946
"238","Sal Frelick",0.705017393931637,0.184002354072854,0.259016915105246,1.1,2.24803666310974
"239","Roderick Arias",0.705017393931637,-0.568701273506452,0.361392015039751,1.75,2.24770813546494
"240","T.J. Sikkema",0.222537324324595,0.0071400303132104,0.0119228000554244,2,2.24160015469323
"241","Matt Sauer",0.222537324324595,0.0038081088901565,0.0145037122281186,2,2.24084914544287
"242","Chayce McDermott",0.222537324324595,-0.351727812317334,0.367783016996841,2,2.2385925290041
"243","Luis Matos",1.57990038597473,0.273895099463306,-0.716468474686443,1.1,2.2373270107516
"244","Peyton Graham",0.705017393931637,0.234762117590963,-0.454160564001012,1.75,2.23561894752159
"245","Junior Caminero",1.57990038597473,-0.7513072894077,0.151148812365366,1.25,2.2297419089324
"246","Wenceel Perez",-0.169865598111461,0.199349386150962,0.447898829333593,1.75,2.22738261737309
"247","Lonnie White Jr.",-0.169865598111461,-0.274819389088333,1.55455713545201,1.1,2.20987214825221
"248","Drew Gilbert",0.705017393931637,0.312031202308743,0.0925512591774523,1.1,2.20959985541783
"249","Carson Spiers",0.222537324324595,-0.0782991191805063,0.0548592902826729,2,2.19909749542676
"250","Brent Headrick",0.222537324324595,0.264426578604478,-0.290334224200703,2,2.19662967872837
"251","Ryan Bergert",0.222537324324595,-0.0104856266280063,-0.0242977427679163,2,2.18775395492867
"252","Jonathan Ornelas",-0.169865598111461,0.626101824162157,-0.0197990448409051,1.75,2.18643718120979
"253","Aeverson Arteaga",0.705017393931637,-0.439086800704507,0.166462045336404,1.75,2.18239263856353
"254","Ethan Hankins",0.222537324324595,-0.000900808119778695,-0.0412876180315267,2,2.18034889817329
"255","Tyler Freeman",1.57990038597473,0.203743975313559,-0.605002800609165,1,2.17864156067913
"256","Brayan Castillo",0.222537324324595,-0.253749024630357,0.204472027795981,2,2.17326032749022
"257","Elvin Rodriguez",0.222537324324595,0.039549704830525,-0.0935384032144267,2,2.16854862594069
"258","Norge Vera",0.222537324324595,-0.318321029372133,0.264314936402724,2,2.16853123135519
"259","Nick Bitsko",0.222537324324595,-0.332130004116476,0.275403470388037,2,2.16581079059616
"260","Ronaldo Hernandez",0.705017393931637,0.230809189651681,-0.271821140493108,1.5,2.16400544309021
"261","Hunter Goodman",-0.169865598111461,0.0538168676330509,0.779438690384305,1.5,2.1633899599059
"262","Robert Gasser",0.222537324324595,-0.18371283155893,0.119008429403992,2,2.15783292216966
"263","Tyler Gentry",-0.169865598111461,0.341116193295665,0.875487412531583,1.1,2.14673800771579
"264","Joe Rock",0.222537324324595,-0.216694192841779,0.140387841605739,2,2.14623097308855
"265","Nick Yorke",1.57990038597473,-0.0298363852113186,-0.409253033903102,1,2.14081096686031
"266","Wilkel Hernandez",0.222537324324595,0.248807737527131,-0.341910520325416,2,2.12943454152631
"267","Antonio Jimenez",0.222537324324595,-0.193468352614006,0.0977854059087534,2,2.12685437761934
"268","Edouard Julien",-0.169865598111461,0.147384599574944,1.04795608676772,1.1,2.12547508823121
"269","Willy Vasquez",0.705017393931637,0.447463700606259,-0.129390888045025,1.1,2.12309020649287
"270","Levi Kelly",-0.859716842689886,-0.192030362124097,3.17330851702959,0,2.12156131221561
"271","Korry Howell",-0.169865598111461,0.675883739233934,0.502970972048632,1.1,2.10898911317111
"272","Nick Swiney",0.222537324324595,-0.0794115422530229,-0.0473478449673442,2,2.09577793710423
"273","Warming Bernabel",0.705017393931637,0.0469131965724398,0.0844104919535316,1.25,2.08634108245761
"274","Carlos Colmenarez",0.705017393931637,-0.279489277292114,-0.0892180895424316,1.75,2.08631002709709
"275","Donny Sands",-0.169865598111461,0.519130188627488,0.228428160694794,1.5,2.07769275121082
"276","Linse Carvajal",-0.859716842689886,0.307714133687547,3.1232974734915,-0.5,2.07129476448916
"277","Lenyn Sosa",0.705017393931637,0.0739340523720981,0.283201272150015,1,2.06215271845375
"278","Dayan Frias",0.705017393931637,-0.260073347100568,-0.145319622416101,1.75,2.04962442441497
"279","Logan Cerny",-0.169865598111461,0.57916242092227,0.54026256168925,1.1,2.04955938450006
"280","Beck Way",0.222537324324595,-0.249388608766897,0.0753468662928434,2,2.04849558185054
"281","Victor Juarez",0.222537324324595,-0.201885903940151,0.00917626095036976,2,2.02982768133481
"282","Tink Hence",0.222537324324595,-0.0768591132149853,-0.124578139313269,2,2.02110007179634
"283","Brady House",1.57990038597473,-0.442448880428156,-0.36676852409587,1.25,2.02068298145071
"284","Jake Alu",-0.169865598111461,0.514854412562943,0.42410743375201,1.25,2.01909624820349
"285","Efrain Contreras",0.222537324324595,-0.158289393142063,-0.0529271280349638,2,2.01132080314757
"286","Matt Fraizer",0.705017393931637,0.81707361377936,-0.614945655149935,1.1,2.00714535256106
"287","Denzel Clarke",-0.169865598111461,0.419062726247714,0.655725318537923,1.1,2.00492244667418
"288","Andrew Hoffmann",0.222537324324595,-0.191708197861862,-0.0292339665566364,2,2.0015951599061
"289","Doug Nikhazy",0.222537324324595,-0.555026654591984,0.328316642057336,2,1.99582731178995
"290","Ji Hwan Bae",0.705017393931637,0.294509350449906,-0.0153519033073522,1,1.98417484107419
"291","Winston Santos",0.222537324324595,-0.129638122279579,-0.111260450273468,2,1.98163875177155
"292","Christian Fernandez",0.222537324324595,-0.18419641588153,-0.0642483394091612,2,1.9740925690339
"293","Jorge Juan",0.222537324324595,0.13353473198427,-0.382531791752738,2,1.97354026455613
