Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Justin Topa","MIL","SIRP","MLB","31.6055555",,30,"70 / 70","60 / 60","","","30 / 30","35+",19.2,0.2,0.08888889,0.6,4.118643402060266,4.470890077675418,"15145"
"Brent Honeywell Jr.","OAK","SP","MLB","27.5416666",,24,"50 / 50","","","60 / 60","60 / 60","40",20.1,0.24489796,0.08163265,0.38095238,7.0819683203100485,5.196017497231724,"16466"
"Daniel Duarte","CIN","SIRP","MLB","25.8638888",,33,"60 / 60","60 / 60","","","40 / 40","40",7.2,0.2,0.17142857,0.31818182,9.391300453807808,6.402196324313772,"17480"
"Jorge Guzman","SFG","SIRP","AA","26.7138888",,40,"55 / 55","55 / 55","","45 / 50","30 / 35","35+",17.1,0.3,0.1375,0.56097561,3.6346160511999956,3.8514425404856825,"17505"
"Julian Fernandez","COL","SIRP","MLB","26.8611111",,42,"70 / 70","","","45 / 45","20 / 20","35+",57,0.24904215,0.12260536,0.41290323,6.631578947368421,5.989852141288289,"18341"
"Anderson Espinoza","CHC","SP","AAA","24.6",,49,"55 / 55","","55 / 55","50 / 55","35 / 45","35+",70.1,0.24605678,0.13880126,0.34946237,7.549763579148104,5.329684985059448,"18593"
"Pedro Avila","SDP","SP","MLB","25.7527777",,21,"45 / 45","","45 / 45","55 / 55","45 / 45","35+",112,0.26105263,0.10315789,0.4334471,4.580357142857143,4.588434752023646,"18864"
"Ronel Blanco","HOU","SIRP","MLB","29.125",,27,"60 / 60","50 / 50","40 / 40","30 / 30","30 / 30","35+",44.2,0.31351351,0.1027027,0.44859813,3.6268652586449854,4.030152016293632,"19407"
"Connor Seabold","BOS","SP","MLB","26.725",,7,"40 / 40","50 / 50","45 / 45","55 / 60","55 / 60","45",86.2,0.24722222,0.05277778,0.38075314,3.3230773131241214,4.303717197728319,"19695"
"Joey Wentz","DET","SP","MLB","25.025",,9,"45 / 45","50 / 50","45 / 50","55 / 60","45 / 55","45",53.1,0.26511628,0.10232558,0.40601504,3.037500289678601,4.118168400291675,"19962"
"Ronald Bolanos","KCR","SIRP","AAA","26.1444444",,24,"45 / 45","55 / 55","50 / 50","45 / 45","40 / 45","40",41.2,0.17525773,0.09278351,0.48529412,6.263999235351656,5.1266518929159,"20041"
"Jesus Cruz","ATL","SIRP","-1","27.5",,26,"55 / 55","55 / 55","","50 / 50","30 / 35","35+",27.2,0.32231405,0.1322314,0.33333333,4.2289151767460496,4.504319847801259,"20042"
"Calvin Faucher","TBR","SIRP","MLB","27.0638888",,31,"50 / 50","","70 / 70","","35 / 40","40",43,0.27083333,0.109375,0.45299145,3.558139534883721,4.2079334454480986,"20116"
"Kyle Muller","ATL","SIRP","MLB","25.0222222",,2,"70 / 70","60 / 60","55 / 55","45 / 45","30 / 35","45",134.2,0.29335793,0.07380074,0.45945946,3.4084160990510015,3.485025572116215,"20167"
"Brendan McKay","TBR","SP","AAA","26.825",,65,"30 / 40","","50 / 50","50 / 55","55 / 70","35+",15.1,0.21538462,0.09230769,0.27906977,2.934781346181933,4.662985865419574,"20186"
"Jake Walsh","STL","SIRP","MLB","27.2361111",,20,"60 / 60","","50 / 55","30 / 35","35 / 40","35+",15.1,0.34920635,0.11111111,0.26470588,1.1739132868545545,3.7333255219848946,"20227"
"Deivi Garcia","NYY","SP","MLB","23.4055555",,16,"45 / 45","50 / 55","55 / 55","45 / 55","40 / 50","40+",64,0.2585034,0.10884354,0.34117647,6.890625205356634,5.08751248762133,"20276"
"Jhonathan Diaz","LAA","SP","AAA","26.0888888",,31,"40 / 40","55 / 60","50 / 50","50 / 50","50 / 50","35+",47,0.22222222,0.09661836,0.47328244,4.9787234042553195,5.194296315502614,"20298"
"Alec Bettinger","MIL","SP","-1","27.2555555",,26,"45 / 45","","50 / 55","","50 / 55","35+",34.2,0.12883436,0.12883436,0.38135593,6.490383663121199,6.39438928135977,"20312"
"Riley O'Brien","SEA","SIRP","AAA","27.6916666",,22,"40 / 40","","55 / 60","","45 / 50","35+",39.2,0.23979592,0.15306122,0.56363636,7.033612543492351,5.099053594819218,"20348"
"Zack Kelly","BOS","SIRP","MLB","27.6166666",,34,"60 / 60","","","55 / 60","30 / 35","35+",49.2,0.34449761,0.11961722,0.45283019,2.718120527011894,3.3318116942153906,"20349"
"Greg Weissert","NYY","SIRP","MLB","27.6972222",,22,"","","","","","40",48,0.36842105,0.1,0.47311828,1.6875,3.2968552834043905,"20375"
"Isaac Mattson","BAL","SIRP","-1","27.2527777",,49,"55 / 55","40 / 40","45 / 50","40 / 40","45 / 45","35+",17.2,0.1627907,0.23255814,0.33333333,6.622640317765665,8.244853010318806,"20385"
"Bowden Francis","TOR","SP","AAA","26.4805555",,13,"45 / 45","55 / 55","45 / 45","45 / 50","50 / 55","40",98.1,0.24336283,0.09513274,0.27956989,6.5898308493316575,5.383818771839618,"20548"
"Elvin Rodriguez","DET","SP","AAA","24.5416666",,18,"40 / 45","","50 / 50","50 / 55","40 / 50","40",99.1,0.20634921,0.08163265,0.40893471,4.983221731670904,4.748146031360926,"20962"
"Eduard Bazardo","BOS","SIRP","MLB","27.1222222",,21,"50 / 50","","70 / 70","","30 / 35","40",57.1,0.23529412,0.0745098,0.41954023,3.4534886784654377,4.0476050696163846,"20997"
"Francisco Perez","WSN","SIRP","AAA","25.2361111",,29,"55 / 55","50 / 50","","45 / 50","50 / 55","35+",46.2,0.29901961,0.15686275,0.33018868,4.821428045934618,4.822130200262546,"21018"
"Luis Gil","NYY","SIRP","MLB","24.3666666",,14,"60 / 70","55 / 60","","30 / 40","35 / 40","45",21.2,0.30097087,0.14563107,0.25,7.892306534355378,4.783891569008626,"21052"
"Thomas Szapucki","SFG","MIRP","MLB","26.3416666",,28,"50 / 50","","60 / 60","45 / 45","45 / 45","40",72.1,0.33663366,0.10561056,0.43902439,3.1105992150460176,3.677145260104507,"21065"
"Andre Jackson","LAD","SP","MLB","26.4555555",,17,"50 / 50","","45 / 50","50 / 60","50 / 55","45",75.2,0.21408451,0.17183099,0.46190476,4.995595385257588,6.124058000056211,"21298"
"Jake Latz","TEX","SP","AAA","26.5194444",,30,"40 / 40","45 / 45","","55 / 55","50 / 55","35+",53,0.24279835,0.12757202,0.29530201,5.773584905660377,5.7703490688553405,"21306"
"Bryce Montes de Oca","NYM","SIRP","MLB","26.4777777",,26,"70 / 70","60 / 60","","","30 / 30","35+",51.1,0.34632035,0.16450216,0.49056604,3.331169037457815,4.25961312378387,"21319"
"Parker Mushinski","HOU","SIRP","MLB","26.8972222",,18,"45 / 45","55 / 55","60 / 60","30 / 30","50 / 50","35+",40.2,0.23837209,0.11046512,0.58252427,2.6557373727595377,4.955375654911759,"21324"
"Cole Sands","MIN","MIRP","MLB","25.2444444",,10,"55 / 55","","70 / 70","45 / 50","40 / 45","40+",61.2,0.25352113,0.08450704,0.39772727,5.54594548851669,4.095103279193933,"21461"
"Sean Hjelle","SFG","SP","MLB","25.4388888",,33,"45 / 45","45 / 45","","45 / 50","45 / 55","40",97,0.18058691,0.08577878,0.56721311,4.917525773195877,5.2240361014592285,"21481"
"Elvis Peguero","LAA","SIRP","MLB","25.5694444",,36,"60 / 60","55 / 60","","","35 / 50","35+",44.1,0.27472527,0.07142857,0.57522124,2.842105589226238,3.9373637406943596,"21652"
"Jose Marte","LAA","SIRP","MLB","26.3361111",,35,"70 / 70","55 / 60","","","30 / 30","35+",34.2,0.29487179,0.1474359,0.47560976,5.451922277021808,5.201341778017802,"21761"
"Gregory Santos","SFG","SIRP","MLB","23.1305555",,13,"60 / 60","70 / 70","","45 / 45","40 / 45","40+",35,0.23717949,0.12820513,0.5106383,4.628571428571429,5.4154434697968625,"21894"
"Yerry Rodriguez","TEX","SIRP","MLB","25",,22,"55 / 60","50 / 60","","30 / 35","40 / 40","40",59,0.27238806,0.11940299,0.45625,4.271186440677966,4.893885418318086,"21955"
"Luis Frias","ARI","SIRP","MLB","24.3944444",,11,"55 / 55","45 / 45","45 / 45","","30 / 40","45",47.1,0.3507109,0.12322275,0.38888889,3.992958175547229,4.258402191667523,"21997"
"Kyle Tyler","SDP","SP","-1","25.8",,22,"50 / 50","45 / 50","45 / 45","45 / 45","50 / 50","35+",25.1,0.2920354,0.19469027,0.50877193,5.6842090462717545,5.412214424109714,"22092"
"Max Kranick","PIT","SP","MLB","25.2333333",,43,"50 / 55","45 / 50","","40 / 45","45 / 45","40",8.2,0.19444444,0.05555556,0.33333333,3.1153834726687677,4.461783046416922,"22175"
"Hans Crouse","PHI","MIRP","AAA","24.0833333",,6,"55 / 55","50 / 60","","45 / 50","40 / 45","45",12.1,0.20634921,0.0952381,0.27272727,13.135138520714662,6.0771642206879,"22192"
"DL Hall","BAL","MIRP","MLB","24.0722222",30,4,"70 / 70","","55 / 60","55 / 60","30 / 40","55",84.1,0.36631016,0.13368984,0.36516854,4.48221379776545,3.383713260476726,"22207"
"Shane Baz","TBR","SP","MLB","23.3277777",51,3,"60 / 60","60 / 60","50 / 50","55 / 55","45 / 50","50",13,0.37735849,0.0754717,0.40740741,1.3846153846153846,2.729488240297024,"22264"
"Matthew Liberatore","STL","SP","MLB","22.9416666",84,5,"40 / 45","50 / 55","60 / 60","45 / 55","55 / 70","50",115,0.23434343,0.08282828,0.41975309,5.165217391304348,4.2731350543706315,"22294"
"Angel De Jesus","DET","SIRP","MLB","25.6722222",,26,"70 / 70","55 / 60","","","30 / 30","35+",47.2,0.22110553,0.10050251,0.38461538,4.153845710610801,5.05194335311349,"22323"
"Stephen Ridings","NYY","SIRP","MLB","27.1694444",,15,"70 / 70","55 / 55","","","45 / 45","40+",2,0.5,0,0.5,0,1.0626509606838228,"22358"
"Colin Holderman","PIT","SIRP","MLB","27.0194444",,17,"65 / 65","55 / 60","","40 / 45","50 / 55","40+",17.1,0.30434783,0.07246377,0.625,2.5961543222857113,3.0771284544909485,"22361"
"Logan Gillaspie","BAL","MIRP","MLB","25.4944444",,39,"60 / 60","45 / 50","45 / 45","40 / 45","40 / 40","35+",43.1,0.25925926,0.06878307,0.32520325,4.7769236376159245,4.079975551146036,"22461"
"Angel Zerpa","KCR","MIRP","MLB","23.05",,25,"45 / 45","45 / 50","","40 / 50","50 / 60","40",71.2,0.2254902,0.08169935,0.48780488,4.018604472909773,4.426687318766411,"22717"
"Francisco Morales","PHI","SIRP","AAA","22.9666666",,11,"55 / 60","60 / 70","","35 / 45","30 / 45","40+",51,0.30567686,0.19650655,0.41441441,4.764705882352941,5.01582235796158,"22913"
"Michael Plassmeyer","PHI","SP","MLB","25.9444444",,30,"30 / 30","","45 / 45","50 / 55","55 / 60","35+",128.1,0.23800738,0.08671587,0.37283237,4.207792374560562,5.295194329977789,"23191"
"Michael Grove","LAD","SP","MLB","25.825",,12,"55 / 60","45 / 50","55 / 55","40 / 40","45 / 50","45",76,0.27950311,0.08074534,0.4,3.789473589107273,4.43507991027182,"23221"
"Janson Junk","LAA","SP","MLB","26.75",,9,"50 / 50","50 / 55","50 / 50","","55 / 60","40+",73.2,0.22115385,0.05769231,0.33936652,4.642534577732632,5.311634327787353,"23301"
"Damon Jones","PHI","SIRP","AAA","28.0416666",,24,"55 / 55","60 / 60","","","30 / 35","35+",4,0.4,0.13333333,0.28571429,2.25,3.2479757860302927,"23310"
"Jose Butto","NYM","SP","MLB","24.5722222",,14,"45 / 45","50 / 50","","55 / 60","45 / 45","40",129,0.25555556,0.08148148,0.40588235,3.558139534883721,4.295163411520942,"23313"
"Freddy Tarnok","ATL","SP","MLB","23.8916666",,9,"55 / 60","40 / 45","50 / 50","45 / 55","45 / 50","40",106.2,0.27192982,0.09649123,0.36428571,4.04999980688096,4.556382984600253,"23324"
"Jared Solomon","CIN","SIRP","MLB","25.3472222",,32,"60 / 60","","","55 / 55","40 / 45","40",47.1,0.2293578,0.13761468,0.44776119,7.60563462008996,5.23779086698076,"23425"
"Tommy Romero","TBR","MIRP","AAA","25.2694444",,29,"55 / 55","45 / 45","45 / 45","45 / 50","50 / 55","40",86,0.20224719,0.09550562,0.36842105,3.2441865501693425,5.150224803935313,"23465"
"Nick Snyder","TEX","SIRP","MLB","27.0138888",,32,"50 / 50","60 / 60","","","40 / 40","35+",38,0.30909091,0.10909091,0.40217391,4.973684210526316,4.348364092958601,"23493"
"Ray Kerr","SDP","SIRP","MLB","28.0972222",,23,"55 / 55","50 / 50","45 / 45","40 / 40","30 / 30","35+",44.1,0.32682927,0.17560976,0.3814433,5.075188552189711,4.843496958039909,"23809"
"Ronny Henriquez","MIN","SP","MLB","22.3194444",,5,"55 / 55","50 / 55","","55 / 55","45 / 55","45",95.1,0.25728155,0.08009709,0.44486692,5.6643359665416355,4.023583039491745,"24094"
"Simeon Woods Richardson","MIN","SP","MLB","22.05",,6,"40 / 45","40 / 45","50 / 50","55 / 60","50 / 60","45",107.1,0.26995305,0.08450704,0.43911439,2.767080876466781,4.309500731702913,"24494"
"Jonathan Stiever","CHW","SP","MLB","25.425",,24,"45 / 45","45 / 50","45 / 45","40 / 45","50 / 50","35+",3,0.1,0,0.42857143,0,5.4947551508744565,"24584"
"Franklin German","BOS","SIRP","MLB","25.0638888",,20,"60 / 60","40 / 50","","45 / 50","35 / 40","40",49.2,0.3248731,0.0964467,0.44761905,2.718121257699753,3.8884964335530006,"24750"
"Ethan Roberts","CHC","SIRP","MLB","25.2805555",,43,"55 / 55","","60 / 60","","40 / 50","35+",0.1,0,0,0,0,8.469039603163017,"24930"
"Evan Lee","WSN","SIRP","AAA","25.325",,23,"50 / 50","","60 / 60","40 / 40","50 / 50","40",39,0.28313253,0.13253012,0.38461538,3.4615384615384617,4.389837152186113,"24988"
"Cody Morris","CLE","MIRP","MLB","25.9472222",,22,"55 / 55","","50 / 55","60 / 60","40 / 45","40+",21.1,0.4875,0.075,0.44117647,1.6875002514571327,1.9290117651409024,"25388"
"Gavin Hollowell","COL","SIRP","MLB","24.9472222",,36,"55 / 55","55 / 60","","","30 / 40","35+",48.2,0.34042553,0.07446809,0.32380952,3.1438352878690443,3.515584838695324,"25427"
"Xzavion Curry","CLE","SP","MLB","24.2166666",,13,"60 / 60","45 / 50","50 / 55","30 / 35","55 / 60","45",122,0.26171875,0.08203125,0.33027523,4.057377049180328,4.393112285655053,"25595"
"Hunter Gaddis","CLE","MIRP","MLB","24.5166666",,37,"50 / 50","45 / 45","40 / 40","55 / 60","40 / 45","40",121.1,0.32048682,0.0831643,0.26241135,4.005494673403842,3.8775930798851337,"25636"
"Cole Waites","SFG","SIRP","MLB","24.3472222",,41,"70 / 70","45 / 55","","","20 / 35","35+",41.2,0.44186047,0.12790698,0.42253521,1.9439998516845816,2.3759981212514028,"25665"
"Noah Davis","COL","SP","MLB","25.4805555",,19,"45 / 45","50 / 55","50 / 50","40 / 45","40 / 50","40",138,0.25370675,0.10214168,0.33962264,5.4130429545513,4.727823469377214,"25862"
"Hunter Brown","HOU","SIRP","MLB","24.1277777",94,1,"60 / 60","55 / 60","60 / 70","40 / 45","30 / 40","50",106,0.31455399,0.1056338,0.54166667,2.547169811320755,3.593059581939905,"25880"
"Yennier Cano","BAL","SIRP","MLB","28.6",,41,"50 / 50","50 / 55","","","45 / 45","35+",40.1,0.27439024,0.08536585,0.59,2.9008259890176458,3.376005126091282,"25911"
"Andrew Nardi","MIA","MIRP","MLB","24.1583333",,26,"50 / 50","55 / 55","","45 / 50","45 / 55","35+",51,0.38190955,0.09045226,0.38235294,2.2941176470588234,3.170248680314648,"25942"
"Caleb Kilian","CHC","SP","MLB","25.3694444",,8,"55 / 55","45 / 45","45 / 50","45 / 50","60 / 70","45",106.2,0.26150628,0.12343096,0.52447552,4.21875040233139,4.147975847097698,"26213"
"Ryan Pepiot","LAD","SP","MLB","25.15",,6,"55 / 60","40 / 45","","70 / 70","40 / 45","45+",91.1,0.30894309,0.09756098,0.40487805,2.5620439382981313,4.510225864431923,"26221"
"Ryne Nelson","ARI","SP","MLB","24.7055555",,6,"60 / 70","55 / 60","55 / 60","40 / 45","40 / 45","45+",136,0.2158516,0.07925801,0.36185819,5.426470588235294,5.509544633197434,"26253"
"Drey Jameson","ARI","MIRP","MLB","25.1611111",96,5,"70 / 70","60 / 70","50 / 50","50 / 55","40 / 45","50",132.2,0.22564103,0.07863248,0.49370277,6.309045074955421,4.676751575732925,"26260"
"Tommy Henry","ARI","SP","MLB","25.2111111",,19,"45 / 50","50 / 55","","50 / 55","40 / 50","40",113,0.21729958,0.09493671,0.45141066,3.743362831858407,5.1254642430923685,"26285"
"Ethan Small","MIL","SP","MLB","25.6694444",,6,"50 / 55","","40 / 45","55 / 60","45 / 55","45",103,0.25560538,0.13004484,0.40856031,4.456310679611651,4.641261731305169,"26364"
"Cade Cavalli","WSN","SP","MLB","24.1694444",26,2,"70 / 70","55 / 60","55 / 60","55 / 60","40 / 45","55",97,0.25935162,0.09725686,0.43089431,3.711340206185567,4.467529361334044,"27473"
"Max Meyer","MIA","SP","MLB","23.5916666",,5,"55 / 60","60 / 70","","45 / 55","40 / 50","45+",61,0.2875,0.07916667,0.5170068,3.6885245901639343,3.5800983741635184,"27474"
"Hayden Wesneski","CHC","SP","MLB","24.8611111",,16,"50 / 55","60 / 60","","45 / 50","45 / 45","40+",110.1,0.23194748,0.07877462,0.42715232,3.915408103167768,4.571826104904288,"27581"
"Luis Ortiz","PIT","SIRP","MLB","23.7166666",50,4,"55 / 70","60 / 60","","30 / 40","30 / 50","50",124.1,0.27058824,0.0745098,0.478125,4.560321902372627,3.750203325811613,"27646"
"Ken Waldichuk","OAK","SP","MLB","24.7694444",69,3,"60 / 65","50 / 50","45 / 45","60 / 70","45 / 50","50",95,0.34508816,0.0906801,0.43269231,2.842104920786215,3.5256629609053904,"27681"
"Louie Varland","MIN","SIRP","MLB","24.85",,23,"50 / 55","40 / 50","","45 / 55","40 / 50","40",126.1,0.27340824,0.07865169,0.40298507,3.063324615340739,4.147703661328972,"27691"
"Chase Silseth","LAA","SP","MLB","22.4083333",,3,"45 / 50","45 / 50","40 / 45","45 / 55","30 / 40","45",83,0.34375,0.084375,0.48571429,2.2771084337349397,3.259196369475629,"30074"
"Anthony Veneziano","KCR","SIRP","AA","25.1222222",,47,"50 / 55","","","50 / 55","20 / 30","35+",122.2,0.22791519,0.11660777,0.34078212,5.722826561540235,5.690775414910258,"sa1115745"
"John Doxakis","TBR","SP","AA","24.1527777",,28,"30 / 30","50 / 55","","50 / 55","55 / 70","40",116,0.22874494,0.10728745,0.42903226,4.887931034482759,4.984389787591173,"sa1115967"
"Ricky DeVito","PIT","SIRP","A+","24.15",,21,"50 / 50","55 / 60","45 / 45","","30 / 40","40+",70,0.27692308,0.13538462,0.54651163,5.4,4.420171305962971,"sa1116003"
"Alec Marsh","KCR","SP","AAA","24.4194444",,2,"60 / 60","50 / 55","50 / 50","45 / 50","40 / 45","45+",124.1,0.26943005,0.10189983,0.38968481,6.876675884530152,4.8265249803853525,"sa1159950"
"Kasey Kalich","KCR","SIRP","AA","24.4722222",,42,"60 / 60","55 / 55","","","30 / 35","35+",46.2,0.23584906,0.17924528,0.42608696,4.049999724115663,5.50336438409038,"sa1169633"
"Mitch Spence","NYY","MIRP","AAA","24.4416666",,28,"40 / 45","60 / 60","45 / 50","30 / 40","30 / 45","35+",130.1,0.2251773,0.07446809,0.46361186,4.695652357161046,4.1767520427388725,"sa1169885"
"Edgar Barclay","NYY","SIRP","A+","24.3888888",,35,"40 / 40","45 / 50","","55 / 60","35 / 55","35+",67.1,0.33463035,0.07782101,0.37062937,1.737623893633844,3.6055345283055935,"sa1170012"
"Jayden Murray","HOU","SP","AA","25.5111111",,8,"50 / 50","60 / 60","","40 / 45","50 / 60","40+",108,0.2166302,0.07439825,0.4852459,3.5000003708733844,4.473872505172942,"sa1170405"
"Trey McGough","PIT","SP","AAA","24.5444444",,61,"50 / 50","50 / 55","45 / 45","45 / 50","45 / 50","35+",17.2,0.18571429,0.05714286,0.27906977,3.056603223584153,5.055445138520574,"sa1170436"
"Tyler Burch","BAL","SIRP","AA","25.1194444",,43,"55 / 55","60 / 60","","","30 / 40","35+",45,0.22167488,0.08374384,0.39259259,5.4,4.572572161753973,"sa1172727"
"Neraldo Catalina","TBR","SIRP","A+","22.3166666",,63,"65 / 70","45 / 55","","","30 / 35","35+",46.2,0.26521739,0.23913043,0.65686275,5.592856533284157,5.837740494167559,"sa1172730"
"Gerardo Carrillo","WSN","SIRP","AAA","24.0888888",,12,"60 / 60","55 / 60","45 / 45","45 / 55","30 / 40","40",23.1,0.24347826,0.11304348,0.46268657,6.942858088746491,4.89017571979774,"sa3002790"
"Juan Then","SEA","SIRP","AA","22.6888888",,16,"45 / 60","55 / 60","","40 / 40","40 / 45","40",12,0.2962963,0.09259259,0.28125,4.5,4.687160131335258,"sa3002793"
"Yovanny Cruz","CHC","SP","A+","23.1444444",,40,"65 / 70","45 / 50","","50 / 60","30 / 45","35+",13.2,0.35087719,0.03508772,0.48484848,3.9512213503308877,2.738255718142998,"sa3002951"
"Keider Montero","DET","SIRP","A+","22.275",,32,"50 / 55","","45 / 55","40 / 45","35 / 45","35+",103.2,0.22595078,0.08277405,0.43003413,4.514469896368771,4.191457698054859,"sa3002956"
"Helcris Olivarez","COL","SIRP","AAA","22.1861111",,24,"60 / 70","","45 / 50","40 / 50","30 / 40","40",2,0.16666667,0,0.4,0,4.841207873821259,"sa3002965"
"Ignacio Feliz","BAL","SP","A+","22.9777777",,48,"40 / 45","","50 / 55","40 / 50","40 / 50","35+",92.2,0.3375,0.1375,0.40625,4.176259451256562,4.113835550409193,"sa3002982"
"Luis Palacios","MIA","SP","AA","22.2888888",,35,"30 / 40","45 / 50","","50 / 55","45 / 60","35+",131.2,0.2317757,0.02990654,0.38341969,4.169620575308156,3.777417802292028,"sa3003021"
"Santiago Florez","PIT","SIRP","A+","22.4333333",,52,"50 / 60","","50 / 60","","30 / 45","35+",63.2,0.20469799,0.09731544,0.41025641,6.502617281559867,5.140190601257177,"sa3003026"
"Jose Lopez","TBR","MIRP","AAA","23.6666666",,42,"55 / 60","55 / 60","","40 / 45","35 / 40","35+",59.1,0.37698413,0.15079365,0.48672566,2.426966500182977,3.6823854140336016,"sa3003055"
"Tahnaj Thomas","PIT","SIRP","AA","23.3305555",,53,"60 / 65","45 / 50","","30 / 40","35 / 60","35+",50.2,0.24413146,0.09389671,0.37777778,3.0197365389636652,4.562272837559996,"sa3003066"
"Robinson Pina","LAA","SIRP","AAA","23.8861111",,37,"50 / 60","","50 / 55","40 / 45","20 / 30","35+",85.1,0.33701657,0.08563536,0.32843137,4.429687850664805,3.522358865085919,"sa3003123"
"Steven Cruz","MIN","SIRP","AA","23.3333333",,32,"70 / 70","45 / 50","","","30 / 35","35+",56,0.28015564,0.13618677,0.35416667,5.142857142857143,4.775208001903126,"sa3003140"
"Graham Spraker","TOR","SIRP","-1","27.5722222",,35,"60 / 60","","","","40 / 40","35+",37.1,0.26347305,0.1497006,0.32631579,4.821429228296175,5.055990112295225,"sa3004024"
"Dylan File","MIL","SP","-1","26.3638888",,18,"40 / 40","50 / 55","50 / 50","55 / 55","55 / 60","40",114.1,0.19874477,0.07112971,0.39411765,4.565597870744883,4.778478896467635,"sa3004197"
"Dedniel Nunez","NYM","SIRP","AA","26.3611111",,12,"60 / 60","60 / 60","","","35 / 40","40+",33,0.32236842,0.08552632,0.32954545,3,3.435146619379796,"sa3004203"
"Hunter Stratton","PIT","SIRP","AAA","25.9111111",,60,"55 / 55","50 / 50","","","30 / 35","35+",63,0.29078014,0.13829787,0.37333333,5.714285714285714,4.648603273857208,"sa3004216"
"Sam Delaplane","SFG","SIRP","AAA","27.55",,31,"60 / 60","70 / 70","","","40 / 45","40",3.2,0.47826087,0.30434783,0.4,14.72725900146881,4.627356079793058,"sa3004222"
"Hagen Danner","TOR","SIRP","AA","24.0416666",,18,"60 / 60","50 / 55","","","35 / 40","40",3.2,0.05263158,0.15789474,0.53333333,4.909086333822937,8.28105086487566,"sa3004501"
"Drew Strotman","MIN","SIRP","AAA","26.1166666",,34,"50 / 50","","50 / 55","30 / 40","40 / 45","35+",52.2,0.2480315,0.14173228,0.50704225,6.322785831007903,4.950163724756132,"sa3004584"
"Seth Corry","SFG","MIRP","A+","23.95",,45,"50 / 55","","70 / 70","50 / 50","20 / 30","35+",2.1,0.07142857,0.21428571,0.44444444,3.85714850621175,10.34742133384538,"sa3004648"
"Yoendrys Gomez","NYY","SP","AA","23",,4,"55 / 60","","50 / 55","40 / 50","40 / 55","45+",47,0.2565445,0.09424084,0.32231405,2.4893616894997854,4.49831611605871,"sa3004650"
"Ricky Vanasco","TEX","MIRP","AA","24.0055555",,35,"40 / 55","","45 / 60","","35 / 40","35+",92.1,0.28850856,0.12713936,0.41276596,4.678700618741177,4.213295644394487,"sa3004863"
"Cody Bolton","PIT","SIRP","AAA","24.3222222",,28,"50 / 50","55 / 55","","50 / 50","50 / 50","40",75.2,0.25386997,0.12383901,0.40641711,3.092511428968983,4.85101601250626,"sa3004975"
"Michael Mercado","TBR","SP","AA","23.5",,26,"60 / 60","50 / 55","50 / 50","40 / 45","45 / 50","40",102.2,0.25842697,0.08089888,0.35789474,4.909091395498637,4.520914780661636,"sa3005024"
"Prelander Berroa","SEA","SIRP","AA","22.4916666",,17,"55 / 60","50 / 50","","30 / 40","30 / 40","35+",100.2,0.3649635,0.15328467,0.46315789,2.86092738721264,3.7695159981106725,"sa3005069"
"Blayne Enlow","MIN","MIRP","AA","23.5666666",,22,"50 / 50","","50 / 55","","40 / 45","40",59,0.2398524,0.11439114,0.38095238,4.728813702640302,5.0129679462558006,"sa3005117"
"Matt Sauer","NYY","SP","AA","23.7333333",,23,"50 / 60","50 / 55","","40 / 50","40 / 45","40",109,0.28571429,0.08955224,0.36131387,4.541284483135897,4.3533734598021026,"sa3005118"
"Ben Brown","CHC","MIRP","AA","23.1",,25,"55 / 55","","60 / 60","","30 / 45","40",104,0.34331797,0.08294931,0.43043478,3.375,3.1746358868164517,"sa3005122"
"Max Lazar","MIL","MIRP","AAA","23.3666666",,40,"40 / 50","","40 / 45","55 / 60","35 / 55","35+",40,0.15294118,0.07058824,0.5078125,3.825,4.29081301484257,"sa3005163"
"Francis Peguero","MIN","SIRP","AA","25.1777777",,33,"55 / 55","55 / 55","","","40 / 45","35+",23,0.18367347,0.03061224,0.42666667,6.6521739130434785,4.2965395412545355,"sa3005209"
"Cam Robinson","MIL","SIRP","AAA","23.1083333",,37,"55 / 55","","50 / 50","","30 / 35","35+",65,0.31578947,0.11278195,0.63194444,2.4923077654415353,3.2947003602506397,"sa3005216"
"Joey Cantillo","CLE","SP","AA","22.825",,43,"40 / 40","","40 / 45","55 / 60","40 / 55","35+",60.2,0.35510204,0.11428571,0.41129032,1.9285712668809771,3.279788874175127,"sa3005246"
"Jhosmer Alvarez","ARI","SIRP","A","21.2944444",,28,"55 / 60","","40 / 40","","30 / 35","35+",9.2,0.12244898,0.12244898,0.39393939,5.586205059510244,6.790265657960399,"sa3005437"
"Carlos De Los Santos","LAD","SIRP","A+","21.9083333",,48,"60 / 60","55 / 60","","","20 / 30","35+",44.1,0.29411765,0.15686275,0.42307692,4.466164562881469,5.209920638112424,"sa3005448"
"Junior Santos","NYM","SIRP","A+","21.1638888",,28,"60 / 60","45 / 50","","40 / 45","30 / 40","35+",116.2,0.20467836,0.08576998,0.58739255,4.474286104412502,4.1218340266115545,"sa3005470"
"Efrain Contreras","SDP","SP","AAA","22.7861111",,13,"50 / 50","","40 / 45","50 / 60","35 / 50","40",53.1,0.2601626,0.10162602,0.44370861,5.737500547170691,4.347733124076982,"sa3005692"
