Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Tekoah Roby","TEX","SP","A+","21.075",,19,"40 / 50","","40 / 45","45 / 55","30 / 50","40",104.2,0.28378378,0.07882883,0.39483395,4.643312553193164,3.9138288644118457,"sa3014519"
"Kyle Nicolas","PIT","SIRP","AA","23.6472222",,14,"55 / 60","55 / 60","45 / 45","30 / 30","30 / 40","40+",90.2,0.25897436,0.12051282,0.36909871,3.97058868078217,4.920237408203252,"sa3014523"
"Karl Kauffmann","COL","SP","AAA","25.1666666",,27,"45 / 50","45 / 50","","50 / 55","30 / 45","40",141.2,0.22748815,0.12480253,0.48866499,4.955294473467262,4.684104791218838,"sa3014526"
"Mick Abel","PHI","SP","AA","21.1583333",20,2,"55 / 65","","55 / 70","45 / 55","40 / 50","55",108.1,0.27600849,0.10615711,0.36330935,3.904615567937555,4.4460030246756315,"sa3014534"
"Dax Fulton","MIA","SP","AA","20.9972222",,8,"40 / 40","","60 / 60","45 / 55","35 / 55","45",118.1,0.29821074,0.08349901,0.50680272,3.802817064863052,3.1728662866963773,"sa3014535"
"Clayton Beeter","NYY","SIRP","AA","24.0166666",,12,"60 / 60","60 / 60","60 / 60","","30 / 40","45",77,0.37068966,0.13218391,0.39354839,4.558441445525493,3.644944154037832,"sa3014536"
"Ian Bedell","STL","SP","CPX","23.1111111",,12,"40 / 45","","55 / 60","40 / 50","35 / 60","40",5.2,0.34482759,0.10344828,0.53333333,3.176468672638039,1.980584376028062,"sa3014538"
"Jack Kochanowicz","LAA","SP","A","21.8138888",,33,"45 / 45","45 / 50","55 / 60","45 / 50","30 / 50","35+",57.2,0.21370968,0.07258065,0.52380952,4.994219212683598,4.621556129354371,"sa3014539"
"Ben Hernandez","KCR","SIRP","A","21.2888888",,22,"50 / 55","35 / 40","","60 / 60","30 / 50","40",77,0.20285714,0.11428571,0.49315068,5.376623376623376,5.00968974288795,"sa3014541"
"Nick Swiney","SFG","SP","A+","23.675",,10,"40 / 45","","50 / 55","50 / 55","35 / 55","40+",89,0.27559055,0.11811024,0.33990148,3.842696629213483,4.787570554084992,"sa3014542"
"Levi Stoudt","CIN","MIRP","AAA","24.8638888",,26,"50 / 50","55 / 55","","30 / 40","50 / 60","40",111,0.21868365,0.06794055,0.39449541,4.702702702702703,4.8273891104234234,"sa3014545"
"Marco Raya","MIN","SP","A","20.1888888",,9,"40 / 50","45 / 50","","40 / 55","35 / 55","40+",65,0.28897338,0.08745247,0.43670886,3.046153846153846,3.448731590005068,"sa3014550"
"Chih-Jung Liu","BOS","SIRP","A+","23.5222222",,47,"40 / 60","50 / 60","","","30 / 40","35+",104,0.23376623,0.10606061,0.35472973,6.057692404902547,4.957653292636409,"sa3014675"
"Luis Perales","BOS","SIRP","A","19.5027777",,33,"60 / 60","","45 / 55","30 / 45","20 / 40","35+",35.2,0.34246575,0.1369863,0.40277778,1.7663549827544505,3.7531201748460195,"sa3014677"
"Alex Santos II","HOU","SP","A","20.6805555",,32,"45 / 55","30 / 50","50 / 55","","25 / 50","35+",82.2,0.28729282,0.10220994,0.4084507,5.98790396264648,4.02059503386811,"sa3014684"
"Stevie Emanuels","OAK","SP","A","23.7083333",,41,"40 / 50","50 / 55","","40 / 50","30 / 55","35+",97.1,0.22340426,0.13191489,0.41979522,6.380137319702635,5.04969211137164,"sa3014698"
"Po-Yu Chen","PIT","SP","A","21.0361111",,24,"30 / 40","","45 / 50","","35 / 60","40",98.1,0.2452381,0.08571429,0.41353383,4.576271423146984,3.8129849350829588,"sa3014699"
"Brayan Medina","MIN","SP","CPX","20.025",,36,"45 / 55","","45 / 55","30 / 45","30 / 45","35+",23.2,0.21621622,0.18018018,0.35,6.464787864041951,5.633748479897468,"sa3014705"
"Tink Hence","STL","SP","A","20.1916666",,7,"55 / 60","","55 / 60","30 / 50","35 / 55","40+",52.1,0.41538462,0.07692308,0.55102041,1.3757963120572339,1.9396298436441866,"sa3014709"
"Andry Lara","WSN","SP","A","19.775",,18,"45 / 55","50 / 55","","40 / 50","25 / 55","40",101.1,0.23281596,0.09756098,0.4567474,5.506579223762272,4.441566703711899,"sa3014716"
"Slade Cecconi","ARI","SP","AA","23.3083333",,9,"45 / 50","55 / 60","50 / 55","40 / 45","35 / 50","45",129.2,0.22438163,0.0565371,0.38817481,4.3727509857217735,4.850068419197773,"sa3014739"
"Garrett Acton","OAK","SIRP","AAA","24.3333333",,19,"65 / 65","45 / 50","","45 / 50","30 / 40","40",70,0.29967427,0.09446254,0.28813559,5.014285850914161,4.562899416273418,"sa3014787"
"Eric Orze","NYM","SP","AAA","25.15",,10,"45 / 50","45 / 50","","","45 / 55","45",50.1,0.33173077,0.06730769,0.39166667,4.827815057394779,3.318871938284646,"sa3014793"
"Eury Perez","MIA","SP","AA","19.5",2,1,"55 / 70","50 / 60","45 / 50","45 / 60","50 / 70","65",77,0.34591195,0.07861635,0.40677966,3.9740259740259742,3.4382781569446834,"sa3014807"
"Gavin Stone","LAD","SP","AAA","24",93,5,"45 / 55","45 / 50","","60 / 60","45 / 60","50",121.2,0.33870968,0.08870968,0.47080292,1.479452155298092,3.0842049124080373,"sa3014810"
"Edwin Nunez","STL","SIRP","CPX","20.9444444",,28,"55 / 70","","45 / 55","","20 / 35","35+",33.1,0.1910828,0.1656051,0.44318182,5.6699989185335316,5.709595289825439,"sa3014813"
"Vin Timpanelli","CIN","SIRP","AA","24.0361111",,37,"50 / 55","60 / 70","","","30 / 40","40",47.2,0.34955752,0.17699115,0.34020619,5.097901757920422,4.268359418411506,"sa3014814"
"Evan Reifert","TBR","SIRP","A+","23.4194444",,52,"55 / 60","60 / 70","","","20 / 30","35+",37.1,0.38509317,0.1242236,0.36231884,4.580357562123399,3.6879620344233848,"sa3014860"
"Carson Spiers","CIN","SP","AAA","24.9277777",,18,"45 / 50","55 / 60","","40 / 50","35 / 55","40+",121.2,0.19372694,0.08302583,0.41269841,5.326027842568413,5.137248767015198,"sa3014863"
"Justin Sterner","TBR","SIRP","AAA","26.1277777",,53,"50 / 55","60 / 60","","","55 / 55","35+",48,0.30805687,0.11374408,0.21367521,3.9375,4.74790953733027,"sa3014864"
"Stevie Branche","CIN","SIRP","CPX","25.4083333",,40,"55 / 60","50 / 60","","","30 / 40","35+",34.2,0.26136364,0.19886364,0.30120482,5.971152970071503,6.2654990696577375,"sa3014866"
"Yosver Zulueta","TOR","SIRP","AAA","24.7277777",,16,"70 / 70","","50 / 55","","40 / 40","40",55.2,0.33870968,0.12903226,0.47863248,3.718562661898341,3.8209701837205454,"sa3014869"
"Ryan Murphy","SFG","SP","AA","23.0194444",,24,"40 / 40","45 / 50","40 / 45","45 / 50","35 / 60","40",42.1,0.30978261,0.125,0.41176471,4.677164638720313,4.144382944421539,"sa3014871"
"Ben Leeper","CHC","SIRP","AAA","25.3333333",,18,"65 / 70","55 / 60","","","30 / 35","40+",46,0.29842932,0.09947644,0.33333333,4.5,4.441510016114815,"sa3014907"
"Sean Mooney","MIN","SP","A+","24.7611111",,26,"40 / 45","55 / 60","","50 / 55","35 / 55","35+",60,0.3203125,0.1171875,0.26277372,3.3,4.058305655668179,"sa3014913"
"Carson Ragsdale","SFG","SP","A","24.3888888",,52,"45 / 50","","55 / 60","","35 / 55","35+",5.2,0.36,0.12,0.72727273,0,3.9165943206813147,"sa3014922"
"Kyle Brnovich","BAL","SP","AAA","24.9861111",,27,"40 / 40","","55 / 60","45 / 50","55 / 60","40",8,0.10526316,0.18421053,0.45833333,5.625,7.7815908648073675,"sa3014923"
"Dane Acker","TEX","SP","A+","23.5388888",,15,"55 / 60","45 / 50","45 / 50","40 / 45","30 / 45","40+",25.2,0.26495726,0.12820513,0.3125,6.31168752996178,5.383466003096263,"sa3014924"
"Brandon Young","BAL","SP","AA","24.1555555",,34,"45 / 45","45 / 50","55 / 55","50 / 55","30 / 50","35+",13.1,0.17241379,0.10344828,0.43902439,2.0250004827977377,5.348659130018199,"sa3014926"
"Max Bain","CHC","SP","AA","27.05",,37,"55 / 55","45 / 50","55 / 60","","30 / 40","40",55,0.20703125,0.1953125,0.32638889,5.890909090909091,6.592102772268381,"sa3014932"
"Mitchell Parker","WSN","MIRP","A+","23.05",,31,"50 / 55","","55 / 55","30 / 40","30 / 40","35+",100,0.26834862,0.15366972,0.37190083,2.88,4.886088244244457,"sa3014973"
"Taylor Dollard","SEA","SP","AA","23.6611111",,3,"40 / 45","55 / 60","45 / 45","45 / 50","35 / 60","45",144,0.22902098,0.0541958,0.39588689,2.25,4.66493843321999,"sa3014982"
"Brandon Pfaadt","ARI","SP","AAA","24",25,3,"60 / 60","55 / 60","50 / 55","45 / 50","45 / 55","55",167,0.31640058,0.0478955,0.33174224,3.8263473053892216,3.919462360719382,"sa3014983"
"Zach Brzykcy","WSN","SIRP","AAA","23.2583333",,24,"60 / 60","","55 / 55","","30 / 35","40",61.1,0.38461538,0.11740891,0.4122807,1.7608693792627501,3.3137187997431514,"sa3014984"
"Adam Seminaris","LAA","MIRP","AA","23.9888888",,25,"35 / 40","","45 / 50","55 / 60","45 / 60","40",101.2,0.22095672,0.08656036,0.54063604,3.5409834958378683,4.348462217192449,"sa3015010"
"Trey Benton","CLE","SIRP","A+","24.325",,52,"45 / 50","","55 / 60","","30 / 40","35+",43.1,0.27956989,0.13978495,0.45192308,2.076923229285257,4.144183181905491,"sa3015034"
"Mason Englert","TEX","SP","AA","22.9555555",,7,"40 / 45","50 / 55","45 / 50","50 / 55","35 / 60","45",118.2,0.28631579,0.06526316,0.39115646,3.6404496917609204,3.826080906255297,"sa3015036"
"Davis Daniel","LAA","SIRP","AAA","25.3444444",,22,"50 / 60","50 / 55","55 / 55","35 / 40","45 / 50","40",102.1,0.19392523,0.07476636,0.37293729,4.485342242478473,5.830394711629608,"sa3015037"
"Marc Church","TEX","SIRP","AA","21.5416666",,11,"70 / 70","55 / 60","","","35 / 55","45",49,0.37864078,0.06796117,0.42201835,4.224489795918367,2.7291161105340844,"sa3015080"
"Chase Walter","SDP","SIRP","A+","24.2194444",,26,"55 / 55","50 / 55","","","30 / 40","35+",1,0.16666667,0.5,1,18,11.25997896194458,"sa3015112"
"Daniel Palencia","CHC","SP","A+","22.6944444",,22,"60 / 60","","50 / 55","","30 / 45","40+",75.1,0.31111111,0.11111111,0.4566474,3.942478142289568,3.6830340505018513,"sa3015122"
"Coleman Crow","LAA","MIRP","AA","21.7916666",,21,"40 / 40","50 / 55","55 / 55","30 / 40","50 / 55","40",128,0.23104693,0.0631769,0.48138298,4.8515625,4.1664749554358425,"sa3015142"
"Alejandro Hidalgo","LAA","SP","A","19.3972222",,15,"40 / 50","","50 / 60","40 / 50","20 / 45","40",39,0.33142857,0.10857143,0.34444444,4.615384615384615,4.32142629443835,"sa3015151"
"Emiliano Teodo","TEX","SIRP","A","21.6694444",,23,"70 / 70","","55 / 60","","20 / 35","40",84.1,0.32951289,0.1260745,0.59444444,3.0948618467345614,3.546919195869065,"sa3015158"
"Manuel Mercedes","SFG","SP","A","20.0666666",,18,"50 / 60","40 / 50","","35 / 60","20 / 45","40+",80.2,0.18108108,0.17027027,0.61434978,5.132232052162366,6.067364094135709,"sa3015214"
"Joe Elbis","ARI","SP","A","20.0583333",,20,"30 / 45","45 / 50","45 / 50","45 / 55","25 / 60","40",10,0.28,0.08,0.55555556,9,3.6752602830529213,"sa3015216"
"Wilmer Flores","DET","SIRP","AA","21.6527777",,12,"60 / 70","45 / 50","55 / 60","","30 / 40","40+",103.1,0.30805687,0.05450237,0.46613546,2.787096962824585,3.1021448940893115,"sa3015223"
"Dahian Santos","TOR","SP","A+","19.6361111",,15,"40 / 55","55 / 60","","30 / 45","20 / 45","40",86,0.38482385,0.11924119,0.36419753,4.500000099803128,3.20657549430744,"sa3015282"
"Cristian Mena","CHW","SP","AA","19.8166666",,20,"30 / 45","","50 / 60","40 / 45","25 / 55","35+",104.1,0.28701595,0.08656036,0.42962963,3.7955267864847118,3.74685112979316,"sa3015302"
"Juan Mendez","MIN","SIRP","A","23.9916666",,35,"45 / 55","40 / 50","","40 / 45","30 / 40","35+",46.1,0.28431373,0.15196078,0.34259259,5.050360266635842,4.327276168686548,"sa3015336"
"John McMillon","KCR","SIRP","A","24.7166666",,20,"70 / 70","50 / 55","","","20 / 35","40",31,0.30821918,0.26027397,0.33333333,6.096774193548387,5.793262015811859,"sa3015344"
"Jean Cabrera","PHI","SP","A","20.9861111",,33,"50 / 60","40 / 45","","30 / 50","30 / 45","35+",46.1,0.23943662,0.1314554,0.41984733,5.244604892275682,4.4291278307897795,"sa3015433"
"Yoniel Curet","TBR","SP","A","19.95",,51,"45 / 50","30 / 50","45 / 50","30 / 50","20 / 50","35+",42,0.31693989,0.15300546,0.44186047,2.142857142857143,4.3263724604532845,"sa3015446"
"Fernando Guanare","LAA","SP","A","19.3166666",,26,"30 / 45","35 / 55","45 / 50","30 / 50","25 / 60","40",73.2,0.20760234,0.09649123,0.40358744,6.597285978883214,5.696389742852941,"sa3015496"
"Joel Diaz","NYM","SP","A","18.6361111",,15,"40 / 45","","55 / 60","30 / 50","25 / 55","40",55.1,0.20647773,0.10121457,0.41916168,5.855422224979835,4.443173167635466,"sa3015500"
"Yaqui Rivera","BAL","SP","A","19.2388888",,33,"","","","","","35+",38,0.2816092,0.11494253,0.37623762,5.684210526315789,4.234998140052745,"sa3015504"
"Winston Santos","TEX","SP","A","20.5",,20,"45 / 50","45 / 50","","50 / 55","35 / 55","40",108.1,0.24107143,0.06696429,0.44642857,3.489230933050581,4.137170740868628,"sa3015952"
"Alexander Alberto","TBR","SP","CPX","20.9527777",,61,"30 / 50","40 / 55","","","30 / 40","35+",36.1,0.23668639,0.13017751,0.56,6.440367874057017,4.643234523991535,"sa3015986"
"Randel Clemente","STL","SIRP","CPX","20.9111111",,29,"50 / 60","45 / 55","","","30 / 40","35+",21,0.22641509,0.12264151,0.45,9,4.866209380541529,"sa3016003"
"Gerelmi Maldonado","SFG","SP","CPX","18.8166666",,50,"50 / 60","","40 / 55","","20 / 50","35+",39.2,0.35329341,0.11377246,0.46428571,2.268907272094307,3.670682690554229,"sa3016018"
"Maximo Martinez","LAD","SP","CPX","18.3166666",,28,"50 / 55","40 / 50","50 / 55","30 / 40","25 / 55","40",4.2,0.27272727,0.04545455,0.08333333,13.49999080386107,5.198350091749512,"sa3016026"
"Reynardo Cruz","CIN","SP","A","20.975",,43,"35 / 50","45 / 55","","30 / 50","25 / 55","35+",40,0.21714286,0.15428571,0.42857143,5.4,5.408109486103058,"sa3016032"
"Jordy Vargas","COL","SP","A","18.9416666",,4,"50 / 60","","55 / 60","30 / 55","25 / 55","45",51.1,0.31527094,0.08374384,0.45689655,2.9805191113708407,4.203645711144859,"sa3016052"
"Joaquin Tejada","PIT","SP","CPX","19.2472222",,39,"40 / 50","25 / 55","55 / 60","","20 / 50","40",27,0.24561404,0.14912281,0.46031746,4,5.003074089741266,"sa3016207"
"Victor Juarez","COL","SP","A","19.3222222",,10,"40 / 50","","50 / 55","45 / 55","35 / 70","40+",103,0.23041475,0.07603687,0.42361111,4.980582524271845,4.854538532700932,"sa3016226"
"Kyle Hurt","LAD","MIRP","AA","24.375",,41,"55 / 55","30 / 40","","55 / 60","30 / 40","35+",71.2,0.32732733,0.17717718,0.45806452,5.274418230319836,4.37705963592566,"sa3016453"
"Miguel Ullola","HOU","SIRP","A","20.3222222",,26,"55 / 60","50 / 60","","","30 / 40","35+",72,0.38338658,0.17571885,0.40944882,3.25,3.9235522309525153,"sa3016504"
"Bryan Perez","COL","SP","CPX","19.1027777",,39,"55 / 60","45 / 50","","30 / 45","20 / 45","35+",12,0.14754098,0.03278689,0.44444444,9,5.341207873821259,"sa3016515"
"Kendry Rojas","TOR","SIRP","A","19.8861111",,23,"45 / 60","","45 / 55","","20 / 45","35+",40.2,0.25988701,0.10734463,0.42307692,3.9836060591393068,4.078344601872152,"sa3016746"
"Andrew Moore","CIN","SIRP","A","23.1777777",,39,"55 / 60","45 / 50","60 / 70","","30 / 40","35+",42,0.37823834,0.15025907,0.48148148,4.285715468684348,3.835780783583501,"sa3016795"
"Linse Carvajal","TBR","SIRP","-1","23.8611111",,60,"60 / 60","50 / 55","","","40 / 45","35+",0,0,1,0,27,12.825284194946288,"sa3016841"
"Gordon Graceffo","STL","SP","AA","22.5777777",78,4,"50 / 55","55 / 60","55 / 55","55 / 55","50 / 55","50",139.1,0.25551471,0.05147059,0.44715447,2.9712919744935826,3.9777924844114994,"sa3016849"
"Ryan Loutos","STL","SIRP","AAA","23.7111111",,23,"60 / 60","","45 / 50","","60 / 60","35+",63.2,0.2599278,0.09025271,0.50282486,3.958115578508185,3.862394091732577,"sa3016850"
"River Ryan","LAD","SP","A+","24.1611111",,39,"50 / 60","","45 / 60","","30 / 50","35+",47.2,0.34825871,0.10447761,0.52427184,2.454545192633655,3.17182378594182,"sa3016863"
"Jimmy Joyce","SEA","SIRP","A+","23.7555555",,20,"40 / 50","40 / 45","","55 / 60","30 / 50","35+",121,0.25878004,0.09981516,0.6031746,5.578513012241191,4.036524784744935,"sa3016914"
"Kohl Simas","CHW","SP","AA","22.8138888",,14,"45 / 50","50 / 55","50 / 55","40 / 45","30 / 50","40",68,0.2877193,0.10175439,0.38461538,4.235293998850262,3.942517966002624,"sa3016949"
"Kevin Kopps","SDP","SIRP","AA","25.6194444",,17,"30 / 30","60 / 60","","","60 / 60","35+",54.1,0.24896266,0.14107884,0.52857143,4.141104682136459,4.983161646655606,"sa3017005"
"Austin Smith","ATL","SIRP","A+","23.3138888",,28,"60 / 60","","45 / 50","","30 / 40","35+",48.2,0.29468599,0.08695652,0.44067797,4.623287188042712,4.155516241473608,"sa3017071"
"Hayden Juenger","TOR","SIRP","AAA","22.1833333",,20,"55 / 60","55 / 60","","","30 / 45","40",88.2,0.27700831,0.10249307,0.35616438,3.7556388823063855,4.457342889652994,"sa3017103"
"Griff McGarry","PHI","MIRP","AAA","23.3527777",,8,"55 / 60","55 / 60","","60 / 60","30 / 35","40+",87.1,0.35714286,0.1456044,0.39534884,3.7099232319928546,3.790490970880092,"sa3017130"
"Austin Vernon","TBR","MIRP","A+","23.6861111",,32,"60 / 60","50 / 55","45 / 50","55 / 60","30 / 40","40",78.2,0.35625,0.128125,0.35443038,2.4025422175428606,3.8602969718343028,"sa3017138"
"Andrew Baker","PHI","SIRP","AA","22.5583333",,28,"60 / 60","","60 / 60","","30 / 35","35+",54.1,0.30638298,0.12340426,0.45669291,3.975459517953162,3.996145081070873,"sa3017196"
"Nick Dombkowski","PIT","MIRP","AA","24.1833333",,55,"40 / 40","55 / 55","","50 / 55","50 / 55","35+",67.1,0.30714286,0.06785714,0.39759036,3.07425765796757,3.6180800800616244,"sa3017201"
"Andrew Hoffmann","KCR","SP","AA","22.7027777",,16,"45 / 50","55 / 60","","40 / 50","30 / 50","40",119.1,0.23904382,0.08167331,0.40361446,3.7709498813970077,4.558094702186784,"sa3017202"
"Sam Bachman","LAA","SIRP","AA","23.0416666",,4,"65 / 65","55 / 60","","35 / 40","30 / 40","45",43.2,0.15544041,0.12953368,0.53731343,3.9160300782146797,5.333669924486111,"sa3017261"
"Gil Luna","CHW","MIRP","A+","23.2111111",,25,"50 / 55","","45 / 45","55 / 60","30 / 35","35+",6.1,0.22580645,0.19354839,0.33333333,7.105266891442488,6.361626718627777,"sa3017301"
"Ian Villers","SFG","SIRP","A","22.1222222",,49,"50 / 55","55 / 60","","","30 / 40","35+",3,0.125,0.25,0.625,3,8.733809319138526,"sa3017303"
"Mason Montgomery","TBR","SP","AA","22.3277777",,12,"45 / 55","30 / 45","","60 / 70","30 / 45","45",124,0.342,0.086,0.44244604,2.1048389686878535,3.1881588163748926,"sa3017306"
"Robert Gasser","MIL","SP","AAA","23.375",,16,"40 / 40","55 / 60","","40 / 50","35 / 55","40",137,0.2970639,0.08981002,0.39583333,3.9416061686722834,3.7926443435460726,"sa3017310"
"William Fleming","KCR","SP","A+","23.6083333",,36,"40 / 45","55 / 60","","30 / 40","35 / 55","35+",122.1,0.18421053,0.07894737,0.43650794,5.002725003639034,5.036134386696297,"sa3017314"
"Garrett Hawkins","SDP","SP","A+","22.6805555",,9,"50 / 55","40 / 45","","45 / 55","30 / 50","40",93,0.30075188,0.07518797,0.32258065,4.741936164641701,3.9921712308453183,"sa3017383"
"Jackson Wolf","SDP","MIRP","AA","23.4805555",,18,"40 / 45","55 / 60","","","35 / 55","35+",129.2,0.26492537,0.09328358,0.35060976,4.372750535470955,4.282308091421941,"sa3017384"
"Ryan Cusick","OAK","SIRP","AA","22.925",,8,"70 / 70","55 / 60","","","30 / 35","45",43,0.21904762,0.14285714,0.32061069,7.116279069767442,5.60633890102076,"sa3017385"
"Ky Bush","LAA","SIRP","AA","22.925",,6,"55 / 60","55 / 60","45 / 45","","30 / 40","40+",103,0.23653396,0.06791569,0.43902439,3.6699029126213594,4.129681324264379,"sa3017386"
"Nick Nastrini","LAD","SIRP","AA","22.6583333",,22,"60 / 60","50 / 60","55 / 60","","30 / 40","40+",116.2,0.35062241,0.11410788,0.37349398,3.9342859930077574,3.5191549287756483,"sa3017413"
"Bryce Miller","SEA","MIRP","AA","24.1444444",,7,"55 / 60","50 / 55","40 / 50","40 / 45","30 / 45","40+",133.2,0.30018416,0.08471455,0.43910256,3.1645887243582584,3.9402401989961486,"sa3017414"
"Emmet Sheehan","LAD","MIRP","AA","22.9166666",,19,"60 / 60","","45 / 45","70 / 70","30 / 40","40+",68,0.37992832,0.11111111,0.4,2.911764624209555,2.958007035077446,"sa3017416"
"Ryan Bergert","SDP","SP","A+","22.6027777",,10,"45 / 45","45 / 50","","55 / 60","35 / 50","40",103.1,0.27330508,0.08898305,0.37248322,5.835484158201361,3.748262434993943,"sa3017418"
"Chayce McDermott","BAL","SP","AA","24.1472222",,24,"55 / 60","50 / 55","50 / 55","30 / 40","30 / 45","40",103.2,0.35010941,0.14004376,0.42201835,5.5562699260812884,3.6655238640872128,"sa3017420"
"Bubba Chandler","PIT","SP","A","20.0861111",,9,"35 / 55","","45 / 55","35 / 50","25 / 55","45",41.1,0.34682081,0.16184971,0.4125,2.6129034267628137,3.865148823313339,"sa3017428"
"Sean Burke","CHW","MIRP","AAA","22.825",,11,"55 / 60","50 / 55","50 / 50","30 / 40","30 / 40","40",108,0.29399142,0.10300429,0.40613027,4.75,4.007236239865975,"sa3017461"
"Norge Vera","CHW","SP","AA","22.3722222",,6,"45 / 50","","50 / 55","40 / 50","30 / 50","40+",35.1,0.33766234,0.2012987,0.5,3.3113210749779247,4.218899142068126,"sa3017468"
"Andrew Abbott","CIN","SP","AA","23.3722222",,11,"50 / 55","","55 / 60","45 / 50","30 / 45","45",118,0.32515337,0.09815951,0.4501845,3.8135593220338984,3.3878703792847817,"sa3017529"
"Carlos Tavera","BAL","MIRP","A+","24.025",,40,"45 / 50","45 / 45","","60 / 60","35 / 50","35+",57.1,0.32926829,0.13821138,0.39370079,4.39534922713783,4.035874786830572,"sa3017536"
"Spencer Arrighetti","HOU","SIRP","AA","22.7861111",,25,"55 / 55","55 / 60","50 / 50","30 / 40","30 / 40","35+",106.2,0.32067511,0.11603376,0.41568627,4.725000450611158,4.012667008502524,"sa3017537"
"Wyatt Olds","BOS","SIRP","A+","23.1944444",,61,"50 / 55","55 / 60","","","30 / 40","35+",111,0.25527831,0.12284069,0.35958904,5.918919020625604,5.384762442356333,"sa3017539"
"Jake Rice","ARI","SIRP","AA","25.2388888",,30,"45 / 60","45 / 50","","","30 / 50","35+",39,0.24293785,0.13559322,0.34259259,6.923076923076923,5.465512846983397,"sa3017593"
"Michael McGreevy","STL","SP","AA","22.2694444",,9,"40 / 45","50 / 55","45 / 45","30 / 50","45 / 55","40+",144.1,0.19763514,0.05067568,0.49769585,3.990762265344572,4.134957212709865,"sa3017598"
"Grant Hartwig","NYM","SIRP","AAA","24.825",,24,"45 / 45","60 / 60","","40 / 45","40 / 50","35+",56.2,0.35470085,0.1025641,0.56302521,1.7470587255220567,2.9561303807937254,"sa3017599"
"Austin Love","STL","SP","A+","23.7194444",,11,"50 / 50","55 / 55","","40 / 50","45 / 55","40",125.2,0.2677305,0.09219858,0.47277937,5.729443434612036,3.785298366681269,"sa3017609"
"Raimon Gomez","NYM","SIRP","A","21.1083333",,31,"60 / 60","50 / 55","","40 / 50","30 / 40","35+",47.2,0.26341463,0.09756098,0.35772358,3.776223373282546,4.105762447098872,"sa3017645"
"Luke Murphy","LAA","SIRP","AA","22.9444444",,38,"60 / 60","40 / 45","40 / 40","35 / 40","30 / 40","35+",44.2,0.28729282,0.14364641,0.41584158,2.619402686799156,4.4517907701374,"sa3017653"
"Mason Erla","LAA","MIRP","AA","25.1555555",,16,"55 / 60","40 / 45","","55 / 60","30 / 45","40",82,0.18390805,0.0545977,0.48828125,4.280487804878049,4.39480516343582,"sa3017685"
"Keagan Gillies","BAL","SIRP","A","24.7166666",,44,"55 / 60","40 / 45","45 / 50","30 / 30","30 / 40","35+",20.1,0.24444444,0.07777778,0.45,4.8688532202131585,3.985538311420418,"sa3017686"
"AJ Smith-Shawver","ATL","SP","A","19.9027777",,8,"55 / 60","50 / 60","40 / 45","30 / 55","20 / 45","40+",68.2,0.34448161,0.13043478,0.32885906,5.111651242695224,3.8442512420649266,"sa3017690"
"Mitch Bratt","TEX","SP","A","19.2833333",,24,"40 / 50","45 / 50","40 / 50","45 / 55","20 / 45","40",80.2,0.29464286,0.08333333,0.41919192,2.4545457640776536,3.726624908170665,"sa3017719"
"Ronan Kopp","LAD","SIRP","A+","20.2111111",,30,"60 / 60","55 / 60","","30 / 40","20 / 30","40",62.1,0.38434164,0.15302491,0.44827586,2.7433151442675987,3.856568635944367,"sa3017751"
"Joe Rock","COL","SP","AA","22.2111111",,20,"45 / 50","50 / 55","","45 / 55","30 / 45","40",115.2,0.24390244,0.10162602,0.44904459,4.8242079170695735,4.383367530222851,"sa3017755"
"Maddux Bruns","LAD","SP","CPX","20.3194444",,7,"55 / 60","55 / 60","60 / 70","","20 / 45","45+",44.1,0.31018519,0.20833333,0.39784946,5.684211178452476,5.769221589440275,"sa3017782"
"Michael Morales","SEA","SP","A","20.1722222",,15,"30 / 50","","50 / 55","40 / 50","20 / 50","40",120.1,0.2236136,0.08944544,0.41917808,5.9085875073625775,5.133704652884287,"sa3017783"
"Cade Povich","BAL","SP","AA","22.5083333",,18,"35 / 45","","50 / 55","35 / 50","35 / 60","40",114,0.30769231,0.08108108,0.4341637,4.500000527030605,3.483959437330146,"sa3017787"
"David Festa","MIN","SP","A+","22.6027777",,17,"40 / 50","45 / 55","40 / 45","45 / 55","30 / 50","40",103.2,0.26150121,0.08232446,0.4980695,2.4308684057370304,3.7530958081947414,"sa3017788"
"McCade Brown","COL","SIRP","A","22.4166666",,28,"55 / 55","50 / 55","45 / 50","40 / 45","35 / 50","40",89.2,0.31052632,0.06052632,0.44588745,5.219331447142585,3.7262001855887865,"sa3017812"
"Jose Pena Jr.","PHI","SIRP","CPX","19.2694444",,35,"45 / 50","","50 / 60","40 / 45","20 / 45","35+",27.1,0.22047244,0.1496063,0.40983607,6.5853666195481715,5.4277353749531,"sa3017821"
"Will Bednar","SFG","SP","A","22.3388888",,19,"45 / 50","55 / 60","50 / 55","30 / 45","30 / 50","40+",43,0.27717391,0.11956522,0.45263158,4.186046511627907,5.558606488898743,"sa3017844"
"Mason Albright","LAA","SP","A+","19.8861111",,23,"45 / 50","","55 / 60","30 / 45","20 / 50","40",55,0.21611722,0.1025641,0.39772727,8.672727272727272,5.476325807788156,"sa3017847"
