Name,Org,Pos,Current Level,Age,Top 100,Org Rk,Hit,Game,Raw,Spd,FV,PA,OBP,SLG,ISO,BB%,K%,wRC+,playerId
"Omar Florentino","KCR","SS","CPX","20.9694444",,45,"30 / 50","20 / 30","30 / 40","60 / 60","35+",176,0.33333333,0.25174825,0.05594405,0.14204545,0.22159091,78.35919630938518,"sa3008758"
"Juan Guerrero","COL","LF","A","21.0972222",,29,"35 / 55","30 / 40","40 / 45","40 / 40","35+",506,0.33465347,0.43708609,0.16335541,0.0770751,0.16798419,97.13038707710835,"sa3008759"
"Warming Bernabel","COL","3B","A+","20.3583333",,6,"35 / 55","35 / 50","45 / 50","40 / 40","45",409,0.37009804,0.4986376,0.1852861,0.07579462,0.13691932,126.09669517129925,"sa3008761"
"Angel Martinez","CLE","SS","AA","20.7305555",,11,"30 / 50","30 / 35","45 / 50","60 / 60","45",434,0.37762238,0.47107438,0.19283747,0.11981567,0.17511521,134.8290190132322,"sa3008762"
"Luisangel Acuna","TEX","2B","AA","20.5916666",,18,"30 / 45","30 / 45","45 / 50","55 / 55","40",409,0.36919315,0.42577031,0.14845939,0.12469438,0.23471883,115.4333005329196,"sa3008765"
"Dayan Frias","CLE","SS","AA","20.3055555",,18,"35 / 55","30 / 40","35 / 45","45 / 50","45",519,0.344294,0.32957111,0.09029346,0.12524085,0.24855491,95.94631427688184,"sa3008768"
"Cristian Gonzalez","HOU","SS","A+","20.9805555",,21,"30 / 35","30 / 40","45 / 55","50 / 50","35+",445,0.28314607,0.34963325,0.12224939,0.06516854,0.28539326,72.71916546871236,"sa3008771"
"Jonatan Clase","SEA","CF","A","20.3944444",,14,"30 / 40","20 / 30","40 / 45","80 / 80","40",499,0.37349398,0.46335697,0.19621749,0.13026052,0.26653307,116.77268768553368,"sa3008787"
"Naysbel Marcano","BOS","C","CPX","20.3944444",,53,"20 / 45","20 / 40","45 / 50","20 / 20","35+",36,0.33333333,0.33333333,0.13333333,0.13888889,0.38888889,95.58331966784915,"sa3008804"
"Bryan Gonzalez","BOS","RF","A","21.075",,59,"30 / 45","25 / 55","50 / 60","40 / 30","35+",160,0.3,0.25899281,0.05755396,0.11875,0.29375,66.27979573174923,"sa3008805"
"Mishael Deson","BAL","LF","CPX","20.2722222",,25,"25 / 60","20 / 50","40 / 55","45 / 30","40",313,0.32587859,0.27037037,0.04074074,0.11821086,0.2971246,76.96566527675277,"sa3008828"
"Brainer Bonaci","BOS","2B","A","20.2666666",,19,"35 / 55","20 / 40","45 / 50","40 / 30","40",494,0.39676113,0.38539043,0.12342569,0.18016194,0.18016194,125.29780141054809,"sa3008836"
"Alex De Jesus","TOR","3B","A+","20.5638888",,25,"30 / 35","35 / 55","50 / 60","40 / 30","35+",514,0.36964981,0.43317972,0.17050691,0.14202335,0.29377432,119.72862758038808,"sa3008842"
"Jose Ramos","LAD","RF","A+","21.7888888",,8,"30 / 45","35 / 60","60 / 65","50 / 45","45+",545,0.33944954,0.47890295,0.2299578,0.10458716,0.31009174,120.34271653438518,"sa3008845"
"Alexander Vargas","NYY","SS","A","20.9611111",,13,"30 / 55","30 / 45","35 / 50","60 / 60","45",431,0.27146172,0.31105398,0.10796915,0.0812065,0.28538283,68.1505939265466,"sa3008851"
"Gabriel Martinez","TOR","RF","A+","21.225",,7,"35 / 50","30 / 50","45 / 50","45 / 45","40+",389,0.35475578,0.47727273,0.18465909,0.08226221,0.16452442,134.3259552676322,"sa3008865"
"Brayan Buelvas","OAK","CF","A+","20.3527777",,10,"35 / 60","20 / 40","40 / 45","60 / 55","45",290,0.27931034,0.36679537,0.16602317,0.07241379,0.21724138,79.11456918449858,"sa3008868"
"Euribiel Angeles","OAK","3B","A+","20.4277777",,18,"30 / 55","20 / 45","40 / 45","50 / 50","40",388,0.31606218,0.35261708,0.07438017,0.04381443,0.14948454,87.49855495143125,"sa3008877"
"Maikol Escotto","PIT","2B","A","20.3638888",,18,"20 / 45","25 / 55","50 / 60","50 / 50","40+",272,0.27777778,0.35802469,0.1563786,0.07352941,0.30882353,76.9854628105716,"sa3008878"
"Marcos Cabrera","NYY","3B","A","21.0138888",,19,"30 / 40","35 / 55","45 / 55","45 / 40","40",390,0.3,0.35905045,0.16320475,0.11794872,0.37948718,91.30368063678166,"sa3008890"
"Charlis Aquino","SDP","SS","A+","20.9083333",,25,"30 / 40","30 / 45","35 / 50","45 / 50","35+",210,0.28229665,0.296875,0.078125,0.05238095,0.28571429,54.998711515201954,"sa3008895"
"Dariel Lopez","PIT","3B","A+","20.6888888",,16,"35 / 50","30 / 60","50 / 60","40 / 40","40+",420,0.32935561,0.47570332,0.18925831,0.05,0.2547619,116.25403937243502,"sa3008901"
"Rodolfo Nolasco","PIT","RF","A","21.0611111",,19,"30 / 50","35 / 60","50 / 60","50 / 40","40+",321,0.33021807,0.425,0.18571429,0.1152648,0.33956386,115.7020913447351,"sa3008907"
"Geraldo Quintero","ATL","SS","A+","21.0138888",,7,"35 / 60","30 / 40","30 / 40","60 / 60","40+",515,0.35603113,0.41176471,0.15384616,0.11262136,0.17669903,115.11277147113621,"sa3008942"
"Eduardo Lopez","BOS","CF","A","20.4361111",,32,"25 / 55","20 / 40","40 / 50","55 / 55","35+",332,0.3253012,0.33216783,0.0979021,0.10843373,0.23493976,88.45149528399419,"sa3009275"
"Elly De La Cruz","CIN","SS","AA","20.7611111",6,1,"30 / 40","45 / 60","60 / 70","70 / 70","60",513,0.35867446,0.58598726,0.28237792,0.07797271,0.3079922,150.06252933779118,"sa3009289"
"Eddinson Paulino","BOS","3B","A","20.2861111",,16,"30 / 45","30 / 45","45 / 50","50 / 50","40+",539,0.35873606,0.46868251,0.20302376,0.1187384,0.19480519,127.43125733377882,"sa3009538"
"Yohendrick Pinango","CHC","LF","A+","20.4388888",,26,"35 / 60","20 / 40","50 / 55","55 / 50","40",495,0.2969697,0.39439655,0.14439655,0.06060606,0.17777778,91.22422430491109,"sa3009539"
"Nelson Quiroz","LAD","C","A","20.9444444",,51,"35 / 50","20 / 30","30 / 35","30 / 30","35+",50,0.42,0.65909091,0.31818182,0.12,0.1,167.95633477412244,"sa3009565"
"Angeudis Santos","MIA","SS","CPX","21.0722222",,18,"30 / 40","30 / 45","45 / 55","60 / 60","40",274,0.30769231,0.31799163,0.10878661,0.11678832,0.26642336,82.8964980510571,"sa3009794"
"Juan Brito","COL","2B","A+","21.0583333",,15,"35 / 60","30 / 40","40 / 45","35 / 35","40+",497,0.40688259,0.47014925,0.1840796,0.15694165,0.14285714,129.46241058214042,"sa3009808"
"Sergio Campana","PIT","CF","A","20.5444444",,38,"30 / 40","20 / 45","45 / 50","80 / 80","40",393,0.33248082,0.32317073,0.11280488,0.13486005,0.38167939,94.83486407543312,"sa3009834"
"Austin Shenton","TBR","3B","AA","24.7305555",,30,"40 / 45","30 / 50","55 / 55","30 / 30","40",228,0.3377193,0.41538462,0.17948718,0.12280702,0.30701754,100.0244142324604,"sa3009869"
"Will Wilson","SFG","2B","AAA","24.2333333",,22,"35 / 40","40 / 45","50 / 50","40 / 40","40",289,0.34602076,0.45238095,0.20238095,0.11764706,0.30103806,115.91248909071913,"sa3009871"
"Tanner Morris","TOR","LF","AAA","25.1055555",,32,"35 / 55","30 / 40","50 / 50","40 / 40","35+",312,0.39871383,0.3531746,0.09523809,0.17628205,0.17628205,116.80228656768064,"sa3009873"
"Cam Eden","TOR","CF","AA","24.5416666",,39,"30 / 45","30 / 35","40 / 40","60 / 60","35+",366,0.30958904,0.40797546,0.17484663,0.07923497,0.32786885,96.57911881015168,"sa3009883"
"Joey Ortiz","BAL","SS","AAA","24.2527777",81,7,"40 / 45","30 / 35","40 / 40","55 / 55","50",600,0.34891486,0.47680891,0.19294991,0.08333333,0.16333333,122.3108438382612,"sa3009889"
"Brenton Doyle","COL","CF","AAA","24.4194444",,23,"30 / 40","30 / 55","60 / 60","60 / 60","40",548,0.29981718,0.47337278,0.21696252,0.05109489,0.3120438,103.67382032084636,"sa3009965"
"Jake Alu","WSN","3B","AAA","25.525",,22,"50 / 55","35 / 40","45 / 45","40 / 40","40",567,0.36507937,0.5059761,0.20717132,0.08994709,0.18165785,131.43995064111894,"sa3010009"
"Aaron Bracho","CLE","2B","A+","21.475",,40,"30 / 35","35 / 50","60 / 60","40 / 40","35+",299,0.27181208,0.33333333,0.14942528,0.09364548,0.30434783,68.5653787355911,"sa3010018"
"Marco Luciano","SFG","SS","A+","21.0166666",18,1,"30 / 55","30 / 60","60 / 70","50 / 45","55",257,0.35019455,0.46696035,0.19823788,0.10116732,0.22568093,126.20229242521579,"sa3010022"
"Jairo Pomares","SFG","RF","A+","22.1972222",,8,"30 / 45","35 / 50","50 / 55","55 / 50","45",402,0.33924051,0.47592068,0.20963173,0.0920398,0.32089552,123.61311409450339,"sa3010023"
"Bryan Ramos","CHW","3B","AA","20.5916666",,2,"35 / 50","35 / 55","50 / 60","50 / 45","45+",519,0.33783784,0.45454545,0.18831168,0.0867052,0.16570328,113.43031985446136,"sa3010024"
"Nerwilian Cedeno","SDP","SS","A","20.5805555",,28,"30 / 45","30 / 40","40 / 45","55 / 55","35+",318,0.36163522,0.4,0.14444444,0.13207547,0.24842767,101.66603817223958,"sa3010026"
"Brandon Lewis","LAD","1B","AA","23.9777777",,43,"30 / 35","40 / 55","70 / 70","30 / 30","35+",436,0.2706422,0.43828715,0.22921914,0.06422018,0.33715596,73.12531248901269,"sa3010035"
"James Beard","CHW","CF","A+","22.0583333",,27,"30 / 35","30 / 35","40 / 45","80 / 80","35+",343,0.29824561,0.25964912,0.09473684,0.14868805,0.40233236,66.68557443325173,"sa3010038"
"Grant McCray","SFG","CF","A+","21.8555555",,38,"30 / 40","35 / 45","45 / 55","60 / 60","45",569,0.3831283,0.51434426,0.22540983,0.11775044,0.29876977,130.03290535964305,"sa3010042"
"Greg Jones","TBR","CF","AA","24.6055555",109,9,"30 / 45","30 / 50","50 / 55","70 / 70","50",358,0.31843575,0.39184953,0.15360502,0.07541899,0.3575419,88.48918356901775,"sa3010151"
"Cody Freeman","TEX","C","A+","21.7777777",,37,"35 / 50","20 / 30","35 / 40","40 / 30","35+",436,0.31192661,0.36623377,0.13246754,0.09174312,0.16055046,86.98356531775279,"sa3010153"
"Darryl Collins","KCR","LF","A+","20.9138888",,26,"35 / 60","20 / 30","40 / 45","50 / 50","40",346,0.36627907,0.34296029,0.09747293,0.16184971,0.17630058,104.78949609318978,"sa3010154"
"Joshua Mears","SDP","LF","AA","21.6638888",,12,"20 / 30","35 / 60","70 / 70","50 / 40","40",367,0.30517711,0.48606811,0.26934984,0.09264305,0.4386921,109.68848726953729,"sa3010162"
"Blake Sabol","PIT","C","AAA","24.7722222",,59,"30 / 40","30 / 40","50 / 50","30 / 30","35+",513,0.3625731,0.4966443,0.21252797,0.10721248,0.25146199,130.49274011967796,"sa3010269"
"Jared Triolo","PIT","3B","AA","24.6861111",,27,"30 / 50","30 / 45","50 / 50","45 / 45","40",495,0.37575758,0.41882353,0.13647059,0.12727273,0.17575758,120.77496223755453,"sa3010272"
"Dustin Harris","TEX","1B","AA","23.2694444",,9,"35 / 45","45 / 60","60 / 70","50 / 50","45",382,0.34554974,0.47129909,0.21450151,0.10994764,0.19371728,106.50517886918539,"sa3010279"
"Braden Shewmake","ATL","SS","AAA","24.9055555",,16,"45 / 50","30 / 35","40 / 40","55 / 55","40",307,0.31596091,0.39928058,0.14028777,0.07491857,0.18566775,88.81376901716482,"sa3010332"
"Andre Lipcius","DET","3B","AAA","24.3972222",,29,"35 / 55","30 / 40","50 / 50","45 / 45","35+",560,0.39107143,0.43506494,0.15800866,0.15357143,0.15892857,127.68389430355744,"sa3010401"
"Orelvis Martinez","TOR","3B","AA","20.9055555",97,2,"30 / 45","35 / 60","50 / 60","45 / 40","50",492,0.28629857,0.44572748,0.24249422,0.08130081,0.28455285,96.44873592231137,"sa3010692"
"Nasim Nunez","MIA","SS","AA","22.1583333",,12,"30 / 40","30 / 35","40 / 45","60 / 60","40+",549,0.38419118,0.31674208,0.06561086,0.17304189,0.25318761,105.14808346847329,"sa3010695"
"Colin Barber","HOU","CF","A+","21.8638888",,2,"35 / 70","30 / 45","45 / 50","60 / 60","45",270,0.4,0.43859649,0.14473684,0.11111111,0.21481481,134.63630895013813,"sa3010696"
"Sammy Siani","PIT","LF","A+","21.8361111",,41,"30 / 40","30 / 45","45 / 50","55 / 55","40",334,0.31831832,0.30633803,0.1056338,0.13772455,0.36227545,79.3754368752106,"sa3010704"
"Keoni Cavaco","MIN","3B","A","21.3694444",,30,"30 / 35","35 / 55","55 / 60","60 / 60","35+",396,0.27525253,0.39673913,0.16576087,0.05555556,0.34848485,88.29304241719574,"sa3010706"
"Chase Strumpf","CHC","3B","AA","24.6027777",,28,"40 / 55","30 / 40","50 / 50","50 / 50","40",486,0.37860082,0.4605598,0.22646311,0.15020576,0.33333333,125.18552315398999,"sa3010845"
"Junior Sanquintin","CLE","3B","A","20.7694444",,49,"30 / 40","30 / 40","50 / 55","40 / 40","35+",292,0.30479452,0.38610039,0.16216217,0.0890411,0.30136986,91.45450902246354,"sa3010863"
"Anthony Volpe","NYY","2B","AAA","21.4638888",10,1,"45 / 60","45 / 60","55 / 55","50 / 50","60",596,0.34228188,0.45988258,0.21135029,0.1090604,0.19798658,116.87994880182256,"sa3010868"
"Hudson Head","PIT","CF","A+","21.5194444",,40,"30 / 40","30 / 45","45 / 50","60 / 60","40",420,0.34285714,0.38718663,0.15320334,0.11190476,0.33571429,103.85407819110866,"sa3010889"
"Will Holland","MIN","2B","AA","24.4916666",,28,"30 / 35","30 / 40","50 / 50","70 / 70","35+",444,0.33860045,0.36631016,0.13903743,0.12612613,0.30855856,96.86682996744416,"sa3011204"
"Tyler Fitzgerald","SFG","SS","AA","25.0833333",,44,"30 / 45","30 / 40","45 / 50","55 / 50","35+",519,0.31007752,0.42417582,0.19560439,0.07129094,0.32947977,99.8490233414799,"sa3011257"
"Zach Watson","BAL","CF","AA","25.3055555",,35,"30 / 30","30 / 40","60 / 60","70 / 70","35+",364,0.25069638,0.32628399,0.12688822,0.05494505,0.33791209,55.71262095591617,"sa3011258"
"Darell Hernaiz","BAL","SS","AA","21.2",,20,"30 / 50","30 / 45","45 / 55","50 / 45","40",452,0.34070796,0.43842365,0.16502464,0.07743363,0.17920354,112.39313101706948,"sa3011309"
"Jeremy De La Rosa","WSN","CF","A+","20.7472222",,8,"30 / 40","30 / 55","55 / 60","60 / 60","45",448,0.35794183,0.43576826,0.15617128,0.10714286,0.25669643,119.46089632708471,"sa3011329"
"Hunter Bishop","SFG","LF","A+","24.3055555",,37,"30 / 40","35 / 55","70 / 70","55 / 55","35+",360,0.31843575,0.40378549,0.170347,0.08611111,0.325,102.76832077443072,"sa3011413"
"Marcus Lee Sang","PHI","RF","A+","21.7861111",,40,"20 / 45","25 / 50","45 / 50","55 / 50","35+",413,0.33737864,0.39835165,0.14010989,0.09200969,0.29297821,110.07321934584724,"sa3011445"
"Jamari Baylor","PHI","2B","A","22.1944444",,23,"30 / 40","30 / 45","50 / 55","55 / 55","35+",306,0.35294118,0.3153527,0.13692946,0.16993464,0.32679739,104.1823429486566,"sa3011446"
"Cam Cannon","BOS","2B","AAA","24.9972222",,56,"35 / 55","30 / 40","50 / 50","45 / 40","35+",177,0.30681818,0.27388535,0.05095541,0.09039548,0.20338983,65.93283641863846,"sa3011467"
"Yolbert Sanchez","CHW","SS","AAA","25.6166666",,19,"30 / 45","30 / 35","45 / 45","60 / 60","40",546,0.34622468,0.34412955,0.05668016,0.07326007,0.14285714,88.78293030530904,"sa3011471"
"Jadiel Sanchez","LAA","RF","A","21.4305555",,17,"30 / 50","30 / 40","35 / 45","50 / 50","40",219,0.31506849,0.42639594,0.16751269,0.06392694,0.17351598,103.3003036425874,"sa3011629"
"Jonny DeLuca","LAD","RF","AA","24.2638888",,33,"30 / 45","30 / 40","45 / 50","50 / 50","40",440,0.34703196,0.54068241,0.28083989,0.10227273,0.16590909,133.7231530719242,"sa3011644"
"Kameron Misner","TBR","CF","AA","24.7694444",,10,"30 / 40","40 / 50","60 / 60","60 / 60","45",510,0.38431373,0.4313253,0.18072289,0.16862745,0.30392157,120.32058037929781,"sa3011656"
"Jordan Brewer","HOU","CF","AA","25.2055555",,37,"20 / 30","30 / 45","55 / 55","60 / 60","35+",226,0.33185841,0.36842105,0.15263158,0.11061947,0.28318584,90.4137231250911,"sa3011737"
"Kyren Paris","LAA","2B","AA","20.9277777",,14,"35 / 55","30 / 30","40 / 45","70 / 70","40",452,0.3632287,0.4171123,0.17647059,0.13495575,0.29646018,120.27464927031244,"sa3011768"
"Willy Vasquez","TBR","CF","A","21.1083333",,13,"35 / 60","30 / 45","55 / 60","55 / 50","45",492,0.31300813,0.40979955,0.15367483,0.07317073,0.25609756,99.06402062848339,"sa3011821"
"Davis Wendzel","TEX","SS","AAA","25.3944444",,41,"30 / 40","30 / 40","55 / 55","40 / 40","35+",376,0.28191489,0.38738739,0.18618619,0.1037234,0.26861702,63.600505906851346,"sa3011890"
"Trei Cruz","DET","2B","AA","24.2777777",,13,"30 / 50","30 / 40","40 / 40","50 / 50","40",497,0.35412475,0.35523114,0.12408759,0.16297787,0.23742455,103.61112329367695,"sa3014420"
"Baron Radcliff","PHI","1B","A+","23.6833333",,37,"30 / 40","35 / 55","70 / 70","30 / 30","35+",408,0.3504902,0.43930636,0.20231214,0.14705882,0.3995098,116.08762261517236,"sa3014424"
"Hayden Cantrelle","SFG","2B","A+","23.8888888",,39,"20 / 30","30 / 45","45 / 50","60 / 60","35+",320,0.40125392,0.41393443,0.17622951,0.203125,0.28125,122.05906331556294,"sa3014426"
"Alika Williams","TBR","SS","AA","23.5916666",,25,"35 / 55","20 / 30","35 / 40","60 / 60","40",425,0.35294118,0.3767313,0.12742382,0.12705882,0.19529412,103.85353314812772,"sa3014427"
"David Hamilton","BOS","SS","AA","25.0444444",,17,"35 / 50","30 / 35","40 / 40","60 / 60","40+",531,0.33840304,0.40172786,0.1511879,0.10546139,0.22410546,104.42899244041612,"sa3014434"
"Alerick Soularie","MIN","2B","A+","23.2777777",,18,"30 / 45","35 / 50","50 / 55","55 / 55","40",389,0.33419023,0.38181818,0.15454545,0.12339332,0.27249357,102.63004083964246,"sa3014436"
"Heston Kjerstad","BAL","RF","A+","23.675",,10,"30 / 50","35 / 60","55 / 60","50 / 40","45",284,0.3943662,0.45679012,0.14814814,0.10211268,0.22535211,134.62818443697114,"sa3014439"
"Austin Wells","NYY","RF","AA","23.2583333",,9,"35 / 50","35 / 55","55 / 55","40 / 40","45",402,0.385,0.51190476,0.23511905,0.13930348,0.2238806,144.78535855083544,"sa3014440"
"Gage Workman","DET","SS","AA","22.975",,11,"30 / 35","30 / 50","50 / 55","50 / 50","40+",515,0.27626459,0.41473684,0.18947368,0.06601942,0.4,84.24101638508778,"sa3014441"
"Patrick Bailey","SFG","C","A+","23.3777777",,15,"35 / 60","30 / 40","50 / 50","30 / 30","40+",325,0.34153846,0.41947566,0.19475656,0.15076923,0.22153846,112.53448139703937,"sa3014442"
"Edouard Julien","MIN","LF","AA","23.4583333",,15,"30 / 40","35 / 50","55 / 55","40 / 40","40",508,0.44094488,0.49,0.19,0.19291339,0.24606299,144.29470588741586,"sa3014445"
"Trevor Hauver","TEX","LF","AA","23.9027777",,29,"30 / 40","35 / 45","50 / 50","40 / 40","35+",447,0.38702461,0.4272997,0.20771513,0.20805369,0.25055928,122.4924470832975,"sa3014448"
"Hudson Haskin","BAL","CF","AA","23.7916666",,21,"35 / 55","30 / 40","50 / 50","60 / 60","40",466,0.36659436,0.45478036,0.19121447,0.09227468,0.2167382,125.98371241036553,"sa3014449"
"Daniel Cabrera","DET","LF","AA","24.1111111",,25,"40 / 45","30 / 45","50 / 50","40 / 40","40",514,0.30933852,0.35076253,0.11328976,0.09338521,0.18677043,82.77798314312737,"sa3014452"
"Austin Martin","MIN","CF","AA","23.5611111",87,3,"50 / 60","30 / 40","45 / 45","50 / 50","50",416,0.36778846,0.31686047,0.0755814,0.11778846,0.13221154,89.4493480814493,"sa3014454"
"Pete Crow-Armstrong","CHC","CF","A+","20.5555555",34,1,"35 / 40","30 / 45","45 / 50","60 / 60","55",471,0.37579618,0.52009456,0.20803782,0.07643312,0.21656051,144.4326621475501,"sa3014458"
"Isaiah Greene","CLE","CF","A","21.1277777",,24,"30 / 40","30 / 50","45 / 60","60 / 60","40+",476,0.39285714,0.33962264,0.11320755,0.20378151,0.2394958,116.94108184284985,"sa3014460"
"Petey Halpin","CLE","CF","A+","20.3861111",,17,"35 / 60","30 / 40","35 / 45","60 / 60","45",434,0.34642032,0.38481675,0.12303665,0.10368664,0.21198157,107.24460156013207,"sa3014461"
"Jordan Walker","STL","RF","AA","20.3972222",8,1,"40 / 50","55 / 80","70 / 80","50 / 40","60",536,0.3880597,0.50976139,0.20390456,0.10820896,0.21641791,128.1585180889859,"sa3014464"
"Owen Caissie","CHC","LF","A+","20.2694444",100,6,"30 / 40","25 / 60","55 / 65","40 / 30","50",433,0.34872979,0.4021164,0.14814815,0.11547344,0.28637413,112.61068025700172,"sa3014465"
"Carson Taylor","LAD","C","AA","23.3694444",,37,"30 / 40","35 / 40","55 / 55","20 / 20","35+",303,0.33333333,0.33828996,0.08550186,0.09570957,0.22112211,78.07918152462159,"sa3014468"
"Anthony Servideo","BAL","SS","A","23.5944444",,37,"30 / 40","35 / 45","45 / 50","55 / 55","35+",89,0.28089888,0.17808219,0.05479452,0.17977528,0.37078652,48.011814176299296,"sa3014472"
"Colt Keith","DET","3B","A+","21.1694444",77,2,"35 / 55","30 / 50","45 / 50","40 / 40","50",216,0.37037037,0.54404145,0.24352332,0.10185185,0.19444444,149.7818061784206,"sa3014474"
"Drew Millas","WSN","C","AA","24.75",,16,"30 / 35","30 / 30","45 / 45","50 / 45","40",342,0.34017595,0.34948097,0.12456748,0.14912281,0.25146199,95.59458936789918,"sa3014475"
"Coby Mayo","BAL","RF","AA","20.8472222",53,6,"35 / 55","30 / 60","50 / 70","50 / 40","50",439,0.32574032,0.45618557,0.20876289,0.09111617,0.25968109,110.43339471652372,"sa3014479"
"Casey Schmitt","SFG","3B","AAA","23.6222222",,16,"35 / 55","30 / 45","50 / 55","40 / 40","40+",526,0.36501901,0.48931624,0.1965812,0.09125475,0.22813688,134.2576446506159,"sa3014484"
"Tyler Gentry","KCR","RF","AA","23.7055555",,15,"30 / 45","35 / 50","50 / 55","55 / 55","40",483,0.42236025,0.54228856,0.21641791,0.1242236,0.2173913,152.08485817248314,"sa3014485"
"Tyler Soderstrom","OAK","1B","AAA","20.8916666",43,1,"35 / 60","30 / 55","50 / 60","40 / 30","50",556,0.32374101,0.5009901,0.23366337,0.07194245,0.26079137,116.42105977597112,"sa3014489"
"Evan Carter","TEX","CF","AA","20.1277777",,5,"25 / 60","20 / 40","40 / 45","60 / 60","45+",475,0.39662447,0.48866499,0.19395466,0.13473684,0.17052632,140.14800553910288,"sa3014490"
"Aaron Sabato","MIN","1B","AA","23.3638888",,20,"30 / 45","40 / 55","60 / 60","30 / 30","40",447,0.33557047,0.43817204,0.22311828,0.13199105,0.31767338,111.09290010633872,"sa3014494"
"Kaden Polcovich","SEA","2B","AA","23.65",,26,"30 / 45","30 / 45","50 / 50","60 / 60","35+",524,0.34541985,0.38580931,0.14412417,0.11259542,0.22519084,91.08991753059259,"sa3014496"
"Jordan Westburg","BAL","2B","AAA","23.6583333",,8,"35 / 50","30 / 50","50 / 50","55 / 55","45",622,0.35530547,0.49632353,0.23161765,0.11254019,0.23633441,126.38892611180779,"sa3014499"
"Freddy Zamora","MIL","SS","AA","23.9555555",,13,"35 / 60","30 / 35","40 / 40","60 / 60","40+",100,0.27,0.28571429,0.07692308,0.05,0.22,47.785747360131175,"sa3014500"
"Werner Blakely","LAA","3B","A","20.65",,13,"30 / 35","30 / 50","45 / 60","45 / 45","40+",235,0.44680851,0.46994536,0.17486339,0.19148936,0.29787234,144.84995034907513,"sa3014502"
"Thomas Saggese","TEX","2B","AA","20.5111111",,26,"25 / 60","20 / 30","30 / 40","45 / 40","40",441,0.36136364,0.50623441,0.19451371,0.06802721,0.21995465,131.3304312133792,"sa3014503"
"Masyn Winn","STL","SS","AA","20.5666666",55,2,"35 / 55","30 / 50","45 / 55","60 / 60","50",550,0.36380256,0.46835443,0.18565401,0.11454545,0.20909091,117.09842468382031,"sa3014506"
"David Calabrese","LAA","CF","A","20.0527777",,42,"20 / 50","20 / 30","20 / 35","60 / 60","35+",488,0.32581967,0.38679245,0.13679245,0.10245902,0.23770492,84.50644990531909,"sa3014507"
"Nick Gonzales","PIT","2B","AA","23.3833333",101,7,"30 / 45","35 / 55","55 / 55","60 / 60","50",327,0.382263,0.43494424,0.17100372,0.13455657,0.28440367,127.41650078169278,"sa3014510"
"Nick Loftin","KCR","CF","AAA","24.0555555",,3,"50 / 60","30 / 40","45 / 45","55 / 55","45",593,0.33276451,0.40310078,0.14922481,0.09274874,0.16526138,91.04218844059002,"sa3014511"
"Zac Veen","COL","RF","AA","20.8416666",39,1,"30 / 45","35 / 60","55 / 70","60 / 55","50",541,0.34011091,0.38412017,0.13948498,0.11829945,0.24399261,103.81291953421162,"sa3014516"
"Austin Hendrick","CIN","RF","A+","21.3333333",,12,"20 / 40","25 / 55","60 / 60","50 / 45","40+",444,0.30630631,0.43298969,0.21649484,0.09684685,0.37162162,105.11692672190487,"sa3014521"
"Drew Romo","COL","C","A+","21.1277777",64,3,"30 / 50","30 / 45","55 / 60","30 / 30","50",420,0.32142857,0.37165775,0.11764705,0.08333333,0.19285714,94.74065880216868,"sa3014522"
"Casey Martin","PHI","SS","A+","23.5222222",,17,"30 / 35","35 / 45","55 / 60","80 / 80","40",431,0.23488372,0.28140704,0.10050252,0.05104408,0.23433875,40.90091056379736,"sa3014524"
"A.J. Vukovich","ARI","1B","AA","21.2361111",,13,"30 / 45","35 / 55","60 / 70","30 / 20","40+",493,0.30831643,0.44871795,0.17307692,0.03853955,0.23935091,105.45482978593594,"sa3014525"
"Justin Foscue","TEX","2B","AA","23.6194444",,8,"40 / 45","40 / 50","60 / 60","30 / 30","45",460,0.3673913,0.4825,0.195,0.09782609,0.14347826,116.44528338361401,"sa3014527"
"Dillon Dingler","DET","C","AA","24.0777777",103,3,"30 / 40","30 / 45","50 / 50","45 / 45","50",448,0.33333333,0.41860465,0.18087855,0.10044643,0.31919643,106.50047674518626,"sa3014528"
"Jordan Nwogu","CHC","CF","A+","23.5972222",,44,"30 / 35","30 / 50","55 / 60","55 / 55","35+",378,0.35714286,0.49846154,0.23384616,0.0978836,0.23809524,134.95021861661107,"sa3014530"
"Joey Wiemer","MIL","RF","AAA","23.6777777",79,2,"30 / 40","35 / 60","60 / 70","55 / 50","50",548,0.33576642,0.46487603,0.20867768,0.10036496,0.26824818,108.9683155688357,"sa3014531"
"Jesse Franklin V","ATL","CF","AA","23.8722222",,20,"30 / 45","35 / 50","50 / 55","50 / 50","40",66,0.33333333,0.4,0.16363636,0.09090909,0.27272727,93.79477188636652,"sa3014532"
"Blaze Jordan","BOS","1B","A+","19.8222222",,12,"25 / 55","30 / 55","55 / 60","35 / 30","40+",521,0.36276392,0.44492441,0.15550756,0.09213052,0.18042226,123.53427083745859,"sa3014537"
"Ed Howard","CHC","SS","A+","20.7138888",,15,"30 / 45","30 / 45","40 / 45","50 / 50","45",93,0.32258065,0.31707317,0.07317073,0.09677419,0.20430108,83.32993122433912,"sa3014540"
"Milan Tolentino","CLE","SS","A+","20.9111111",,39,"30 / 40","30 / 30","40 / 45","55 / 55","40",496,0.38104839,0.36893204,0.10194175,0.15322581,0.27419355,116.15905215980834,"sa3014544"
