Name,Org,Pos,Current Level,Age,Top 100,Org Rk,Hit,Game,Raw,Spd,FV,PA,OBP,SLG,ISO,BB%,K%,wRC+,playerId
"Jeter Downs","BOS","2B","MLB","24.2166666",,37,"35 / 40","40 / 45","50 / 50","40 / 40","35+",335,0.31641791,0.41197183,0.21478873,0.11343284,0.29552239,94.55392374018896,"22202"
"Joe Perez","HOU","3B","MLB","23.175",,10,"30 / 40","45 / 55","60 / 60","40 / 40","40+",359,0.35933148,0.41666667,0.12654321,0.09470752,0.2367688,102.65786896295778,"22254"
"Buddy Kennedy","ARI","3B","AAA","24.0277777",,26,"45 / 45","40 / 45","50 / 50","50 / 50","40",394,0.36294416,0.38484848,0.12424242,0.13705584,0.1928934,92.26234242420401,"22505"
"Triston Casas","BOS","1B","MLB","22.75",35,2,"50 / 55","50 / 60","60 / 60","30 / 20","55",334,0.38922156,0.5,0.21942446,0.14670659,0.20958084,133.5095973524369,"22514"
"Heliot Ramos","SFG","RF","MLB","23.1055555",,7,"40 / 45","45 / 55","55 / 55","55 / 50","45",475,0.30526316,0.34894614,0.12177986,0.08631579,0.23578947,64.67851348264124,"22515"
"Tyler Freeman","CLE","2B","MLB","23.4",74,6,"50 / 70","20 / 30","40 / 45","55 / 50","50",343,0.37134503,0.36363636,0.08417508,0.0728863,0.09329446,104.40815836713739,"22532"
"Michael Siani","CIN","CF","MLB","23.2472222",,29,"40 / 50","20 / 30","40 / 45","60 / 60","40",569,0.34507042,0.40447154,0.15243902,0.1142355,0.16695958,100.36136745953222,"22557"
"Gabriel Arias","CLE","SS","MLB","22.6333333",,16,"30 / 35","40 / 50","55 / 60","45 / 45","45",340,0.31470588,0.40199336,0.1627907,0.08235294,0.25,90.33030259764706,"22563"
"Jordan Diaz","OAK","3B","MLB","22.1722222",,14,"35 / 60","30 / 40","45 / 50","30 / 30","40+",527,0.36622391,0.51527495,0.18940937,0.05313093,0.14421252,121.74108439863957,"22650"
"Gabriel Moreno","TOR","C","MLB","22.6694444",3,1,"60 / 70","40 / 45","50 / 50","50 / 50","60",267,0.38576779,0.42016807,0.10504202,0.08988764,0.16853933,119.51773799966259,"22664"
"Maikel Garcia","KCR","SS","MLB","22.6166666",66,1,"45 / 55","30 / 30","30 / 35","50 / 50","50",555,0.35934664,0.42710472,0.14168378,0.1045045,0.18378378,105.69288075325102,"22715"
"Oswald Peraza","NYY","SS","MLB","22.3333333",49,3,"45 / 50","40 / 50","50 / 50","60 / 60","50",429,0.32943925,0.44818653,0.18911917,0.07925408,0.23310023,105.52213697339367,"22823"
"Lenyn Sosa","CHW","2B","MLB","22.7222222",,3,"45 / 55","30 / 40","40 / 45","40 / 30","45",536,0.36940299,0.51138716,0.19668737,0.07276119,0.15485075,130.3932378205735,"22896"
"Israel Pineda","WSN","C","MLB","22.5333333",,26,"30 / 40","35 / 45","45 / 50","30 / 20","40",400,0.325,0.45833333,0.2,0.09,0.2375,110.70562827645213,"22906"
"Yainer Diaz","HOU","C","MLB","24.0666666",,3,"40 / 45","40 / 50","60 / 60","20 / 20","45",486,0.35596708,0.54157303,0.23595505,0.06995885,0.16255144,120.94612664760304,"23003"
"Canaan Smith-Njigba","PIT","LF","MLB","23.4583333",,32,"30 / 45","35 / 45","60 / 60","45 / 45","40",218,0.38709677,0.4076087,0.13043479,0.15137615,0.23853211,117.93053599002327,"23264"
"Jordan Groshans","MIA","3B","MLB","22.9305555",,9,"45 / 55","40 / 45","45 / 50","50 / 50","45",432,0.3587963,0.33064516,0.0672043,0.12731481,0.16203704,92.64751772813068,"23794"
"Ji Hwan Bae","PIT","2B","MLB","23.2194444",,10,"50 / 70","20 / 30","35 / 40","65 / 60","45",473,0.36228814,0.42959427,0.14081145,0.10147992,0.16913319,111.85224529365637,"23818"
"Ezequiel Tovar","COL","SS","MLB","21.2055555",47,2,"35 / 60","30 / 35","30 / 40","45 / 45","50",318,0.38679245,0.54035088,0.22105263,0.08490566,0.20754717,150.37826786504147,"24064"
"Liover Peguero","PIT","2B","MLB","21.7916666",89,6,"35 / 60","35 / 45","45 / 50","60 / 55","50",521,0.30501931,0.38716356,0.12836439,0.05566219,0.21305182,88.18035553839248,"24273"
"Travis Swaggerty","PIT","CF","MLB","25.1555555",,12,"40 / 50","30 / 50","60 / 60","65 / 65","45",458,0.34792123,0.39949749,0.14572865,0.12445415,0.25545852,101.78351925104789,"24491"
"Logan O'Hoppe","LAA","C","MLB","22.6833333",61,1,"40 / 55","30 / 45","50 / 55","30 / 30","50",447,0.41610738,0.54444444,0.26111111,0.15659955,0.1655481,158.59327012257933,"24729"
"Bryan Lavastida","CLE","C","MLB","23.8833333",,10,"35 / 45","35 / 45","50 / 50","40 / 40","45+",359,0.28412256,0.34890966,0.14018692,0.07799443,0.22284123,71.08245429567337,"24765"
"James Outman","LAD","CF","MLB","25.4194444",,25,"30 / 40","40 / 50","55 / 55","60 / 60","40",559,0.39247312,0.58562368,0.29175476,0.12522361,0.27191413,140.92025220307366,"24770"
"David Hensley","HOU","3B","MLB","26.5472222",,9,"50 / 55","40 / 45","50 / 50","40 / 40","40+",464,0.42025862,0.47757256,0.17941953,0.17241379,0.22198276,130.10446126288878,"25111"
"Michael Stefanic","LAA","2B","MLB","26.6416666",,30,"","","","","35+",360,0.41666667,0.41666667,0.10666667,0.13611111,0.06388889,118.6833369964701,"25353"
"Korey Lee","HOU","C","MLB","24.2222222",,4,"30 / 35","30 / 45","55 / 55","50 / 50","45",446,0.30717489,0.48267327,0.24504951,0.08071749,0.28475336,89.83413287686786,"25543"
"Michael Toglia","COL","1B","MLB","24.1638888",,34,"30 / 35","45 / 50","60 / 60","30 / 30","35+",495,0.34141414,0.51048951,0.26107226,0.12121212,0.3010101,124.42077068760942,"25845"
"Ryan Kreidler","DET","SS","MLB","24.925",,10,"35 / 45","40 / 50","50 / 50","50 / 50","40+",267,0.35580524,0.40930233,0.19534884,0.14981273,0.28089888,108.13994772993004,"25867"
"Corbin Carroll","ARI","LF","MLB","22.15",4,1,"55 / 60","45 / 55","50 / 55","80 / 80","60",442,0.42533937,0.61049724,0.30386741,0.15158371,0.24208145,157.31235306312152,"25878"
"Francisco Alvarez","NYM","C","MLB","20.9055555",12,1,"40 / 40","50 / 60","70 / 70","40 / 30","60",495,0.37373737,0.51094891,0.25060828,0.14141414,0.24848485,136.00375436797376,"26121"
"Brett Baty","NYM","3B","MLB","22.9222222",52,3,"40 / 50","45 / 60","70 / 70","45 / 40","50",420,0.40952381,0.53314917,0.21823204,0.11666667,0.24761905,158.32608272240643,"26123"
"Gunnar Henderson","BAL","3B","MLB","21.2944444",1,1,"45 / 55","45 / 60","55 / 60","50 / 40","65",503,0.41550696,0.53071253,0.23341523,0.15705765,0.2306163,153.2815350442979,"26289"
"Josh Jung","TEX","3B","MLB","24.675",15,1,"45 / 55","50 / 60","60 / 60","40 / 40","60",135,0.32592593,0.54032258,0.27419355,0.05185185,0.25925926,112.69871642655036,"26299"
"Spencer Steer","CIN","2B","MLB","24.8555555",,8,"40 / 50","40 / 45","50 / 50","50 / 45","45",492,0.36382114,0.51522248,0.2412178,0.10365854,0.18089431,127.25601275011539,"26323"
"Garrett Mitchell","MIL","CF","MLB","24.1138888",,5,"35 / 50","30 / 45","60 / 60","70 / 70","45+",289,0.37716263,0.42629482,0.13944223,0.10380623,0.25605536,117.65611474667486,"27555"
"Alec Burleson","STL","RF","MLB","23.8888888",,8,"45 / 55","30 / 40","50 / 50","30 / 30","40+",470,0.37234043,0.53240741,0.20138889,0.06170213,0.14255319,136.99769141907169,"27615"
"Carter Bins","PIT","C","AAA","24.4277777",,46,"30 / 35","30 / 40","55 / 55","45 / 45","40",330,0.28484848,0.38831615,0.19243986,0.08787879,0.36666667,77.94815068584721,"sa1115884"
"Dominic Canzone","ARI","RF","AAA","25.1638888",,21,"40 / 45","40 / 45","55 / 55","30 / 30","40",436,0.36697248,0.54060914,0.24111675,0.08486239,0.19036697,123.88558154832474,"sa1115890"
"Rece Hinds","CIN","RF","AA","22.1111111",,16,"30 / 40","35 / 60","65 / 70","45 / 40","40+",322,0.30434783,0.42808219,0.19520548,0.07763975,0.38819876,101.03755486544472,"sa1169587"
"Matthew Lugo","BOS","SS","AA","21.4333333",,28,"30 / 45","30 / 40","40 / 50","55 / 55","40",524,0.33843212,0.4916318,0.20920502,0.06679389,0.19847328,122.20855627943597,"sa1169598"
"Tyler Callihan","CIN","2B","A+","22.3138888",,9,"35 / 55","30 / 50","55 / 55","30 / 30","45",361,0.31111111,0.39634146,0.14634146,0.07479224,0.22160665,98.19884292990578,"sa1169610"
"Ivan Johnson","CIN","2B","AA","24.0111111",,34,"30 / 40","30 / 45","50 / 55","60 / 60","40",197,0.3248731,0.42777778,0.16666667,0.06598985,0.33502538,97.77674027607982,"sa1169627"
"Eric Yang","CIN","C","AAA","24.5527777",,52,"35 / 55","30 / 30","35 / 40","30 / 30","35+",173,0.29824561,0.29801325,0.09271524,0.10982659,0.28323699,62.81474012453096,"sa1169769"
"Ryan Ward","LAD","LF","AA","24.6444444",,42,"45 / 50","40 / 45","45 / 45","40 / 40","35+",506,0.31881188,0.48583878,0.23093682,0.0770751,0.22924901,99.58404004808968,"sa1169792"
"Brett Wisely","TBR","2B","AAA","23.4361111",,44,"35 / 55","30 / 40","40 / 40","40 / 40","35+",523,0.36590038,0.45454545,0.18181818,0.12045889,0.21032505,117.478373891987,"sa1170003"
"Cade Marlowe","SEA","CF","AAA","25.3083333",,19,"35 / 40","40 / 45","50 / 50","55 / 55","35+",578,0.37716263,0.48697395,0.2004008,0.10726644,0.26989619,120.31795107816545,"sa1170288"
"Bryce Ball","CHC","1B","AA","24.2694444",,27,"30 / 45","35 / 60","70 / 70","40 / 40","40",562,0.35650624,0.40534979,0.13991769,0.1227758,0.21530249,104.51862798234845,"sa1170451"
"Chandler Redmond","STL","1B","AA","25.7666666",,26,"20 / 20","50 / 55","70 / 70","30 / 30","35+",372,0.31621622,0.48012232,0.24464831,0.10483871,0.2983871,96.73296978069872,"sa1170749"
"Johan Lopez","TBR","2B","A+","22.2138888",,59,"30 / 40","30 / 40","40 / 45","50 / 50","35+",309,0.30944625,0.32830189,0.11698114,0.10032362,0.26537217,77.34570419643337,"sa3003228"
"Diego Infante","TBR","RF","AA","22.9805555",,33,"30 / 40","35 / 55","60 / 60","45 / 40","40",473,0.34038055,0.43160377,0.15566037,0.09302326,0.28541226,107.4995029324486,"sa3003280"
"Alexander Canario","CHC","RF","AAA","22.4388888",,14,"30 / 40","35 / 60","55 / 60","50 / 45","45",534,0.34333959,0.55603448,0.30387931,0.11048689,0.2752809,132.76262886519672,"sa3003316"
"Wenceel Perez","DET","SS","AA","22.9583333",,20,"35 / 55","30 / 30","40 / 40","60 / 60","40",407,0.36855037,0.53370787,0.23876405,0.1031941,0.14987715,143.2225749107553,"sa3003326"
"Sebastian Espino","TOR","3B","AA","22.3777777",,29,"30 / 40","35 / 50","50 / 55","45 / 45","35+",380,0.23421053,0.36440678,0.18361582,0.05789474,0.43684211,59.30179162248448,"sa3003347"
"Blake Hunt","TBR","C","AA","23.9305555",,20,"20 / 30","35 / 40","55 / 60","40 / 30","40+",302,0.31456954,0.36263736,0.11721611,0.06953642,0.23178808,80.64616675531849,"sa3004153"
"Abrahan Gutierrez","PIT","C","A+","22.9583333",,33,"35 / 55","30 / 35","40 / 40","20 / 20","40",441,0.35600907,0.41114058,0.15384615,0.11791383,0.25396825,112.4709282051394,"sa3004263"
"Mason Martin","PIT","1B","AAA","23.3694444",,36,"30 / 35","45 / 55","70 / 70","40 / 40","40",541,0.28650647,0.40956341,0.1995842,0.0961183,0.35859519,79.39847561044641,"sa3004885"
"Robbie Glendinning","KCR","3B","AA","27.025",,45,"30 / 30","45 / 45","60 / 60","30 / 30","35+",518,0.37330754,0.43925234,0.18691589,0.14478764,0.32432432,111.56516054483924,"sa3004978"
"Jacob Amaya","LAD","SS","AAA","24.1166666",,16,"45 / 50","30 / 30","40 / 40","55 / 55","45",567,0.3686067,0.42647059,0.16596639,0.14285714,0.19753086,104.06347007822141,"sa3005081"
"Wilyer Abreu","BOS","LF","AA","23.3083333",,36,"35 / 40","45 / 50","55 / 55","50 / 50","35+",579,0.39896373,0.43544858,0.18818381,0.19689119,0.2642487,124.02747280157696,"sa3005082"
"Tyler Dearden","BOS","LF","AA","24.275",,51,"30 / 40","40 / 50","60 / 60","45 / 40","35+",376,0.36702128,0.39556962,0.13291139,0.13031915,0.27393617,112.97305562155557,"sa3005103"
"Carlos Rodriguez","MIL","LF","A+","21.8555555",,20,"45 / 60","20 / 30","30 / 40","70 / 70","40",166,0.35542169,0.41549296,0.14788733,0.10843373,0.21084337,114.38208394339536,"sa3005478"
"Jose Tena","CLE","SS","AAA","21.5694444",,14,"40 / 45","30 / 45","45 / 50","45 / 45","45",573,0.30594406,0.41869159,0.15140187,0.05061082,0.2478185,95.15697261541884,"sa3005482"
"Miguel Hiraldo","TOR","3B","A+","22.1111111",,19,"30 / 50","30 / 50","50 / 55","50 / 40","40",428,0.27803738,0.38190955,0.15075377,0.06308411,0.29439252,81.83266933534024,"sa3005486"
"Allan Cerda","CIN","RF","AA","22.8916666",,4,"30 / 40","35 / 60","60 / 70","50 / 50","45+",506,0.35968379,0.44362745,0.23529412,0.16600791,0.33201581,120.86535940838952,"sa3005504"
"Gilberto Jimenez","BOS","CF","A+","22.2694444",,11,"35 / 55","30 / 35","45 / 50","70 / 70","45",409,0.30597015,0.36578947,0.09736842,0.04400978,0.24449878,83.71359602036702,"sa3005507"
"Jorbit Vivas","LAD","2B","A+","21.6",,9,"35 / 60","30 / 40","35 / 40","45 / 45","45",570,0.37434095,0.40083507,0.13152401,0.11052632,0.10175439,119.98108647851858,"sa3005511"
"Alexfri Planez","CLE","RF","A+","21.1611111",,48,"30 / 35","35 / 55","55 / 60","45 / 45","35+",371,0.28918919,0.47687861,0.22543352,0.04312668,0.23989218,106.07265553260001,"sa3005515"
"Jorge Barrosa","ARI","CF","AA","21.6611111",,23,"35 / 60","20 / 30","30 / 35","55 / 55","40",553,0.37226277,0.43881857,0.16033756,0.12115732,0.15370705,111.99210270428007,"sa3005524"
"Luis Toribio","SFG","3B","A+","22.0472222",,17,"30 / 50","30 / 55","55 / 60","40 / 30","40+",437,0.30892449,0.42857143,0.21957672,0.11899314,0.35240275,103.82712303040684,"sa3005541"
"Neyfy Castillo","ARI","1B","A+","21.6194444",,27,"30 / 40","35 / 55","50 / 60","45 / 40","40",350,0.32571429,0.40952381,0.15873016,0.08857143,0.34,106.13009446077474,"sa3005544"
"Eddys Leonard","LAD","3B","A+","21.9305555",,31,"50 / 50","30 / 35","40 / 40","45 / 45","40",566,0.34805654,0.43548387,0.17137097,0.0795053,0.21024735,118.9841089011144,"sa3005554"
"Jhonkensy Noel","CLE","1B","AAA","21.25",,20,"30 / 40","35 / 60","70 / 80","30 / 20","40+",548,0.31021898,0.48865979,0.25979381,0.08941606,0.27372263,113.97199918001702,"sa3005579"
"Ceddanne Rafaela","BOS","CF","AA","22.075",,6,"30 / 45","30 / 45","45 / 50","60 / 60","45",522,0.34165067,0.53846154,0.23908524,0.04980843,0.2164751,133.6736175783756,"sa3005581"
"Daniel Vellojin","CIN","C","AA","22.5833333",,7,"35 / 60","30 / 35","40 / 45","40 / 40","45",271,0.32713755,0.35840708,0.15929204,0.15498155,0.29151292,93.34698146642026,"sa3005587"
"Alberto Rodriguez","SEA","RF","A+","22.025",,10,"30 / 40","35 / 55","55 / 60","40 / 40","40",527,0.33586338,0.39618644,0.13559322,0.09487666,0.26185958,106.40839881819988,"sa3005603"
"Felix Valerio","MIL","2B","AA","21.8027777",,8,"35 / 70","30 / 40","30 / 30","45 / 45","45",480,0.3125,0.35731415,0.1294964,0.1,0.16666667,77.66387762607556,"sa3005613"
"Ronaiker Palma","COL","C","A+","22.7861111",,31,"35 / 55","30 / 35","30 / 40","40 / 40","35+",247,0.33606557,0.40088106,0.10132159,0.048583,0.10931174,105.61100036651847,"sa3005624"
"Andy Pages","LAD","RF","AA","21.8527777",76,4,"30 / 40","35 / 70","60 / 70","50 / 50","50",571,0.33625219,0.46817248,0.23203285,0.10858144,0.24518389,102.21972745479295,"sa3005625"
"Heriberto Hernandez","TBR","LF","A+","22.8305555",105,8,"35 / 55","35 / 55","55 / 60","30 / 30","50",494,0.36842105,0.49880668,0.24343675,0.13562753,0.31376518,135.31635198789337,"sa3005630"
"Brandon Valenzuela","SDP","C","A+","22.0361111",,8,"30 / 45","30 / 40","45 / 45","30 / 30","40",413,0.33414044,0.34782609,0.13913044,0.15254237,0.23002421,95.88216864447557,"sa3005729"
"Yeison Santana","CHC","SS","A+","21.8555555",,46,"30 / 50","30 / 35","40 / 45","55 / 55","35+",316,0.36858974,0.31203008,0.05263158,0.13291139,0.18670886,100.7823207864121,"sa3005730"
"Junior Perez","OAK","RF","A","21.2805555",,37,"30 / 40","35 / 50","50 / 55","45 / 40","35+",482,0.3625,0.42462312,0.1758794,0.14522822,0.30705394,105.59242935110593,"sa3005744"
"Johan Rojas","PHI","CF","AA","22.1694444",,3,"35 / 55","30 / 45","50 / 60","70 / 70","45+",556,0.30909091,0.354,0.11,0.07553957,0.17805755,83.3593951691953,"sa3005784"
"Jose Rodriguez","CHW","SS","AA","21.4222222",,4,"50 / 60","30 / 40","50 / 55","55 / 55","45",484,0.34024896,0.42954545,0.15,0.0785124,0.13636364,102.78217417087872,"sa3005788"
"Brayan Rocchio","CLE","SS","AAA","21.7555555",48,3,"50 / 60","30 / 40","40 / 45","60 / 60","50",584,0.33562823,0.41960784,0.16274509,0.09246575,0.17465753,105.58474307597544,"sa3005898"
"Anthony Garcia","NYY","RF","A","22.1111111",,21,"30 / 40","35 / 60","70 / 80","50 / 40","40",384,0.37239583,0.36912752,0.17449665,0.21614583,0.40625,120.80430590573985,"sa3005924"
"Brandol Mezquita","ATL","CF","A+","21.2527777",,13,"30 / 40","35 / 50","45 / 50","50 / 50","40",454,0.35682819,0.35309278,0.08505154,0.10352423,0.27312775,102.86027128701983,"sa3006201"
"Madison Santos","NYY","CF","A","23.1083333",,33,"30 / 45","30 / 40","45 / 50","70 / 70","35+",297,0.36026936,0.3106383,0.11914894,0.20538721,0.37037037,103.77820036534344,"sa3006206"
"Osleivis Basabe","TBR","2B","AA","22.0888888",,22,"35 / 55","30 / 40","40 / 45","60 / 60","40+",495,0.38539554,0.46171171,0.13738739,0.08080808,0.11919192,129.06950488538098,"sa3006594"
"Orlando Martinez","LAA","LF","AAA","24.6611111",,20,"40 / 50","40 / 45","50 / 50","45 / 45","40",442,0.33484163,0.42424242,0.14898989,0.08597285,0.21719457,92.17256499639295,"sa3006664"
"David Fry","CLE","C","AAA","26.9027777",,50,"40 / 40","35 / 45","50 / 50","35 / 35","35+",479,0.32914046,0.45023697,0.1943128,0.08141962,0.19206681,104.73641097241234,"sa3006787"
"Brandon Lockridge","NYY","CF","AA","25.5861111",,36,"30 / 40","30 / 35","45 / 45","80 / 80","35+",464,0.29956897,0.37799043,0.14832536,0.07758621,0.26939655,85.76446776207774,"sa3006856"
"Kendall Simmons","PHI","SS","A+","22.5111111",,22,"30 / 35","35 / 55","55 / 65","55 / 50","35+",379,0.30319149,0.38023952,0.16167665,0.08443272,0.2585752,94.78197357274827,"sa3006867"
"George Valera","CLE","RF","AAA","21.9222222",99,8,"30 / 40","45 / 60","55 / 60","50 / 50","50",566,0.35335689,0.46280992,0.21280992,0.13074205,0.25618375,120.81716717013923,"sa3006872"
"Lawrence Butler","OAK","1B","A+","22.2638888",,15,"30 / 35","35 / 60","60 / 70","50 / 45","40+",342,0.35087719,0.45695364,0.19205298,0.11695906,0.31871345,124.12317621337048,"sa3006873"
"Ronny Mauricio","NYM","SS","AA","21.5305555",32,2,"30 / 35","40 / 55","55 / 60","50 / 50","55",541,0.29574861,0.47151277,0.21218075,0.04436229,0.2310536,104.47514033938697,"sa3006887"
"Luis Verdugo","CHC","SS","A+","22.0083333",,48,"30 / 35","30 / 40","45 / 50","45 / 50","35+",422,0.35154394,0.38858696,0.11956522,0.10900474,0.16587678,109.22663033900099,"sa3006888"
"Leo Jimenez","TOR","SS","A+","21.4111111",,5,"55 / 70","30 / 30","35 / 35","50 / 50","45",294,0.34013605,0.3852459,0.1557377,0.09183673,0.19727891,105.88467096710632,"sa3006891"
"Anthony Seigler","NYY","C","A+","23.3194444",,27,"30 / 40","30 / 35","40 / 40","45 / 40","35+",417,0.40527578,0.36942675,0.13375796,0.21822542,0.19664269,125.14289381076907,"sa3006894"
"Jonathan Ornelas","TEX","SS","AA","22.3861111",,17,"45 / 50","30 / 35","45 / 45","60 / 60","40",580,0.35986159,0.4247619,0.12571428,0.07758621,0.20862069,101.76522535102681,"sa3006909"
"Xavier Edwards","TBR","2B","AAA","23.1833333",104,7,"50 / 70","20 / 30","40 / 40","80 / 80","50",400,0.32824427,0.3495702,0.10315186,0.1075,0.1875,83.79634049402337,"sa3007018"
"Everson Pereira","NYY","CF","AA","21.5138888",,5,"30 / 40","35 / 60","55 / 60","55 / 55","45+",448,0.35044643,0.46882793,0.19201995,0.09598214,0.27678571,121.8145633980007,"sa3007034"
"Luis Garcia","PHI","SS","AAA","21.9833333",,7,"30 / 55","30 / 35","45 / 50","55 / 55","45",243,0.32083333,0.24352332,0.08290156,0.16872428,0.26748971,69.81989162511151,"sa3007295"
"Jeremiah Jackson","LAA","SS","AA","22.5527777",,11,"30 / 35","35 / 55","55 / 60","55 / 55","40+",351,0.30769231,0.40390879,0.18892508,0.10826211,0.21937322,86.27616909626052,"sa3007740"
"Blaze Alexander","ARI","SS","AAA","23.3444444",,38,"30 / 30","30 / 40","50 / 55","45 / 40","35+",406,0.38861386,0.53977273,0.23863637,0.09359606,0.25123153,135.67366943236678,"sa3007742"
"Nick Meyer","NYM","C","AAA","25.6583333",,23,"40 / 45","30 / 30","35 / 35","30 / 30","35+",302,0.35451505,0.35341365,0.12048192,0.14900662,0.1986755,98.14611275127315,"sa3007826"
"Ryder Green","NYY","RF","A","22.4444444",,31,"30 / 40","30 / 55","65 / 70","55 / 50","35+",23,0.30434783,0.38095238,0.14285714,0.08695652,0.30434783,97.02249381676953,"sa3007875"
"Brennen Davis","CHC","RF","AAA","22.9527777",38,2,"30 / 40","45 / 60","55 / 60","60 / 55","55",214,0.29906542,0.29775281,0.11797753,0.11682243,0.30373832,66.18063198385457,"sa3007876"
"Parker Meadows","DET","CF","AA","22.9527777",,24,"30 / 40","30 / 50","50 / 60","60 / 60","40",556,0.34594595,0.47325103,0.2037037,0.10071942,0.1942446,121.47212617689452,"sa3007943"
"Joe Gray Jr.","MIL","RF","A+","22.5916666",,22,"30 / 35","35 / 55","55 / 60","55 / 50","40",527,0.27893738,0.35281385,0.16017316,0.09677419,0.33586338,76.01546076897957,"sa3008005"
"Jordyn Adams","LAA","CF","AA","22.9916666",,12,"30 / 35","30 / 45","60 / 60","80 / 80","40+",485,0.31677019,0.3317757,0.09345794,0.08659794,0.2556701,80.28616780814849,"sa3008032"
"Josh Breaux","NYY","C","AAA","25.0222222",,38,"30 / 40","30 / 55","70 / 70","30 / 30","35+",403,0.28287841,0.42162162,0.2027027,0.07692308,0.28039702,86.45661823349565,"sa3008051"
"Connor Scott","PIT","RF","AA","23.0194444",,42,"30 / 35","30 / 40","50 / 55","55 / 55","40",424,0.30787589,0.38947368,0.14210526,0.07783019,0.21698113,90.02493493952515,"sa3008080"
"Osiris Johnson","MIA","CF","A+","21.9916666",,24,"30 / 40","35 / 50","55 / 60","55 / 45","35+",346,0.29855072,0.32154341,0.08360129,0.07225434,0.19075145,78.84286261171441,"sa3008110"
"Cadyn Grenier","BAL","SS","AAA","25.9583333",,36,"30 / 35","35 / 45","50 / 50","70 / 70","35+",392,0.33678756,0.3164557,0.11708861,0.15816327,0.25255102,83.07492811791593,"sa3008140"
"Korry Howell","SDP","CF","AA","24.1222222",,14,"30 / 35","35 / 40","50 / 50","70 / 70","40",184,0.39010989,0.48630137,0.23287671,0.13586957,0.2826087,124.43279993463942,"sa3008238"
"Endy Rodriguez","PIT","C","AAA","22.4416666",33,2,"55 / 70","30 / 40","30 / 40","45 / 40","55",531,0.40677966,0.58951965,0.26637555,0.11299435,0.19020716,165.83683876747696,"sa3008272"
"Brice Turang","MIL","SS","AAA","22.9",82,3,"40 / 40","30 / 35","50 / 50","55 / 55","50",603,0.35986733,0.41165414,0.12593985,0.10779436,0.19568823,107.73346537144803,"sa3008294"
"Ronny Simon","TBR","3B","AA","22.4944444",,48,"30 / 45","30 / 40","30 / 45","55 / 55","35+",473,0.3029661,0.47926267,0.21889401,0.05919662,0.20930233,103.6539546332428,"sa3008365"
"Curtis Mead","TBR","LF","AAA","21.9694444",23,1,"50 / 60","40 / 50","50 / 55","45 / 40","55",331,0.3897281,0.53191489,0.23404255,0.10876133,0.18731118,141.92981444639918,"sa3008392"
"Nick Decker","BOS","RF","A+","23.0361111",,57,"30 / 40","35 / 50","55 / 60","50 / 45","35+",270,0.27509294,0.23873874,0.11711712,0.14814815,0.41481481,52.77473128623209,"sa3008590"
"Diego Cartaya","LAD","C","A+","21.1055555",31,1,"30 / 45","35 / 60","55 / 60","40 / 30","55",445,0.38876404,0.50276243,0.24861878,0.14157303,0.26741573,139.218404783307,"sa3008742"
"Misael Urbina","MIN","LF","A","20.4666666",,12,"30 / 55","30 / 50","45 / 50","50 / 50","40+",263,0.32319392,0.40692641,0.16017316,0.09505703,0.22813688,106.30910067419403,"sa3008743"
"Noelvi Marte","CIN","SS","A+","20.9972222",14,2,"30 / 45","35 / 60","55 / 70","60 / 55","60",520,0.37115385,0.45758929,0.17857143,0.11346154,0.20576923,131.3921112929558,"sa3008745"
"Antonio Gomez","NYY","C","A","20.9222222",,7,"30 / 45","30 / 40","45 / 50","40 / 30","45+",370,0.33243243,0.36923077,0.11692308,0.09459459,0.27027027,103.35087394095976,"sa3008746"
"Jose De La Cruz","DET","RF","A","20.7833333",,31,"30 / 35","35 / 55","60 / 60","45 / 30","35+",368,0.28804348,0.34756098,0.14329269,0.08152174,0.38858696,83.69111090454345,"sa3008747"
"Alvin Guzman","ARI","CF","A","20.9861111",,29,"30 / 35","30 / 55","45 / 60","60 / 60","35+",290,0.25605536,0.29588015,0.09363296,0.05862069,0.35517241,43.329397002686214,"sa3008748"
"Eduarqui Fernandez","MIL","RF","A","20.9027777",,33,"30 / 35","25 / 50","55 / 60","50 / 50","35+",263,0.3269962,0.44491525,0.19067796,0.08745247,0.39163498,109.74500858094852,"sa3008749"
"Eduardo Garcia","MIL","SS","A+","20.2638888",,15,"30 / 35","25 / 45","45 / 55","40 / 40","40+",480,0.3,0.40707965,0.14823009,0.03958333,0.3375,94.87830139295278,"sa3008751"
"Kevin Alcantara","CHC","CF","A","20.2583333",54,3,"30 / 40","20 / 60","50 / 70","55 / 50","50",495,0.35959596,0.45093458,0.17757009,0.11111111,0.24848485,123.64531705858076,"sa3008752"
"Alejandro Pie","TBR","3B","AA","20.7083333",,56,"30 / 30","30 / 55","45 / 60","60 / 55","35+",192,0.27604167,0.26190476,0.08333333,0.08333333,0.38020833,57.11428600637828,"sa3008754"
"Luis Matos","SFG","CF","A+","20.7138888",45,3,"30 / 55","30 / 50","50 / 60","60 / 60","50",415,0.27951807,0.35638298,0.14095745,0.06746988,0.15903614,77.41208076386516,"sa3008756"
"Alexander Ramirez","LAA","RF","A","20.1277777",,28,"20 / 40","25 / 60","55 / 70","55 / 50","35+",520,0.29038462,0.35157895,0.12210527,0.05961538,0.30769231,66.40868329442017,"sa3008757"
