Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Nic Laio","PIT","SIRP","-1","25.0222222",,45,"50 / 50","50 / 60","","35 / 45","45 / 50","40",56.1,0.32916667,0.06666667,0.41428571,5.431952969249351,3.4030896785603337,"sa3009861"
"Travis Kuhn","SEA","SIRP","AA","24.2111111",,12,"55 / 60","55 / 60","","","30 / 40","40",34.1,0.30263158,0.11184211,0.38823529,3.9320391990179413,4.782775755944181,"sa3009928"
"Nathanael Heredia","STL","SIRP","A+","21.9055555",,29,"55 / 55","50 / 55","","","30 / 40","35+",56,0.25830258,0.21771218,0.48507463,5.785714482774546,5.738797051336211,"sa3009986"
"Richard Gallardo","CHC","SP","A+","20.9166666",,39,"45 / 45","","45 / 45","50 / 55","35 / 55","35+",91.1,0.18844221,0.08040201,0.51957295,4.532846967758233,4.43541883279676,"sa3009990"
"Hyun-il Choi","LAD","MIRP","A+","22.1916666",,36,"40 / 40","","40 / 45","","45 / 60","40",106.1,0.25542169,0.04337349,0.4,3.5548591042095463,4.1268570781628116,"sa3009992"
"Blair Calvo","COL","SIRP","AA","26.4416666",,39,"55 / 60","60 / 60","","","30 / 40","35+",71.1,0.25167785,0.07718121,0.47894737,4.542056398627479,4.638133538174447,"sa3010116"
"Andrew Misiaszek","CLE","MIRP","AAA","24.95",,41,"40 / 45","55 / 55","","45 / 50","35 / 50","35+",62.1,0.31985294,0.09926471,0.40939597,3.4652409310943697,3.5243460325320406,"sa3010118"
"Luis Mey","CIN","SIRP","A","21.1166666",,50,"70 / 70","40 / 45","","35 / 45","20 / 35","35+",9,0.22222222,0.2,0.44,6,5.832961016562251,"sa3010130"
"Peyton Battenfield","CLE","MIRP","AAA","24.9888888",,30,"50 / 50","","50 / 50","45 / 45","35 / 45","40",103,0.32914573,0.04773869,0.40416667,2.533980582524272,3.0797846009820735,"sa3010133"
"Gavin Hollowell","COL","SIRP","AA","24.7555555",,40,"55 / 55","55 / 60","","","30 / 40","35+",24,0.34375,0.07291667,0.45454545,2.25,3.7554910991340877,"sa3010239"
"Tyrone Yulie","NYY","SIRP","A","21.0055555",,30,"60 / 70","50 / 55","","","20 / 30","35+",38.2,0.28409091,0.17613636,0.43373494,6.5172424509184035,5.060327421290806,"sa3010246"
"Austin Roberts","PIT","MIRP","AA","24.025",,48,"55 / 60","","50 / 50","50 / 50","40 / 40","40",66.2,0.35763889,0.08680556,0.32258065,4.455000560286711,3.908325430654477,"sa3010254"
"Avery Weems","TEX","MIRP","AA","25.1666666",,30,"40 / 40","60 / 60","","40 / 45","40 / 40","40",85.1,0.3454039,0.07520891,0.48314607,5.062500301748532,2.797187664155948,"sa3010256"
"Nic Enright","CLE","SIRP","AAA","25.5777777",,54,"50 / 50","","55 / 55","","30 / 45","35+",58,0.38427948,0.05676856,0.25396825,3.4137929911845966,3.0357323713145745,"sa3010299"
"Nick Mikolajchak","CLE","SIRP","AAA","24.7083333",,25,"60 / 60","55 / 60","","50 / 55","40 / 45","40+",39.2,0.35185185,0.05555556,0.31521739,3.17647018093203,3.0242699922069023,"sa3010303"
"Justin Slaten","TEX","SIRP","AA","24.8916666",,29,"50 / 60","60 / 60","","45 / 50","35 / 45","40",82.1,0.30054645,0.08469945,0.34090909,6.012146120397042,4.2721517807233775,"sa3010309"
"Jacob Wallace","BOS","SIRP","AA","23.9805555",,25,"60 / 60","50 / 60","","50 / 55","30 / 40","40",48.2,0.34545455,0.11363636,0.31428571,5.917807600694672,4.7459681486992675,"sa3010374"
"Noah Davis","COL","SP","AA","25.2888888",,22,"45 / 45","50 / 55","50 / 50","40 / 45","40 / 50","40",100,0.25238095,0.10238095,0.42,3.6,4.933075825572014,"sa3010556"
"Hunter Brown","HOU","SIRP","AAA","23.9361111",86,1,"60 / 60","55 / 60","60 / 70","40 / 45","30 / 40","50",100.1,0.30254042,0.11547344,0.50413223,4.036545055125547,3.968242035427755,"sa3010571"
"Louie Varland","MIN","SIRP","AAA","24.6583333",,25,"50 / 55","40 / 50","","45 / 55","40 / 50","40",103,0.33729216,0.07125891,0.42016807,2.0970873786407767,3.385094093242423,"sa3010572"
"Hayden Wesneski","CHC","SP","AAA","24.6694444",,16,"50 / 55","60 / 60","","45 / 50","45 / 45","40+",130.1,0.28816794,0.06870229,0.46273292,3.245524423331899,3.5781244823838523,"sa3010617"
"Denny Larrondo","NYY","SP","CPX","20.1833333",,32,"45 / 60","","55 / 60","35 / 50","35 / 55","35+",25.2,0.33333333,0.14035088,0.38181818,4.558440993861286,4.43721250347242,"sa3010654"
"Jaime Melendez","HOU","SIRP","AA","20.8611111",,29,"60 / 60","40 / 45","50 / 50","40 / 50","30 / 40","35+",58,0.34351145,0.1259542,0.44715447,3.5689655172413794,3.933428089807243,"sa3010660"
"Zack Hess","DET","SIRP","AA","25.4472222",,23,"60 / 60","55 / 60","","40 / 45","40 / 45","40",52.2,0.29613734,0.15021459,0.35483871,3.4177211889222363,4.738748227039099,"sa3010777"
"Morgan McSweeney","BAL","SIRP","AAA","24.875",,48,"55 / 55","60 / 60","","","30 / 40","35+",44.2,0.29648241,0.13065327,0.39622642,4.432836641153312,4.862678455216512,"sa3010781"
"Cayne Ueckert","CHC","SIRP","AAA","26.1888888",,49,"60 / 60","50 / 55","","","30 / 40","35+",31,0.3245614,0.10526316,0.46875,1.4516129032258065,3.800925444595276,"sa3010789"
"Jairo Iriarte","SDP","MIRP","A","20.6416666",,25,"45 / 50","55 / 60","","50 / 55","30 / 40","35+",30,0.23448276,0.08965517,0.44444444,11.4,5.1729824086030325,"sa3010798"
"Edwin Jimenez","MIL","SP","A","20.65",,27,"30 / 45","","55 / 60","40 / 50","25 / 60","35+",39.2,0.28402367,0.07100592,0.4742268,3.8571425480287576,3.7369035511755215,"sa3010800"
"Dylan Spacke","BOS","SIRP","AA","24.4027777",,62,"45 / 45","60 / 60","","40 / 45","50 / 50","35+",67.1,0.29642857,0.07857143,0.49411765,3.07425765796757,3.7728736790985304,"sa3010812"
"Brandon Walter","BOS","MIRP","AAA","25.9111111",,12,"60 / 60","60 / 60","","50 / 55","40 / 50","45",89.1,0.36263736,0.05494505,0.61025641,2.92164195739074,2.518177415241013,"sa3010826"
"Natanael Garabitos","SEA","SIRP","A","22.0055555",,29,"60 / 60","50 / 55","","","20 / 35","35+",40.2,0.31491713,0.15469613,0.39772727,5.311474745519075,5.381305380009052,"sa3011099"
"Colin Peluse","OAK","MIRP","AA","24.1527777",,13,"55 / 70","55 / 55","","40 / 45","35 / 45","40+",101,0.26328502,0.06280193,0.35055351,3.386138613861386,4.150801818972767,"sa3011126"
"Antoine Kelly","TEX","SIRP","AA","22.6694444",,18,"60 / 60","60 / 70","","","30 / 40","40+",19.1,0.28723404,0.20212766,0.37209302,9.775863736655568,5.942145266808152,"sa3011135"
"Sandy Gaston","TBR","SIRP","A","20.6388888",,14,"70 / 80","","50 / 55","45 / 50","30 / 40","45",50,0.33175355,0.16587678,0.5257732,3.6,4.611167206982709,"sa3011136"
"Kolton Ingram","LAA","SIRP","AA","25.7916666",,29,"","","","","","40",46.2,0.35263158,0.13157895,0.49462366,3.4714283349562827,3.506855292892692,"sa3011149"
"Seth Shuman","WSN","SP","A+","24.6805555",,27,"40 / 40","55 / 60","45 / 45","45 / 50","50 / 60","40",90.1,0.24538259,0.06596306,0.3015873,3.68634707103023,4.750696289236394,"sa3011187"
"Nicio Rodriguez","NYY","SIRP","CPX","22.925",,29,"50 / 60","45 / 55","","","30 / 45","35+",42,0.27322404,0.10928962,0.53333333,5.571428824444218,3.9948947650125652,"sa3011194"
"Gunner Mayer","PHI","SIRP","A","22.025",,34,"45 / 55","50 / 60","","30 / 45","30 / 50","35+",26.1,0.28358209,0.1641791,0.41538462,8.886077022078915,5.184062209145325,"sa3011199"
"Colby White","TBR","SIRP","AAA","24.0888888",,20,"70 / 70","45 / 50","","","30 / 40","40+",62.1,0.45021645,0.06493506,0.33653846,1.4438503410140635,2.4823354765490695,"sa3011200"
"Andrew Nardi","MIA","MIRP","AAA","23.9666666",,30,"50 / 50","55 / 55","","45 / 50","45 / 55","35+",52.1,0.31944444,0.07407407,0.45528455,3.6114651875262163,3.185984000608552,"sa3011234"
"Nick Robertson","LAD","SIRP","AA","24.0555555",,29,"70 / 70","50 / 50","","45 / 50","30 / 40","40",58.2,0.25819672,0.06967213,0.39490446,3.5284087850042876,4.151876421484628,"sa3011248"
"Quinn Priester","PIT","SP","AA","21.8916666",93,4,"50 / 50","","70 / 70","30 / 35","30 / 45","50",97.2,0.24078624,0.0958231,0.54716981,3.0409559481317774,4.2639550056745845,"sa3011297"
"Erik Miller","PHI","MIRP","AA","24.4805555",,9,"45 / 50","50 / 55","50 / 55","55 / 60","30 / 50","40+",12.2,0.27586207,0.18965517,0.3,1.421052274941827,5.759605715818065,"sa3011336"
"Will Ethridge","COL","SP","AA","24.6277777",,44,"40 / 40","45 / 50","","50 / 50","35 / 60","35+",98,0.22166247,0.05037783,0.46376812,4.683673560544881,4.513206724631649,"sa3011337"
"Jackson Rutledge","WSN","SIRP","A","23.3472222",,11,"70 / 70","55 / 60","45 / 50","40 / 45","30 / 40","40+",36.1,0.23837209,0.11627907,0.44230769,7.678897688479581,4.8945810396728895,"sa3011338"
"Caleb Freeman","CHW","SIRP","AA","24.4527777",,11,"55 / 60","50 / 55","55 / 60","","40 / 40","40",44,0.29569892,0.10215054,0.39090909,3.272727272727273,4.005988027034718,"sa3011339"
"Seth Johnson","BAL","SP","A+","23.8805555",,17,"55 / 60","50 / 60","45 / 50","40 / 45","30 / 50","40+",93.2,0.28967254,0.08312343,0.48497854,2.8825625906364025,3.706239888614671,"sa3011342"
"Taylor Floyd","MIL","SIRP","A+","24.6611111",,19,"50 / 50","60 / 70","","","40 / 40","40",56,0.37004405,0.10572687,0.50434783,2.892857044327019,3.095069437822735,"sa3011367"
"Drew Parrish","KCR","SP","AAA","24.6611111",,21,"40 / 40","","45 / 45","60 / 60","45 / 55","40",98.2,0.30102041,0.07142857,0.35021097,2.8277026115977244,3.9546597890822244,"sa3011395"
"Nick Bennett","MIL","MIRP","AA","24.9305555",,34,"45 / 45","60 / 60","","45 / 45","35 / 40","35+",102.2,0.25784753,0.09641256,0.46494465,4.470779663757687,4.456775496291746,"sa3011410"
"Chris Clarke","CHC","SP","AA","24.2305555",,31,"40 / 40","45 / 50","50 / 55","45 / 50","60 / 60","40",53.1,0.20762712,0.05508475,0.44970414,4.387500418424646,4.2696130093024545,"sa3011411"
"JJ Goss","TBR","SP","A","21.6138888",,23,"40 / 45","50 / 55","","","35 / 55","40+",10.1,0.27272727,0,0.34375,6.096776069141533,3.413344226372713,"sa3011420"
"Chris Murphy","BOS","MIRP","AAA","24.1694444",,37,"45 / 50","40 / 40","45 / 50","50 / 55","35 / 40","35+",101.1,0.30188679,0.08490566,0.37698413,4.618421284445777,4.24478248183443,"sa3011431"
"Evan Fitterer","MIA","SP","A+","22.1111111",,35,"45 / 50","45 / 50","50 / 55","40 / 50","35 / 45","35+",30.1,0.24626866,0.07462687,0.6627907,4.153845283205372,3.5037164048016334,"sa3011433"
"Matt Cronin","WSN","SIRP","AAA","24.8777777",,32,"60 / 65","","55 / 60","40 / 45","40 / 45","35+",30,0.41322314,0.1322314,0.32692308,3,3.3793327700782356,"sa3011463"
"J.C. Flowers","PIT","SIRP","AA","24.2138888",,20,"55 / 60","60 / 70","","40 / 50","40 / 45","40+",78.2,0.27878788,0.07575758,0.49756098,3.7754234847102093,3.8054986268592503,"sa3011493"
"Brandon Williamson","CIN","SP","AAA","24.3444444",96,4,"50 / 55","55 / 60","55 / 60","55 / 60","35 / 45","50",98.1,0.37408313,0.0806846,0.37980769,3.3864408531287684,3.2908802411837823,"sa3011494"
"Daniel Espino","CLE","SP","AA","21.5861111",7,1,"70 / 80","60 / 70","55 / 60","45 / 55","45 / 50","60",91.2,0.40533333,0.104,0.42696629,3.730908883893994,2.818040946153029,"sa3011495"
"Ryan Jensen","CHC","MIRP","AA","24.7027777",,19,"60 / 60","50 / 50","45 / 50","45 / 50","35 / 45","40+",80,0.27607362,0.09509202,0.54358974,4.1625,3.9683769311755897,"sa3011496"
"Ryne Nelson","ARI","SP","AAA","24.5138888",,6,"60 / 70","55 / 60","55 / 60","40 / 45","40 / 45","45+",116.1,0.34680851,0.08510638,0.36434109,3.171919909454604,3.67207136064062,"sa3011524"
"Matt Canterino","MIN","MIRP","CPX","24.6444444",,6,"55 / 55","55 / 60","50 / 55","55 / 60","40 / 45","45+",23,0.53571429,0.04761905,0.38235294,0.782608695652174,1.2436200172356942,"sa3011530"
"Adam Macko","SEA","SP","A+","21.6",,9,"45 / 55","55 / 55","55 / 60","","30 / 45","40+",33.1,0.36129032,0.13548387,0.38028169,4.590000700378525,4.102536544854471,"sa3011555"
"Cole Waites","SFG","SIRP","AA","24.1555555",,42,"70 / 70","45 / 55","","","20 / 35","35+",13.1,0.65957447,0.12765957,0.6,0.6750001609325793,1.402402744169776,"sa3011556"
"Yehizon Sanchez","OAK","SP","A","21.7222222",,41,"","","","","","35+",26,0.24590164,0.14754098,0.44444444,7.615384615384615,5.435655629864106,"sa3011574"
"Mitchell Stumpo","ARI","SIRP","AAA","26.1361111",,38,"50 / 55","50 / 55","","","30 / 35","35+",51.1,0.32673267,0.06435644,0.52542373,2.629870292729854,3.229174250137804,"sa3011585"
"Zach King","MIA","SP","AA","24.2666666",,26,"40 / 40","55 / 55","","45 / 50","40 / 50","35+",78,0.22067039,0.09217877,0.45957447,5.884615384615385,4.674234974919221,"sa3011592"
"Jack Weisenburger","OAK","SIRP","AA","24.8277777",,32,"55 / 55","70 / 70","","","30 / 35","40",52.2,0.31223629,0.15189873,0.38211382,3.759494260877602,4.419487489711998,"sa3011607"
"Starlyn Castillo","PHI","SIRP","A","20.45",,39,"55 / 60","55 / 60","","40 / 50","30 / 45","35+",20.2,0.22222222,0.11111111,0.41071429,4.354838039823034,4.9440031936843996,"sa3011608"
"Joey Estes","OAK","SP","A+","20.8277777",,22,"55 / 60","40 / 45","","50 / 55","35 / 55","40",99,0.32070707,0.07323232,0.33187773,2.909090909090909,3.775401180320316,"sa3011637"
"Josh Wolf","CLE","MIRP","A","21.9305555",,38,"50 / 55","50 / 55","","40 / 50","30 / 45","40",65.2,0.22558923,0.11447811,0.58695652,5.34517849300458,4.620065125501344,"sa3011638"
"Conor Grammes","ARI","SIRP","A+","25.0472222",,18,"65 / 70","60 / 70","55 / 60","","30 / 35","40",25.1,0.26446281,0.09917355,0.43243243,7.460527251962267,4.293954844265903,"sa3011651"
"Drey Jameson","ARI","SP","AAA","24.9694444",71,4,"70 / 70","60 / 70","50 / 50","50 / 55","40 / 45","50",110.2,0.3125,0.07758621,0.48148148,3.9849401253334986,3.652753519253778,"sa3011652"
"Josh Gessner","TEX","MIRP","A","22.1138888",,41,"40 / 40","60 / 60","","","30 / 50","35+",37,0.4,0.1375,0.5,4.135135135135135,3.6121506944866635,"sa3011658"
"DJ Herz","CHC","MIRP","AA","21.5888888",,10,"50 / 55","45 / 50","","60 / 70","30 / 35","45",81.2,0.40432099,0.13580247,0.37226277,3.306122860795358,3.726545998978378,"sa3011680"
"Brendan Cellucci","BOS","SIRP","A+","24.1",,50,"50 / 50","","60 / 60","","20 / 35","35+",37.1,0.34104046,0.16184971,0.55952381,5.303572151125792,3.9722009737990978,"sa3011710"
"Sem Robberse","TOR","SP","A+","20.8166666",,12,"45 / 50","45 / 55","50 / 55","30 / 50","30 / 50","40+",88.2,0.23136247,0.09768638,0.48987854,4.364661403761475,4.341045019695518,"sa3011735"
"Brennan Malone","PIT","SP","A","21.9111111",,59,"50 / 50","50 / 55","50 / 55","40 / 50","35 / 50","35+",14,0.25806452,0.16129032,0.53571429,3.857142791456107,4.940952798827914,"sa3011741"
"Jean Pinto","BAL","SIRP","A+","21.575",,24,"50 / 60","60 / 60","","40 / 45","30 / 50","40",66.2,0.328125,0.06640625,0.52777778,2.2949998249054087,3.1596379219519948,"sa3011803"
"Bradley Blalock","BOS","SP","A+","21.6138888",,41,"55 / 60","45 / 50","30 / 45","30 / 40","30 / 45","35+",86.1,0.21794872,0.09230769,0.46875,4.2741315259384995,4.404125234671724,"sa3011809"
"Luis Vizcaino","MIA","SP","CPX","21.075",,29,"40 / 45","","60 / 70","","30 / 50","35+",49.1,0.24285714,0.11428571,0.42608696,2.9189192198592746,4.952248380857776,"sa3011812"
"Blake Walston","ARI","SP","AA","21.1055555",,7,"35 / 45","45 / 50","55 / 60","45 / 55","35 / 55","45+",95.2,0.28817734,0.08128079,0.39837398,3.7630666022288466,4.387203608232925,"sa3011814"
"Tyler Schlaffer","CHC","SP","A+","21.2",,36,"40 / 50","","45 / 50","45 / 55","30 / 45","40",55,0.22267206,0.08906883,0.39751553,4.581818022925012,4.838940029312317,"sa3011815"
"Trevor McDonald","SFG","MIRP","A","21.4444444",,36,"45 / 50","45 / 50","50 / 55","","30 / 50","35+",70.1,0.22468354,0.10759494,0.52331606,4.094787123143283,5.39029208667196,"sa3011835"
"Andrew Dalquist","CHW","SP","A+","21.7305555",,26,"40 / 45","40 / 50","45 / 55","40 / 50","30 / 40","35+",83,0.20050761,0.14213198,0.41975309,4.9879518072289155,5.935791899712689,"sa3011841"
"Matthew Thompson","CHW","SP","AA","21.9861111",,15,"45 / 50","40 / 45","50 / 55","40 / 50","35 / 50","40",73.2,0.23423423,0.11411411,0.44549763,5.986426166023657,4.920285230389416,"sa3011866"
"Cade Cavalli","WSN","SP","AAA","23.9777777",20,2,"70 / 70","55 / 60","55 / 60","55 / 60","30 / 45","55",123.1,0.33524904,0.11494253,0.46323529,3.356756531803879,3.5203135274972546,"sa3014421"
"Bobby Miller","LAD","SP","AA","23.3361111",44,2,"65 / 70","60 / 60","","45 / 55","40 / 45","50",56.1,0.30434783,0.05652174,0.4469697,2.396449839374714,3.526387132776808,"sa3014422"
"Asa Lacy","KCR","SIRP","AA","23.1777777",,10,"60 / 70","60 / 70","55 / 60","45 / 50","30 / 35","40+",52,0.33333333,0.17299578,0.33333333,5.1923076923076925,4.7042218141830885,"sa3014423"
"J.T. Ginn","OAK","SP","AA","23.2111111",,10,"50 / 55","60 / 60","","40 / 50","35 / 55","45",92,0.21891892,0.05945946,0.616,3.032608695652174,3.8465763928437573,"sa3014428"
"Chris McMahon","COL","SP","CPX","23.5055555",,19,"40 / 45","50 / 55","","45 / 55","35 / 50","40",114.1,0.24536082,0.06597938,0.39197531,4.172011847404807,4.559028429155218,"sa3014429"
"R.J. Dabovich","SFG","SIRP","AAA","23.5694444",,10,"70 / 70","","55 / 60","","30 / 40","40+",32.1,0.48818898,0.1023622,0.26,2.783504607307865,2.472108346668367,"sa3014431"
"Connor Phillips","CIN","MIRP","AA","21.2555555",,11,"50 / 60","60 / 60","50 / 55","","30 / 40","45",76,0.32647059,0.13529412,0.40236686,4.618421052631579,4.522839641061269,"sa3014433"
"Jeff Criswell","OAK","MIRP","AA","23.4055555",,14,"55 / 60","55 / 60","45 / 50","40 / 45","30 / 40","40+",12,0.24,0.08,0.53125,4.5,4.202078488469125,"sa3014435"
"Bryce Jarvis","ARI","SP","AA","24.6111111",,10,"50 / 50","50 / 55","45 / 45","50 / 55","40 / 55","45",75.1,0.28253968,0.0952381,0.39247312,4.420354280748909,4.205764578335352,"sa3014437"
"Cole Wilcox","TBR","SP","CPX","23.0611111",,12,"55 / 60","55 / 60","","45 / 55","35 / 45","45",44.1,0.29885057,0.02873563,0.61111111,2.0300754208758844,2.8368692371384823,"sa3014443"
"Logan Allen","CLE","SP","AAA","23.9194444",92,5,"55 / 55","40 / 45","","","45 / 55","50",111.1,0.33178654,0.06032483,0.35826772,2.2634731572989804,3.366609252558748,"sa3014444"
"Cole Henry","WSN","SP","AAA","23.0583333",72,5,"55 / 60","55 / 60","","55 / 60","40 / 45","50",47,0.38251366,0.06557377,0.4516129,2.297872340425532,3.3482117508954192,"sa3014446"
"Tanner Burns","CLE","SP","AA","23.6055555",,33,"45 / 45","50 / 55","45 / 45","45 / 50","40 / 50","40",75.2,0.28888889,0.09206349,0.40106952,3.568282418041134,4.207575376745223,"sa3014451"
"Bryce Bonnin","CIN","SIRP","A+","23.8194444",,18,"55 / 55","55 / 60","","30 / 45","30 / 40","40+",47,0.38586957,0.0923913,0.47252747,2.872340425531915,2.9564440466305046,"sa3014453"
"Sam Weatherly","COL","SIRP","CPX","23.1888888",,13,"55 / 55","55 / 60","50 / 55","40 / 45","30 / 45","40+",69,0.32432432,0.10810811,0.34193548,4.826086956521739,4.708683259720388,"sa3014455"
"Emerson Hancock","SEA","SP","AA","23.1833333",,5,"45 / 50","55 / 60","45 / 50","55 / 60","35 / 55","45",44.2,0.24022346,0.09497207,0.50434783,2.61940279865245,4.191068232468848,"sa3014456"
"Jared Jones","PIT","SP","A+","21",,8,"60 / 60","55 / 60","55 / 55","40 / 50","30 / 45","45",66,0.3410596,0.11258278,0.43478261,4.636363636363637,3.7506926331330432,"sa3014459"
"Beck Way","KCR","SP","A+","23",,20,"50 / 55","45 / 50","","45 / 50","30 / 45","40",63.1,0.30740741,0.14074074,0.59574468,3.9789475681379,4.106115353579959,"sa3014462"
"Jared Kelley","CHW","SIRP","A","20.8416666",,10,"55 / 60","30 / 40","","60 / 70","30 / 50","40+",23.2,0.21428571,0.20634921,0.46031746,7.6056327046065055,6.603053759654532,"sa3014471"
"Christian Roa","CIN","SP","A+","23.3444444",,29,"50 / 50","50 / 50","55 / 55","50 / 55","35 / 50","40",58.2,0.26907631,0.10441767,0.40397351,3.5284087850042876,4.213039300101516,"sa3014477"
"Zach McCambley","MIA","MIRP","AA","23.2861111",,38,"30 / 30","","70 / 70","40 / 45","30 / 45","35+",97,0.29339853,0.06356968,0.36842105,4.360824742268041,3.936628599388083,"sa3014478"
"Owen White","TEX","SP","AA","22.9916666",73,5,"50 / 55","55 / 60","50 / 50","45 / 55","50 / 60","50",35.1,0.39716312,0.08510638,0.39393939,3.0566042135856506,2.921673730406292,"sa3014481"
"Jared Shuster","ATL","SP","AAA","24.0083333",,2,"40 / 45","45 / 50","","55 / 60","45 / 60","45",73,0.2970297,0.0660066,0.35789474,4.4383562803492165,4.177335707774885,"sa3014483"
"Christian Chamberlain","KCR","SIRP","AA","23.0444444",,25,"45 / 60","","60 / 60","40 / 45","30 / 35","40",3.2,0.4,0.06666667,0.5,4.909086333822937,2.4760734794034325,"sa3014486"
"Will Klein","KCR","SIRP","AA","22.6888888",,38,"60 / 60","","55 / 60","","30 / 35","35+",70.1,0.40878378,0.14864865,0.504,3.199052364045807,3.0156738364436446,"sa3014487"
"Trent Palmer","TOR","MIRP","AA","23.3416666",,32,"40 / 45","50 / 50","","60 / 60","30 / 40","35+",63,0.31203008,0.15789474,0.5,3,4.266848825485933,"sa3014491"
"Nick Frasso","LAD","SP","A+","23.8",,20,"45 / 55","","40 / 45","40 / 50","30 / 50","40+",5,0.38095238,0.0952381,0.4,0,2.9059464395046235,"sa3014492"
"Burl Carraway","CHC","SIRP","AA","23.1916666",,52,"65 / 70","","70 / 70","","20 / 30","35+",35.2,0.31952663,0.27218935,0.46875,5.299064948263351,5.786637399070182,"sa3014495"
"Joe Boyle","CIN","SIRP","AA","22.9777777",,56,"80 / 80","50 / 55","","","20 / 30","35+",19.2,0.50617284,0.17283951,0.45833333,2.2881352233668144,2.785835275998675,"sa3014498"
"Nick Garcia","PIT","SP","A+","23.2944444",,35,"40 / 45","45 / 50","40 / 45","50 / 55","30 / 50","40",74.2,0.24776119,0.10447761,0.50505051,4.218750574759153,4.628336906122701,"sa3014501"
"Carmen Mlodzinski","PIT","MIRP","AA","23.4638888",,31,"50 / 50","50 / 50","","40 / 45","35 / 50","40",52.1,0.29464286,0.09821429,0.44360902,3.9554143971645472,4.046737455983516,"sa3014505"
"Ian Seymour","TBR","MIRP","AA","23.6472222",,13,"45 / 45","50 / 55","","50 / 55","50 / 55","45",55.1,0.40654206,0.08878505,0.37373737,1.9518074083266117,3.4304497128336777,"sa3014512"
"Kyle Harrison","SFG","SP","AA","20.9833333",30,2,"55 / 60","60 / 60","","45 / 60","35 / 55","50",98.2,0.35681818,0.11818182,0.50480769,3.1925678967210818,4.059346139132964,"sa3014513"
"Luke Little","CHC","SIRP","A","21.9333333",,37,"70 / 70","50 / 55","","","30 / 35","40",11,0.38,0.1,0.3,4.909090909090909,4.5558428070761945,"sa3014514"
"Justin Lange","NYY","SP","CPX","20.9027777",,19,"55 / 60","40 / 50","","40 / 50","20 / 45","40+",22,0.28431373,0.14705882,0.41666667,6.954545454545454,5.296013047478416,"sa3014517"
"Landon Knack","LAD","SP","AA","25.5583333",,13,"60 / 60","","50 / 55","45 / 50","40 / 50","45",62.1,0.33333333,0.03252033,0.42758621,3.176470167046693,3.1426173639255977,"sa3014518"
"Tekoah Roby","TEX","SP","A+","20.8833333",,22,"40 / 50","","40 / 45","45 / 55","30 / 50","40",22,0.38888889,0.07777778,0.47727273,2.4545454545454546,3.32741918861866,"sa3014519"
"Jeremy Wu-Yelland","BOS","SIRP","A+","23.1166666",,51,"50 / 55","55 / 60","45 / 45","45 / 50","30 / 35","35+",76,0.27355623,0.12765957,0.36956522,3.9078947368421053,5.006857845893032,"sa3014520"
"Kyle Nicolas","PIT","SIRP","AA","23.4555555",,14,"55 / 60","55 / 60","45 / 45","30 / 30","30 / 40","40+",99,0.31924883,0.11502347,0.32758621,4.181818181818182,4.27213825627942,"sa3014523"
"Karl Kauffmann","COL","SP","AAA","24.975",,31,"45 / 50","45 / 50","","50 / 55","30 / 45","40",91.1,0.16099773,0.09750567,0.52715655,6.8978104590607545,5.041395762724641,"sa3014526"
"Mick Abel","PHI","SP","A+","20.9666666",18,1,"55 / 65","","55 / 70","45 / 55","35 / 55","55",44.2,0.34920635,0.14285714,0.40449438,4.432835316121649,4.113560099267527,"sa3014534"
"Dax Fulton","MIA","SP","A+","20.8055555",,10,"40 / 40","","60 / 60","45 / 55","35 / 55","45",78.1,0.24925816,0.11275964,0.51707317,4.5957441959407515,4.145904537796106,"sa3014535"
"Clayton Beeter","NYY","SIRP","AA","23.825",,13,"60 / 60","60 / 60","60 / 60","","30 / 40","45",52.1,0.36619718,0.10328638,0.43518519,3.4394907801430845,3.3693291994354957,"sa3014536"
"Ian Bedell","STL","SP","A+","22.9194444",,13,"40 / 45","","55 / 60","40 / 50","35 / 60","40",2.2,0.23529412,0.11764706,0.3,10.124987024830519,7.8648083589349165,"sa3014538"
"Jack Kochanowicz","LAA","SP","A","21.6222222",,35,"45 / 45","45 / 50","55 / 60","45 / 50","30 / 50","35+",83.1,0.18961039,0.09090909,0.48863636,6.9120004218750255,5.30990700523342,"sa3014539"
"Ben Hernandez","KCR","SIRP","A","21.0972222",,26,"50 / 55","35 / 40","","60 / 60","30 / 50","40",35.1,0.21290323,0.10967742,0.51485149,4.330189068829255,5.011777147349071,"sa3014541"
"Nick Swiney","SFG","SP","A+","23.4833333",,11,"40 / 45","","50 / 55","50 / 55","35 / 55","40+",32.1,0.42028986,0.13043478,0.49122807,0.8350516284914733,3.200254827199214,"sa3014542"
"Levi Stoudt","CIN","MIRP","AAA","24.6722222",,28,"50 / 50","55 / 55","","30 / 40","50 / 60","40",81.2,0.25519288,0.10979228,0.40776699,3.306122320287186,4.889526066090882,"sa3014545"
"Chih-Jung Liu","BOS","SIRP","A+","23.3305555",,49,"40 / 60","50 / 60","","","30 / 40","35+",55.1,0.25974026,0.08225108,0.42176871,4.228916051374325,3.966272881778822,"sa3014675"
