Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Luis Perales","BOS","SIRP","CPX","19.3111111",,35,"60 / 60","","45 / 55","30 / 45","20 / 40","35+",2,0.375,0.125,0.25,4.5,2.8734619215130808,"sa3014677"
"Alex Santos II","HOU","SP","A","20.4888888",,33,"45 / 55","30 / 50","50 / 55","","25 / 50","35+",41.2,0.26229508,0.16393443,0.27722772,3.4559995781250517,5.496715676371598,"sa3014684"
"Robert Dominguez","NYM","SP","A","20.6833333",,31,"55 / 60","","50 / 60","40 / 45","20 / 50","35+",12,0.16666667,0.15,0.575,8.25,5.761869909365972,"sa3014694"
"Stevie Emanuels","OAK","SP","A","23.5166666",,49,"40 / 50","50 / 55","","40 / 50","30 / 55","35+",28.1,0.19685039,0.11023622,0.46987952,6.035294794788898,5.075414185025004,"sa3014698"
"Po-Yu Chen","PIT","SP","A","20.8444444",,24,"30 / 40","","45 / 50","","35 / 60","40",42,0.25142857,0.06857143,0.41463415,2.5714285714285716,4.061682433989786,"sa3014699"
"Brayan Medina","MIN","SP","CPX","19.8333333",,38,"45 / 55","","45 / 55","30 / 45","30 / 45","35+",33.2,0.30434783,0.14906832,0.37974684,5.881187563491333,4.009222791373928,"sa3014705"
"Tink Hence","STL","SP","A","20",,7,"55 / 60","","55 / 60","30 / 50","35 / 55","40+",8,0.34146341,0.07317073,0.25,9,3.841269946470857,"sa3014709"
"CJ Van Eyk","TOR","SP","A+","23.8916666",,8,"50 / 50","50 / 55","45 / 50","50 / 55","30 / 45","40+",80.1,0.28328612,0.11048159,0.43478261,5.825726509931668,4.580946489338979,"sa3014713"
"Andry Lara","WSN","SP","A","19.5833333",,19,"45 / 55","50 / 55","","40 / 50","25 / 55","40",48.1,0.25365854,0.10243902,0.39495798,4.6551716177416695,4.80725465644058,"sa3014716"
"Slade Cecconi","ARI","SP","AA","23.1166666",,9,"45 / 50","55 / 60","50 / 55","40 / 45","35 / 50","45",59,0.25403226,0.08064516,0.44375,4.11864406779661,4.71171849541745,"sa3014739"
"Garrett Acton","OAK","SIRP","AAA","24.1416666",,24,"65 / 65","45 / 50","","45 / 50","30 / 40","40",53.2,0.40465116,0.08372093,0.26168224,3.6894415619979326,3.341074091936983,"sa3014787"
"Xzavion Curry","CLE","SP","AAA","24.025",,12,"60 / 60","45 / 50","50 / 55","30 / 35","55 / 60","45",97.2,0.3203125,0.04166667,0.30508475,2.303754506160437,3.6113060656988925,"sa3014790"
"Eric Orze","NYM","SP","AAA","24.9583333",,10,"45 / 50","45 / 50","","","45 / 55","45",49.2,0.33168317,0.06930693,0.4122807,3.080537307091183,3.5186070220900105,"sa3014793"
"Eury Perez","MIA","SP","AA","19.3083333",4,1,"55 / 70","50 / 60","45 / 50","45 / 60","50 / 70","60",78,0.35409836,0.0852459,0.36477987,1.9615384615384615,3.5263149969279772,"sa3014807"
"Gavin Stone","LAD","MIRP","AA","23.8083333",,10,"60 / 60","50 / 55","45 / 50","55 / 60","30 / 40","45",91,0.36507937,0.06613757,0.48792271,3.758241758241758,2.8928754637202063,"sa3014810"
"Edwin Nunez","STL","SIRP","CPX","20.7527777",,30,"55 / 70","","45 / 55","","20 / 35","35+",53.2,0.20486111,0.19444444,0.4025974,10.900620084905201,7.021198885567847,"sa3014813"
"Vin Timpanelli","CIN","SIRP","A+","23.8444444",,39,"50 / 55","60 / 70","","","30 / 40","40",45.1,0.39583333,0.15625,0.4,2.9779407588256444,4.174245188347184,"sa3014814"
"Bryce Montes de Oca","NYM","SIRP","AAA","26.2861111",,27,"70 / 70","60 / 60","","","30 / 30","35+",34,0.30128205,0.17307692,0.41891892,4.500000236665514,5.430806636680895,"sa3014843"
"Blake Brown","PHI","SIRP","AA","23.9666666",,26,"65 / 70","45 / 50","40 / 45","","30 / 40","35+",41,0.32065217,0.19565217,0.41666667,3.073170731707317,5.382062561555607,"sa3014847"
"Evan Reifert","TBR","SIRP","A+","23.2277777",,53,"55 / 60","60 / 70","","","20 / 30","35+",60,0.40234375,0.140625,0.43925234,2.1,3.4779148722688364,"sa3014860"
"Carson Spiers","CIN","SP","AA","24.7361111",,19,"45 / 50","55 / 60","","40 / 50","35 / 55","40+",111.2,0.29017857,0.07589286,0.36567164,3.5462685557616345,4.033583427226438,"sa3014863"
"Justin Sterner","TBR","SIRP","AA","25.9361111",,54,"50 / 55","60 / 60","","","55 / 55","35+",57.1,0.325,0.0875,0.27131783,3.453488563575776,4.0577213219371515,"sa3014864"
"Stevie Branche","CIN","SIRP","CPX","25.2166666",,46,"55 / 60","50 / 60","","","30 / 40","35+",58.1,0.4,0.14,0.44554455,2.7771430992905186,3.457283767092103,"sa3014866"
"Yosver Zulueta","TOR","SIRP","AA","24.5361111",,17,"70 / 70","","50 / 55","","40 / 40","40",0,0,0,0,0,3.801367235183716,"sa3014869"
"Ryan Murphy","SFG","SP","AA","22.8277777",,23,"40 / 40","45 / 50","40 / 45","45 / 50","35 / 60","40",107.1,0.39328537,0.06235012,0.41706161,2.515528024813493,3.219441279293491,"sa3014871"
"Ben Leeper","CHC","SIRP","AAA","25.1416666",,18,"65 / 70","55 / 60","","","30 / 35","40+",35,0.38970588,0.09558824,0.34848485,1.2857142857142858,3.3852001989744167,"sa3014907"
"Sean Mooney","MIN","SP","A+","24.5694444",,27,"40 / 45","55 / 60","","50 / 55","35 / 55","35+",42,0.40340909,0.13068182,0.32,2.7857142857142856,3.6692345823915233,"sa3014913"
"A.J. Block","KCR","SIRP","A+","24.3055555",,41,"30 / 30","60 / 60","","50 / 55","30 / 45","35+",101,0.29807692,0.08653846,0.50917431,3.297029702970297,3.662628185158909,"sa3014916"
"Jake Eder","MIA","SIRP","AA","23.825",,5,"55 / 60","70 / 70","","40 / 45","35 / 40","45+",71.1,0.34494774,0.09407666,0.50331126,1.7663552661329085,3.1756138301923853,"sa3014917"
"Carson Ragsdale","SFG","SP","CPX","24.1972222",,53,"45 / 50","","55 / 60","","35 / 55","35+",113.2,0.33805668,0.09109312,0.37078652,4.434017992127538,4.02653616168129,"sa3014922"
"Kyle Brnovich","BAL","SP","AAA","24.7944444",,30,"40 / 40","","55 / 60","45 / 50","55 / 60","40",95,0.31538462,0.06666667,0.42035398,3.3157894736842106,3.4677878649077396,"sa3014923"
"Dane Acker","TEX","SP","CPX","23.3472222",,17,"55 / 60","45 / 50","45 / 50","40 / 45","30 / 45","40+",6.1,0.40740741,0.03703704,0.45454545,2.8421066897074496,2.3049490058768813,"sa3014924"
"Brandon Young","BAL","SP","AA","23.9638888",,39,"45 / 45","45 / 50","55 / 55","50 / 55","30 / 50","35+",84.1,0.32478632,0.10541311,0.44680851,3.5217393428358803,3.7766055154630203,"sa3014926"
"Max Bain","CHC","SP","AA","26.8583333",,38,"55 / 55","45 / 50","55 / 60","","30 / 40","40",93,0.26650943,0.13207547,0.33187773,5.516129032258065,5.229326916061422,"sa3014932"
"Mitchell Parker","WSN","MIRP","A+","22.8583333",,33,"50 / 55","","55 / 55","30 / 40","30 / 40","35+",101.2,0.31929047,0.08425721,0.39147287,4.868852946182296,3.8355830014376604,"sa3014973"
"Taylor Dollard","SEA","SP","AA","23.4694444",,4,"40 / 45","55 / 60","45 / 45","45 / 50","35 / 60","45",105,0.28976035,0.05228758,0.36678201,5.142857142857143,3.9708494351744736,"sa3014982"
"Brandon Pfaadt","ARI","SP","AAA","23.8083333",85,5,"60 / 60","55 / 55","50 / 50","50 / 55","45 / 55","50",131.2,0.30245747,0.05293006,0.38297872,3.2126584760571038,3.988897025276084,"sa3014983"
"Zach Brzykcy","WSN","SIRP","AA","23.0666666",,25,"60 / 60","","55 / 55","","30 / 35","40",62.1,0.32330827,0.09398496,0.37241379,5.197861386700912,4.254250077730323,"sa3014984"
"Adam Seminaris","LAA","MIRP","AAA","23.7972222",,27,"35 / 40","","45 / 50","55 / 60","45 / 60","40",83.1,0.30434783,0.07065217,0.53023256,4.8600002966308775,3.442049078466159,"sa3015010"
"Trey Benton","CLE","SIRP","A+","24.1333333",,52,"45 / 50","","55 / 60","","30 / 40","35+",17,0.26666667,0.32222222,0.51515152,7.411764705882353,7.100893263957079,"sa3015034"
"Mason Englert","TEX","SP","A+","22.7638888",,23,"40 / 40","50 / 50","45 / 45","50 / 55","35 / 55","40",80.2,0.26315789,0.07602339,0.37914692,4.351240218137658,4.544101277139889,"sa3015036"
"Davis Daniel","LAA","SIRP","AAA","25.1527777",,24,"50 / 60","50 / 55","55 / 55","35 / 40","45 / 50","40",114.2,0.32083333,0.07083333,0.34751773,3.9244184305759506,3.891802379605935,"sa3015037"
"Marc Church","TEX","SIRP","AA","21.35",,12,"70 / 70","55 / 60","","","35 / 55","45",27.1,0.42982456,0.07017544,0.28846154,4.280488302706312,2.6171193591838273,"sa3015080"
"Chase Walter","SDP","SIRP","A+","24.0277777",,31,"55 / 55","50 / 55","","","30 / 40","35+",39,0.42774566,0.15606936,0.53030303,2.5384615384615383,3.416872756343328,"sa3015112"
"Daniel Palencia","CHC","SP","A+","22.5027777",,22,"60 / 60","","50 / 55","","30 / 45","40+",41.1,0.28888889,0.13333333,0.29,4.790322949065159,5.220967679416726,"sa3015122"
"Coleman Crow","LAA","MIRP","AA","21.6",,22,"40 / 40","50 / 55","55 / 55","30 / 40","50 / 55","40",62.1,0.21602787,0.1010453,0.43093923,4.187166117064623,5.371575992172993,"sa3015142"
"Alejandro Hidalgo","LAA","SP","A","19.2055555",,15,"40 / 50","","50 / 60","40 / 50","20 / 45","40",27,0.26271186,0.07627119,0.27027027,4.666666666666667,4.945115792309797,"sa3015151"
"Emiliano Teodo","TEX","SIRP","A","21.4777777",,27,"70 / 70","","55 / 60","","20 / 35","40",29.1,0.36090226,0.13533835,0.67741935,3.3750003657558145,3.86635517642373,"sa3015158"
"Manuel Mercedes","SFG","SP","A","19.875",,18,"50 / 60","40 / 50","","35 / 60","20 / 45","40+",56.1,0.24603175,0.09920635,0.58088235,5.112426497097263,4.6072198882274,"sa3015214"
"Joe Elbis","ARI","SP","A","19.8666666",,21,"30 / 45","45 / 50","45 / 50","45 / 55","25 / 60","40",53.2,0.2706422,0.03211009,0.3880597,3.5217387966616807,4.101290324409362,"sa3015216"
"Wilmer Flores","DET","SIRP","AA","21.4611111",,12,"60 / 70","45 / 50","55 / 60","","30 / 40","40+",66,0.3202847,0.08540925,0.52258065,3.6818181818181817,3.1808016449890357,"sa3015223"
"Dahian Santos","TOR","SP","A","19.4444444",,16,"40 / 55","55 / 60","","30 / 45","20 / 45","40",40.1,0.33142857,0.09142857,0.40229885,5.578513100176485,3.47508417672044,"sa3015282"
"Cristian Mena","CHW","SP","A+","19.625",,22,"30 / 45","","50 / 60","40 / 45","25 / 55","35+",48.1,0.26956522,0.09130435,0.46099291,7.820690478167354,4.461397844665647,"sa3015302"
"Juan Mendez","MIN","SIRP","A","23.8",,37,"45 / 55","40 / 50","","40 / 45","30 / 40","35+",27.2,0.30081301,0.11382114,0.51666667,3.578312841862042,4.181961046756653,"sa3015336"
"John McMillon","KCR","SIRP","A","24.525",,24,"70 / 70","50 / 55","","","20 / 35","40",17,0.3902439,0.15853659,0.20588235,7.4117603401025,4.6941961236198635,"sa3015344"
"Jean Cabrera","PHI","SP","A","20.7944444",,33,"50 / 60","40 / 45","","30 / 50","30 / 45","35+",52.2,0.31122449,0.05102041,0.49166667,1.5379745350150062,2.5288905509462807,"sa3015433"
"Yoniel Curet","TBR","SP","CPX","19.7583333",,52,"45 / 50","30 / 50","45 / 50","30 / 50","20 / 50","35+",51,0.28506787,0.12217195,0.48979592,3.7058823529411766,4.18004298569525,"sa3015446"
"Fernando Guanare","LAA","SP","A","19.125",,28,"30 / 45","35 / 55","45 / 50","30 / 50","25 / 60","40",50,0.27040816,0.00510204,0.53435115,1.8,2.4793180562555794,"sa3015496"
"Joel Diaz","NYM","SP","A","18.4444444",,16,"40 / 45","","55 / 60","30 / 50","25 / 55","40",50.1,0.32307692,0.04615385,0.48214286,0.5364238952660866,2.7513441611606297,"sa3015500"
"Yaqui Rivera","BAL","SP","A","19.0472222",,38,"","","","","","35+",39,0.26946108,0.10778443,0.40860215,3.6923076923076925,3.939045997269643,"sa3015504"
"Winston Santos","TEX","SP","A","20.3083333",,24,"45 / 50","45 / 50","","50 / 55","35 / 55","40",33,0.26865672,0.06716418,0.45121951,3.272727272727273,4.446891564266249,"sa3015952"
"Alexander Alberto","TBR","SP","CPX","20.7611111",,62,"30 / 50","40 / 55","","","30 / 40","35+",25.2,0.17073171,0.15447154,0.57352941,4.207791686641187,5.158098300995961,"sa3015986"
"Randel Clemente","STL","SIRP","CPX","20.7194444",,31,"50 / 60","45 / 55","","","30 / 40","35+",33.1,0.20958084,0.17365269,0.52873563,4.860000741577261,5.532657624955762,"sa3016003"
"Gerelmi Maldonado","SFG","SP","CPX","18.625",,51,"50 / 60","","40 / 55","","20 / 50","35+",29.1,0.22556391,0.12781955,0.3974359,5.215909656168077,4.7022655594406535,"sa3016018"
"Maximo Martinez","LAD","SP","CPX","18.125",,28,"50 / 55","40 / 50","50 / 55","30 / 40","25 / 55","40",28.1,0.16153846,0.12307692,0.43243243,4.764706416938604,5.681886745560098,"sa3016026"
"Reynardo Cruz","CIN","SP","A","20.7833333",,49,"35 / 50","45 / 55","","30 / 50","25 / 55","35+",38.1,0.33136095,0.1183432,0.45714286,2.3478262816575324,4.0348066721165665,"sa3016032"
"Jordy Vargas","COL","SP","A","18.75",,4,"50 / 60","","55 / 60","30 / 55","25 / 55","45",34.2,0.32394366,0.11267606,0.36986301,1.29807673262424,3.1227369995912104,"sa3016052"
"Joaquin Tejada","PIT","SP","CPX","19.0555555",,40,"40 / 50","25 / 55","55 / 60","","20 / 50","40",28.2,0.24264706,0.125,0.43661972,4.3953483497987405,4.590243434126316,"sa3016207"
"Victor Juarez","COL","SP","A","19.1305555",,10,"40 / 50","","50 / 55","45 / 55","35 / 70","40+",36.2,0.33098592,0.04929577,0.51219512,2.2090907175679018,2.7694833970728996,"sa3016226"
"Kyle Hurt","LAD","MIRP","AA","24.1833333",,41,"55 / 55","30 / 40","","55 / 60","30 / 40","35+",21,0.39130435,0.10869565,0.54545455,5.571428571428571,3.237249322706366,"sa3016453"
"Miguel Ullola","HOU","SIRP","A","20.1305555",,27,"55 / 60","50 / 60","","","30 / 40","35+",24.1,0.35849057,0.19811321,0.53333333,4.068493682194237,3.779994612430185,"sa3016504"
"Bryan Perez","COL","SP","CPX","18.9111111",,43,"55 / 60","45 / 50","","30 / 45","20 / 45","35+",32.1,0.26717557,0.07633588,0.54117647,2.7835055925043783,2.9904638432911828,"sa3016515"
"Kendry Rojas","TOR","SIRP","CPX","19.6944444",,24,"45 / 60","","45 / 55","","20 / 45","35+",23.2,0.44827586,0.05747126,0.44186047,2.2816898343677474,2.426301393426983,"sa3016746"
"Andrew Moore","CIN","SIRP","A","22.9861111",,44,"55 / 60","45 / 50","60 / 70","","30 / 40","35+",19.1,0.16666667,0.1875,0.45454545,6.982759768841146,7.396751487319801,"sa3016795"
"Linse Carvajal","TBR","SIRP","-1","23.6694444",,61,"60 / 60","50 / 55","","","40 / 45","35+",7.1,0.17948718,0.12820513,0.40740741,11.045459333532218,6.362571786048343,"sa3016841"
"Gordon Graceffo","STL","SP","AA","22.3861111",95,5,"50 / 55","55 / 60","55 / 55","55 / 55","50 / 55","50",26,0.31896552,0.07758621,0.609375,1.7307692307692308,3.021015699838217,"sa3016849"
"Ryan Loutos","STL","SIRP","AAA","23.5194444",,25,"60 / 60","","45 / 50","","60 / 60","35+",22.2,0.24761905,0.05714286,0.4057971,5.558822749807869,4.02801615029238,"sa3016850"
"Jimmy Joyce","SEA","SIRP","A+","23.5638888",,22,"40 / 50","40 / 45","","55 / 60","30 / 50","35+",22.1,0.31632653,0.07142857,0.62962963,3.2238810559003825,3.2814726107658676,"sa3016914"
"Kohl Simas","CHW","SP","A","22.6222222",,16,"45 / 50","50 / 55","50 / 55","40 / 45","30 / 50","40",21,0.32051282,0.06410256,0.43478261,1.7142857142857142,3.278816960255306,"sa3016949"
"Kevin Kopps","SDP","SIRP","AA","25.4277777",,21,"30 / 30","60 / 60","","","60 / 60","35+",14.2,0.4,0.10909091,0.5,0.6136362306342925,3.2311858574099666,"sa3017005"
"Austin Smith","ATL","SIRP","A+","23.1222222",,30,"60 / 60","","45 / 50","","30 / 40","35+",8,0.29411765,0.14705882,0.26315789,4.5,4.7053135454654695,"sa3017071"
"Hayden Juenger","TOR","SIRP","AAA","21.9916666",,21,"55 / 60","55 / 60","","","30 / 45","40",20,0.45945946,0.05405405,0.37142857,2.7,2.428235983848572,"sa3017103"
"Griff McGarry","PHI","MIRP","AA","23.1611111",,8,"55 / 60","55 / 60","","60 / 60","30 / 35","40+",24.1,0.43,0.14,0.41860465,2.958904496141263,3.1096805384523467,"sa3017130"
"Austin Vernon","TBR","MIRP","A+","23.4944444",,32,"60 / 60","50 / 55","45 / 50","55 / 60","30 / 40","40",11.1,0.4047619,0.0952381,0.42105263,0.7941178698028872,3.1368899573854874,"sa3017138"
"Drew Baker","PHI","SIRP","A+","22.3666666",,28,"60 / 60","","60 / 60","","30 / 35","35+",12,0.33333333,0.28333333,0.45,9.75,6.178727893903852,"sa3017196"
"Andrew Hoffmann","KCR","SP","AA","22.5111111",,17,"45 / 50","55 / 60","","40 / 50","30 / 50","40",29.2,0.31896552,0.06896552,0.44285714,2.7303367860840373,3.660140080598215,"sa3017202"
"Sam Bachman","LAA","SIRP","AA","22.85",,4,"65 / 65","55 / 60","","35 / 40","30 / 40","45",14.1,0.25862069,0.06896552,0.66666667,3.7674426960263574,3.699282109607116,"sa3017261"
"Luis Rodriguez","NYM","SP","A","19.675",,22,"50 / 60","","55 / 60","30 / 45","30 / 50","40",12.1,0.28070175,0.0877193,0.6,5.108109424722368,4.779131529122452,"sa3017275"
"Gil Luna","CHW","MIRP","A+","23.0194444",,28,"50 / 55","","45 / 45","55 / 60","30 / 35","35+",15.1,0.45283019,0.11320755,0.30434783,0,3.3440932432388877,"sa3017301"
"Ian Villers","SFG","SIRP","A","21.9305555",,50,"50 / 55","55 / 60","","","30 / 40","35+",8.2,0.35294118,0,0.42857143,2.076922315112512,2.6356082881701637,"sa3017303"
"Mason Montgomery","TBR","SP","AA","22.1361111",,33,"45 / 55","30 / 45","","60 / 70","30 / 45","35+",10.2,0.54054054,0.02702703,0.125,0.8437497485429798,1.777538819079139,"sa3017306"
"Robert Gasser","MIL","SP","AA","23.1833333",,16,"40 / 40","55 / 60","","40 / 50","35 / 55","40",15,0.25925926,0.03703704,0.5,1.2,4.194096683462462,"sa3017310"
"William Fleming","KCR","SP","A+","23.4166666",,39,"40 / 45","55 / 60","","30 / 40","35 / 55","35+",22,0.31764706,0.04705882,0.47169811,3.272727272727273,3.637204406342723,"sa3017314"
"Garrett Hawkins","SDP","SP","A+","22.4888888",,12,"50 / 55","40 / 45","","45 / 55","30 / 50","40",15.1,0.43548387,0.03225806,0.4375,2.347826573709109,2.3686288589896627,"sa3017383"
"Jackson Wolf","SDP","MIRP","A+","23.2888888",,22,"40 / 45","55 / 60","","","35 / 55","35+",15,0.36923077,0.10769231,0.35483871,3,3.613874840736389,"sa3017384"
"Ryan Cusick","OAK","SIRP","CPX","22.7333333",,9,"70 / 70","55 / 60","","","30 / 35","45",16.1,0.50746269,0.05970149,0.55555556,2.7551025770348097,1.2284493960058387,"sa3017385"
"Ky Bush","LAA","SIRP","AA","22.7333333",,6,"55 / 60","55 / 60","45 / 45","","30 / 40","40+",12,0.37037037,0.09259259,0.5,4.5,2.668913078308106,"sa3017386"
"Nick Nastrini","LAD","SIRP","A+","22.4666666",,22,"60 / 60","50 / 60","55 / 60","","30 / 40","40+",14,0.55172414,0.12068966,0.6,1.9285714285714286,2.014141320330756,"sa3017413"
"Bryce Miller","SEA","MIRP","AA","23.9527777",,8,"55 / 60","50 / 55","40 / 50","40 / 45","30 / 45","40+",9.1,0.33333333,0.04444444,0.5,4.821430213597916,2.7350016622308964,"sa3017414"
"Emmet Sheehan","LAD","MIRP","A+","22.725",,19,"60 / 60","","45 / 45","70 / 70","30 / 40","40+",15.2,0.5,0.11764706,0.52173913,5.1702116775320714,2.137290095671841,"sa3017416"
"Ryan Bergert","SDP","SP","A+","22.4111111",,13,"45 / 45","45 / 50","","55 / 60","35 / 50","40",11,0.37837838,0,0.45,0,2.737660988894376,"sa3017418"
"Chayce McDermott","BAL","SP","A+","23.9555555",,25,"55 / 60","50 / 55","50 / 55","30 / 40","30 / 45","40",21.1,0.47058824,0.12941176,0.44117647,2.9531254400499822,2.495067997267554,"sa3017420"
"Sean Burke","CHW","MIRP","AA","22.6333333",,13,"55 / 60","50 / 55","50 / 50","30 / 40","30 / 40","40",17,0.34246575,0.15068493,0.51515152,2.6470588235294117,4.363070934660295,"sa3017461"
"Norge Vera","CHW","SP","A+","22.1805555",,7,"45 / 50","","50 / 55","40 / 50","30 / 50","40+",19,0.49275362,0.07246377,0.7826087,0,0.974623544984742,"sa3017468"
"Tanner McDougal","CHW","SP","A","19.3416666",,31,"40 / 50","40 / 50","","40 / 50","20 / 50","35+",9.2,0.4047619,0.11904762,0.45,9.310341765850406,3.5630796640024682,"sa3017471"
"Andrew Abbott","CIN","SP","AA","23.1805555",,26,"50 / 55","","55 / 60","45 / 50","30 / 45","40",13,0.39285714,0.07142857,0.42857143,4.153846153846154,2.621303872878735,"sa3017529"
"Carlos Tavera","BAL","MIRP","A+","23.8333333",,46,"45 / 50","45 / 45","","60 / 60","35 / 50","35+",12,0.25490196,0.23529412,0.24,2.25,6.728046302497388,"sa3017536"
"Spencer Arrighetti","HOU","SIRP","A+","22.5944444",,26,"55 / 55","55 / 60","50 / 50","30 / 40","30 / 40","35+",13.2,0.4,0.03636364,0.26666667,2.6341457287519203,2.5877495401237973,"sa3017537"
"Wyatt Olds","BOS","SIRP","A+","23.0027777",,63,"50 / 55","55 / 60","","","30 / 40","35+",12,0.38181818,0.12727273,0.56,2.25,3.4172529051701233,"sa3017539"
"Jake Rice","ARI","SIRP","AA","25.0472222",,34,"45 / 60","45 / 50","","","30 / 50","35+",17.1,0.30434783,0.05797101,0.54761905,3.1153851867428535,3.547801882006831,"sa3017593"
"Michael McGreevy","STL","SP","AA","22.0777777",,10,"40 / 45","50 / 55","45 / 45","30 / 50","45 / 55","40+",7.2,0.17948718,0.05128205,0.65517241,9.391300307782187,3.5532695173081246,"sa3017598"
"Grant Hartwig","NYM","SIRP","AA","24.6333333",,25,"45 / 45","60 / 60","","40 / 45","40 / 50","35+",11.2,0.23529412,0.07843137,0.4516129,3.0857134449240973,4.2959307380997105,"sa3017599"
"Austin Love","STL","SP","A+","23.5277777",,12,"50 / 50","55 / 55","","40 / 50","45 / 55","40",8,0.48148148,0.03703704,0.69230769,1.125,1.4612446108832957,"sa3017609"
"Raimon Gomez","NYM","SIRP","A","20.9166666",,32,"60 / 60","50 / 55","","40 / 50","30 / 40","35+",12.1,0.25454545,0.10909091,0.4375,2.189189753452444,3.597419632485041,"sa3017645"
"Luke Murphy","LAA","SIRP","AA","22.7527777",,41,"60 / 60","40 / 45","40 / 40","35 / 40","30 / 40","35+",9,0.42857143,0.02857143,0.52631579,3,1.6767887062496616,"sa3017653"
"Mason Erla","LAA","MIRP","AA","24.9638888",,16,"55 / 60","40 / 45","","55 / 60","30 / 45","40",7.1,0.42307692,0,0.57142857,1.2272732991820234,1.8753740696521817,"sa3017685"
"Keagan Gillies","BAL","SIRP","CPX","24.525",,50,"55 / 60","40 / 45","45 / 50","30 / 30","30 / 40","35+",1,0.33333333,0,0.5,0,3.3196153908967974,"sa3017686"
"AJ Smith-Shawver","ATL","SP","A","19.7111111",,10,"55 / 60","50 / 60","40 / 45","30 / 55","20 / 45","40+",8.1,0.42105263,0.26315789,0.33333333,8.640003295899694,4.751109417097272,"sa3017690"
"Mitch Bratt","TEX","SP","A","19.0916666",,28,"40 / 50","45 / 50","40 / 50","45 / 55","20 / 45","40",6,0.54166667,0,0.875,0,0.3468109289805099,"sa3017719"
"Ronan Kopp","LAD","SIRP","A","20.0194444",,30,"60 / 60","55 / 60","","30 / 40","20 / 30","40",2,0.55555556,0.11111111,0.33333333,0,1.608059358596802,"sa3017751"
"Joe Rock","COL","SP","A+","22.0194444",,23,"45 / 50","50 / 55","","45 / 55","30 / 45","40",8,0.37931034,0.03448276,0.6875,1.125,2.4121230363845827,"sa3017755"
"Maddux Bruns","LAD","SP","A","20.1277777",,6,"55 / 60","55 / 60","60 / 70","","20 / 45","45+",5,0.16666667,0.23333333,0.29411765,16.2,9.576928234100343,"sa3017782"
"Michael Morales","SEA","SP","A","19.9805555",,16,"30 / 50","","50 / 55","40 / 50","20 / 50","40",1,0.16666667,0.16666667,0,18,6.74993200302124,"sa3017783"
"Cade Povich","BAL","SP","A+","22.3166666",,19,"35 / 45","","50 / 55","35 / 50","35 / 60","40",10,0.45238095,0.04761905,0.4,0.9,2.195378869026899,"sa3017787"
"David Festa","MIN","SP","A+","22.4111111",,19,"40 / 50","45 / 55","40 / 45","45 / 55","30 / 50","40",8.1,0.375,0.125,0.46666667,4.320001771546137,3.6036898088442872,"sa3017788"
"McCade Brown","COL","SIRP","A","22.225",,32,"55 / 55","50 / 55","45 / 50","40 / 45","35 / 50","40",8,0.25714286,0.08571429,0.42857143,6.75,4.1435275197029116,"sa3017812"
"Jose Pena Jr.","PHI","SIRP","CPX","19.0777777",,35,"45 / 50","","50 / 60","40 / 45","20 / 45","35+",2.2,0.35714286,0.21428571,0.5,13.499982699774025,4.211342529775677,"sa3017821"
"Will Bednar","SFG","SP","A","22.1472222",,6,"45 / 50","55 / 60","50 / 55","30 / 45","30 / 50","45",7,0.2,0.03333333,0.42857143,1.2857142857142858,5.037283717734473,"sa3017844"
"Mason Albright","LAA","SP","CPX","19.6944444",,25,"45 / 50","","55 / 60","30 / 45","20 / 50","40",8,0.26666667,0.06666667,0.42105263,0,4.66040016412735,"sa3017847"
"Micah Ottenbreit","PHI","SP","A","19.2472222",,13,"40 / 55","","45 / 55","45 / 55","20 / 50","40",6,0.16,0.12,0.72222222,4.5,5.095203242699306,"sa3017860"
"Nick Zwack","SFG","SP","A+","24.0138888",,29,"45 / 45","55 / 60","","40 / 50","30 / 50","40",7,0.5,0.07692308,0.72727273,0,1.6244465019021717,"sa3017867"
"Landen Roupp","SFG","SP","A+","23.9055555",,24,"45 / 45","50 / 50","70 / 70","","35 / 60","40",8,0.4516129,0.03225806,0.6,2.25,2.497345768660307,"sa3017869"
"Zac Leigh","CHC","MIRP","A+","24.7277777",,21,"45 / 50","45 / 50","","50 / 60","30 / 45","40+",8.2,0.5,0.08823529,0.41666667,1.038461128988371,2.180809594770727,"sa3017873"
"Matt Mikulski","SFG","MIRP","A","23.2444444",,19,"55 / 60","45 / 50","45 / 45","60 / 70","30 / 45","40+",5,0.25,0.15,0.41666667,1.8,5.03643388748169,"sa3017874"
"Kevin Abel","CIN","SP","A","23.4638888",,55,"30 / 30","","50 / 55","60 / 60","35 / 55","35+",4,0.35294118,0.17647059,0.125,9,5.641804647445679,"sa3017879"
"Andrew Painter","PHI","SP","A+","19.3222222",,2,"50 / 60","50 / 55","45 / 50","30 / 45","25 / 50","45+",6,0.57142857,0,0.875,0,0.3419183537364008,"sa3017880"
"Mat Olsen","SFG","SIRP","A+","22.0777777",,52,"50 / 55","45 / 55","50 / 55","","30 / 40","35+",3,0.55555556,0,0.25,0,1.988683573404948,"sa3017882"
"Ben Casparius","LAD","MIRP","A+","23.4861111",,32,"40 / 45","70 / 70","","40 / 45","30 / 40","40",6,0.34482759,0.10344828,0.1875,3,4.352600842217605,"sa3017886"
