Name,Org,Pos,Current Level,Age,Top 100,Org Rk,Hit,Game,Raw,Spd,FV,PA,OBP,SLG,ISO,BB%,K%,wRC+,playerId
"Ronny Mauricio","NYM","SS","AA","21.3388888",60,3,"30 / 35","40 / 55","55 / 60","50 / 50","50",453,0.29580574,0.44917258,0.20094563,0.05739514,0.24724062,96.58838412688812,"sa3006887"
"Luis Verdugo","CHC","SS","A+","21.8166666",,50,"30 / 35","30 / 40","45 / 50","45 / 50","35+",227,0.22907489,0.29439252,0.10747663,0.04845815,0.28634361,42.01631068843181,"sa3006888"
"Leo Jimenez","TOR","SS","A+","21.2194444",,5,"55 / 70","30 / 30","35 / 35","50 / 50","45",262,0.52290076,0.39226519,0.0718232,0.20610687,0.13740458,172.17749387364333,"sa3006891"
"Jordan Groshans","MIA","3B","AAA","22.7388888",,11,"45 / 55","40 / 45","45 / 50","50 / 50","45",316,0.36708861,0.44964029,0.15827338,0.10759494,0.19303797,124.349250710118,"sa3006893"
"Anthony Seigler","NYY","C","A+","23.1277777",,27,"30 / 40","30 / 35","40 / 40","45 / 40","35+",176,0.32386364,0.39072848,0.17218543,0.13068182,0.26136364,95.1843914829417,"sa3006894"
"Ji-hwan Bae","PIT","2B","AAA","23.0277777",,10,"50 / 70","20 / 30","35 / 40","65 / 60","45",372,0.36021505,0.42201835,0.14067278,0.10215054,0.22311828,115.7259033685419,"sa3006895"
"Jonathan Ornelas","TEX","SS","AA","22.1944444",,19,"45 / 50","30 / 35","45 / 45","60 / 60","40",405,0.3101737,0.39361702,0.13297872,0.05185185,0.21481481,90.13639664199228,"sa3006909"
"Xavier Edwards","TBR","2B","AAA","22.9916666",104,4,"50 / 70","20 / 30","40 / 40","80 / 80","50",337,0.37650602,0.36769759,0.06529209,0.10682493,0.12462908,112.61777534368511,"sa3007018"
"Everson Pereira","NYY","CF","AA","21.3222222",,5,"30 / 40","35 / 60","55 / 60","55 / 55","45+",221,0.39819005,0.68617021,0.38297872,0.12669683,0.2760181,177.9704192199648,"sa3007034"
"Luis Garcia","PHI","SS","A+","21.7916666",,7,"30 / 55","30 / 35","45 / 50","55 / 55","45",465,0.35281385,0.41432225,0.1713555,0.13763441,0.24086022,111.47190684631762,"sa3007295"
"Logan O'Hoppe","LAA","C","AA","22.4916666",50,1,"40 / 55","30 / 45","50 / 55","30 / 30","50",438,0.33105023,0.45801527,0.18829517,0.07534247,0.17351598,110.10162638157728,"sa3007519"
"Triston Casas","BOS","1B","AAA","22.5583333",14,1,"50 / 55","50 / 60","60 / 60","30 / 20","55",371,0.393531,0.48376623,0.20454545,0.15363881,0.19137466,140.7229899966862,"sa3007634"
"Jeremiah Jackson","LAA","SS","AA","22.3611111",,11,"30 / 35","35 / 55","55 / 60","55 / 55","40+",218,0.35779817,0.54787234,0.2712766,0.1146789,0.33027523,127.67434961145965,"sa3007740"
"Blaze Alexander","ARI","SS","AA","23.1527777",,44,"30 / 30","30 / 40","50 / 55","45 / 40","35+",389,0.31619537,0.37168142,0.15339233,0.11311054,0.32390746,87.97459223794294,"sa3007742"
"Nick Meyer","NYM","C","AA","25.4666666",,24,"40 / 45","30 / 30","35 / 35","30 / 30","35+",257,0.33730159,0.32420091,0.07305936,0.09338521,0.17898833,87.28315052891732,"sa3007826"
"Ryder Green","NYY","RF","A","22.2527777",,31,"30 / 40","30 / 55","65 / 70","55 / 50","35+",203,0.3546798,0.40588235,0.17058823,0.1182266,0.33004926,111.22763957503173,"sa3007875"
"Brennen Davis","CHC","RF","AAA","22.7611111",28,1,"30 / 40","45 / 60","55 / 60","60 / 55","55",416,0.375,0.49428571,0.23428571,0.12019231,0.28365385,140.64066281969173,"sa3007876"
"Parker Meadows","DET","CF","AA","22.7611111",,26,"30 / 40","30 / 50","50 / 60","60 / 60","40",420,0.29156627,0.33060109,0.12021858,0.08809524,0.24285714,73.06888958329208,"sa3007943"
"Joe Gray Jr.","MIL","RF","A+","22.4",,22,"30 / 35","35 / 55","55 / 60","55 / 50","40",479,0.35490605,0.49876543,0.24691358,0.11064718,0.27348643,127.91406420345804,"sa3008005"
"Jordyn Adams","LAA","CF","AA","22.8",,12,"30 / 35","30 / 45","60 / 60","80 / 80","40+",307,0.28990228,0.31046931,0.09386281,0.09120521,0.37785016,65.55000586466487,"sa3008032"
"Josh Breaux","NYY","C","AAA","24.8305555",,38,"30 / 40","30 / 55","70 / 70","30 / 30","35+",382,0.29842932,0.50285714,0.25428571,0.06806283,0.2591623,107.90404479409274,"sa3008051"
"Connor Scott","PIT","RF","AA","22.8277777",,43,"30 / 35","30 / 40","50 / 55","55 / 55","40",435,0.33333333,0.44556962,0.16962025,0.07126437,0.21149425,112.07952416896096,"sa3008080"
"Osiris Johnson","MIA","CF","A+","21.8",,28,"30 / 40","35 / 50","55 / 60","55 / 45","35+",391,0.29411765,0.37321937,0.15384615,0.08695652,0.26598465,79.5439050887738,"sa3008110"
"Cadyn Grenier","BAL","SS","AAA","25.7666666",,41,"30 / 35","35 / 45","50 / 50","70 / 70","35+",462,0.33406114,0.34447301,0.12339332,0.12337662,0.3030303,92.45884282323411,"sa3008140"
"Mike Siani","CIN","CF","AA","23.0555555",,31,"40 / 50","20 / 30","40 / 45","60 / 60","40",408,0.32107843,0.32670455,0.11079546,0.12254902,0.25245098,84.8449396270008,"sa3008182"
"Korry Howell","SDP","CF","AA","23.9305555",,18,"30 / 35","35 / 40","50 / 50","70 / 70","40",416,0.34939759,0.45505618,0.21067416,0.11057692,0.31730769,121.75978129202923,"sa3008238"
"Ezequiel Tovar","COL","SS","AA","21.0138888",36,1,"35 / 60","30 / 35","30 / 40","45 / 45","50",469,0.32173913,0.47453704,0.1875,0.03624733,0.12153518,105.37352999007116,"sa3008239"
"Bo Naylor","CLE","C","AAA","22.4583333",49,3,"30 / 35","30 / 45","55 / 60","50 / 40","50",356,0.27966102,0.33226837,0.14376997,0.10393258,0.31460674,68.8975909965247,"sa3008247"
"Endy Rodriguez","PIT","C","AA","22.25",,6,"35 / 70","30 / 35","30 / 40","45 / 40","45+",434,0.38018433,0.51193634,0.21750663,0.11520737,0.17741935,140.19025408999957,"sa3008272"
"Brice Turang","MIL","SS","AAA","22.7083333",,5,"40 / 40","30 / 35","50 / 50","55 / 55","45",496,0.34747475,0.36194896,0.10440836,0.12096774,0.16733871,99.19937526311958,"sa3008294"
"Ronny Simon","TBR","3B","AA","22.3027777",,49,"30 / 45","30 / 40","30 / 45","55 / 55","35+",436,0.32949309,0.45549738,0.20942408,0.10550459,0.23165138,104.41078854065783,"sa3008365"
"Curtis Mead","TBR","LF","AAA","21.7777777",40,2,"35 / 60","30 / 50","50 / 55","45 / 40","50",458,0.37772926,0.53284672,0.21167884,0.07423581,0.15502183,141.2705545632575,"sa3008392"
"Nick Decker","BOS","RF","A+","22.8444444",,59,"30 / 40","35 / 50","55 / 60","50 / 45","35+",309,0.37540453,0.43726236,0.16730038,0.13268608,0.2815534,122.56311747961072,"sa3008590"
"Diego Cartaya","LAD","C","A+","20.9138888",31,1,"30 / 45","35 / 60","50 / 60","40 / 30","50",137,0.40875912,0.61403509,0.31578948,0.13138686,0.27007299,158.38232077311753,"sa3008742"
"Misael Urbina","MIN","LF","A","20.275",,15,"30 / 55","30 / 50","45 / 50","50 / 50","40+",439,0.29908676,0.28610354,0.09536785,0.12300683,0.18678815,66.82955952125864,"sa3008743"
"Noelvi Marte","CIN","SS","A+","20.8055555",10,1,"30 / 45","35 / 60","55 / 70","60 / 55","60",511,0.36594912,0.45945946,0.18693694,0.11741683,0.22896282,117.78455594727139,"sa3008745"
"Antonio Gomez","NYY","C","A","20.7305555",,7,"30 / 45","30 / 40","45 / 50","40 / 30","45+",184,0.375,0.41666667,0.15384616,0.14130435,0.26630435,117.36788456152371,"sa3008746"
"Jose De La Cruz","DET","RF","A","20.5916666",,33,"30 / 35","35 / 55","60 / 60","45 / 30","35+",341,0.29032258,0.30564784,0.10299003,0.07917889,0.38709677,64.6486931573566,"sa3008747"
"Alvin Guzman","ARI","CF","A","20.7944444",,32,"30 / 35","30 / 55","45 / 60","60 / 60","35+",149,0.32432432,0.344,0.136,0.12080537,0.33557047,82.32448711370866,"sa3008748"
"Eduarqui Fernandez","MIL","RF","A","20.7111111",,33,"30 / 35","25 / 50","55 / 60","50 / 50","35+",153,0.32679739,0.36923077,0.16153846,0.1372549,0.37908497,87.60196538494772,"sa3008749"
"Eduardo Garcia","MIL","SS","A+","20.0722222",,15,"30 / 35","25 / 45","45 / 55","40 / 40","40+",192,0.35416667,0.4702381,0.20238096,0.08333333,0.28645833,116.14607611232061,"sa3008751"
"Kevin Alcantara","CHC","CF","A","20.0666666",75,3,"30 / 40","20 / 60","50 / 70","55 / 50","50",138,0.42335766,0.58823529,0.24369747,0.12318841,0.26086957,159.22269142295883,"sa3008752"
"Alejandro Pie","TBR","3B","A","20.5166666",,57,"30 / 30","30 / 55","45 / 60","60 / 55","35+",134,0.29850746,0.2704918,0.03278688,0.05970149,0.35074627,60.35346316964033,"sa3008754"
"Luis Matos","SFG","CF","A+","20.5222222",32,3,"30 / 55","30 / 50","50 / 60","60 / 60","50",491,0.35845214,0.49445676,0.18181818,0.05702648,0.12423625,121.07429520533637,"sa3008756"
"Alexander Ramirez","LAA","RF","A","19.9361111",,30,"20 / 40","25 / 60","55 / 70","55 / 50","35+",235,0.32340426,0.36683417,0.16080402,0.12340426,0.35744681,85.51202027560186,"sa3008757"
"Omar Florentino","KCR","SS","CPX","20.7777777",,49,"30 / 50","20 / 30","30 / 40","60 / 60","35+",158,0.34810127,0.31818182,0.09848485,0.14556962,0.30379747,87.38475058960039,"sa3008758"
"Juan Guerrero","COL","LF","A","20.9055555",,33,"35 / 55","30 / 40","40 / 45","40 / 40","35+",171,0.39411765,0.5,0.18243243,0.09356725,0.16959064,133.3080375605498,"sa3008759"
"Warming Bernabel","COL","3B","A+","20.1666666",,6,"35 / 55","35 / 50","45 / 50","40 / 40","45",180,0.36666667,0.51592357,0.20382166,0.06666667,0.14444444,122.68137267593369,"sa3008761"
"Angel Martinez","CLE","SS","A+","20.5388888",,10,"30 / 50","30 / 35","45 / 50","60 / 60","45",424,0.31914894,0.38196286,0.14058355,0.10141509,0.20754717,91.95799179101053,"sa3008762"
"Luisangel Acuna","TEX","2B","AA","20.4",,20,"30 / 45","30 / 45","45 / 50","55 / 55","40",473,0.34460888,0.40435835,0.13801452,0.10359408,0.23255814,105.41571887081011,"sa3008765"
"Dayan Frias","CLE","SS","A","20.1138888",,18,"35 / 55","30 / 40","35 / 45","45 / 50","45",188,0.42021277,0.51973684,0.19736842,0.14361702,0.20212766,141.11711815317364,"sa3008768"
"Cristian Gonzalez","HOU","SS","A+","20.7888888",,22,"30 / 35","30 / 40","45 / 55","50 / 50","35+",181,0.32044199,0.38181818,0.12121212,0.07734807,0.28176796,91.3064882781688,"sa3008771"
"Jonatan Clase","SEA","CF","A","20.2027777",,15,"30 / 40","20 / 30","40 / 45","80 / 80","40",57,0.33333333,0.3877551,0.14285714,0.10526316,0.26315789,91.45762423883255,"sa3008787"
"Naysbel Marcano","BOS","C","CPX","20.2027777",,55,"20 / 45","20 / 40","45 / 50","20 / 20","35+",29,0.34482759,0.37037037,0.07407407,0.03448276,0.31034483,87.04860009544659,"sa3008804"
"Bryan Gonzalez","BOS","RF","A","20.8833333",,61,"30 / 45","25 / 55","50 / 60","40 / 30","35+",161,0.32298137,0.38848921,0.15827338,0.11801242,0.33540373,91.0354174560363,"sa3008805"
"Mishael Deson","BAL","LF","A","20.0805555",,26,"25 / 60","20 / 50","40 / 55","45 / 30","40",139,0.36956522,0.45238095,0.11904762,0.0647482,0.20143885,117.94187811828682,"sa3008828"
"Brainer Bonaci","BOS","2B","A","20.075",,21,"35 / 55","20 / 40","45 / 50","40 / 30","40",214,0.3364486,0.38297872,0.13829787,0.11214953,0.21028037,96.70820187600937,"sa3008836"
"Alex De Jesus","TOR","3B","CPX","20.3722222",,26,"30 / 35","35 / 55","50 / 60","40 / 30","35+",422,0.38625592,0.44729345,0.17948718,0.16350711,0.30331754,122.81810527536734,"sa3008842"
"Jose Ramos","LAD","RF","A+","21.5972222",,7,"30 / 45","35 / 60","60 / 65","50 / 45","45+",288,0.39583333,0.57647059,0.24705883,0.07986111,0.24652778,148.09987706801303,"sa3008845"
"Alexander Vargas","NYY","SS","A","20.7694444",,14,"30 / 55","30 / 45","35 / 50","60 / 60","45",174,0.36206897,0.39333333,0.12,0.11494253,0.22988506,104.63753782054295,"sa3008851"
"Gabriel Martinez","TOR","RF","A+","21.0333333",,7,"35 / 50","30 / 50","45 / 50","45 / 45","40+",138,0.44202899,0.41071429,0.08035715,0.15942029,0.15942029,138.5614015863792,"sa3008865"
"Brayan Buelvas","OAK","CF","A+","20.1611111",,11,"35 / 60","20 / 40","40 / 45","60 / 55","45",392,0.30612245,0.41210375,0.19308358,0.09438776,0.24234694,87.86300577443266,"sa3008868"
"Euribiel Angeles","OAK","3B","A+","20.2361111",,23,"30 / 55","20 / 45","40 / 45","50 / 50","40",491,0.39219713,0.44470046,0.11520737,0.0814664,0.15682281,124.84136557727999,"sa3008877"
"Maikol Escotto","PIT","2B","A","20.1722222",,18,"20 / 45","25 / 55","50 / 60","50 / 50","40+",381,0.35433071,0.346875,0.1125,0.14173228,0.30446194,100.26325553675815,"sa3008878"
"Marcos Cabrera","NYY","3B","A","20.8222222",,21,"30 / 40","35 / 55","45 / 55","45 / 40","40",166,0.38554217,0.42635659,0.20930233,0.1746988,0.22891566,122.14612583116819,"sa3008890"
"Charlis Aquino","SDP","SS","A","20.7166666",,30,"30 / 40","30 / 45","35 / 50","45 / 50","35+",158,0.34177215,0.31060606,0.09090909,0.13291139,0.25949367,83.25602461328906,"sa3008895"
"Dariel Lopez","PIT","3B","A+","20.4972222",,16,"35 / 50","30 / 60","50 / 60","40 / 40","40+",416,0.34134615,0.3933518,0.13573407,0.09855769,0.24759615,102.72002766583627,"sa3008901"
"Rodolfo Nolasco","PIT","RF","A","20.8694444",,19,"30 / 50","35 / 60","50 / 60","50 / 40","40+",164,0.40853659,0.55223881,0.26865672,0.15853659,0.26219512,150.474664279736,"sa3008907"
"Geraldo Quintero","ATL","SS","A+","20.8222222",,9,"35 / 60","30 / 40","30 / 40","60 / 60","40+",142,0.31205674,0.27272727,0.0661157,0.11971831,0.18309859,67.29629430038823,"sa3008942"
"Natanael Santana","LAA","RF","CPX","21.025",,31,"30 / 35","30 / 55","55 / 70","60 / 60","35+",182,0.31318681,0.34969325,0.11042945,0.06043956,0.38461538,78.32077469295537,"sa3008950"
"Eduardo Lopez","BOS","CF","A","20.2444444",,34,"25 / 55","20 / 40","40 / 50","55 / 55","35+",49,0.36734694,0.25,0.025,0.16326531,0.30612245,88.14141655586718,"sa3009275"
"Elly De La Cruz","CIN","SS","AA","20.5694444",46,3,"30 / 40","35 / 60","60 / 80","70 / 70","50",265,0.33584906,0.53846154,0.24291498,0.05283019,0.30188679,126.58994630393273,"sa3009289"
"Eddinson Paulino","BOS","3B","A","20.0944444",,18,"30 / 45","30 / 45","45 / 50","50 / 50","40+",133,0.43609023,0.54867257,0.21238938,0.11278195,0.15789474,161.0636576650484,"sa3009538"
"Yohendrick Pinango","CHC","LF","A+","20.2472222",,26,"35 / 60","20 / 40","50 / 55","55 / 50","40",456,0.32675439,0.37292162,0.09738718,0.06798246,0.15131579,92.65086018754128,"sa3009539"
"Nelson Quiroz","LAD","C","A","20.7527777",,51,"35 / 50","20 / 30","30 / 35","30 / 30","35+",111,0.38738739,0.39130435,0.11956522,0.14414414,0.10810811,113.08448547074654,"sa3009565"
"Angeudis Santos","MIA","SS","CPX","20.8805555",,22,"30 / 40","30 / 45","45 / 55","60 / 60","40",190,0.31216931,0.2516129,0.05806451,0.15263158,0.31578947,64.1942705692921,"sa3009794"
"Juan Brito","COL","2B","A","20.8666666",,15,"35 / 60","30 / 40","40 / 45","35 / 35","40+",109,0.40566038,0.43181818,0.13636363,0.13761468,0.19266055,125.9753847848957,"sa3009808"
"Sergio Campana","PIT","CF","A","20.3527777",,39,"30 / 40","20 / 45","45 / 50","80 / 80","40",299,0.32214765,0.30555556,0.09920635,0.1270903,0.32441472,78.25795649074817,"sa3009834"
"Austin Shenton","TBR","3B","AA","24.5388888",,30,"40 / 45","30 / 50","55 / 55","30 / 30","40",372,0.39784946,0.54920635,0.25396825,0.12634409,0.23387097,151.50394379417554,"sa3009869"
"Will Wilson","SFG","2B","CPX","24.0416666",,21,"35 / 40","40 / 45","50 / 50","40 / 40","40",445,0.31011236,0.40153453,0.18158568,0.10337079,0.30786517,92.39613773833224,"sa3009871"
"Tanner Morris","TOR","LF","AAA","24.9138888",,33,"35 / 55","30 / 40","50 / 50","40 / 40","35+",470,0.38115632,0.40050378,0.11586902,0.12340426,0.19148936,115.34636344096545,"sa3009873"
"Cam Eden","TOR","CF","AA","24.35",,40,"30 / 45","30 / 35","40 / 40","60 / 60","35+",218,0.38248848,0.40223464,0.12849162,0.11926606,0.2293578,116.72342275811873,"sa3009883"
"Joseph Ortiz","BAL","SS","AA","24.0611111",,27,"40 / 45","30 / 35","40 / 40","55 / 55","40",156,0.3525641,0.44852941,0.18382353,0.1025641,0.20512821,117.80279184994797,"sa3009889"
"Brenton Doyle","COL","CF","AA","24.2277777",,26,"30 / 40","30 / 55","60 / 60","60 / 60","40",424,0.3356974,0.45384615,0.17435897,0.07075472,0.31603774,109.99645965761059,"sa3009965"
"Jake Alu","WSN","3B","AAA","25.3333333",,23,"50 / 55","35 / 40","45 / 45","40 / 40","40",370,0.33243243,0.44444444,0.16374269,0.05675676,0.2027027,109.86571773514572,"sa3010009"
"Aaron Bracho","CLE","2B","A+","21.2833333",,40,"30 / 35","35 / 50","60 / 60","40 / 40","35+",279,0.2688172,0.29875519,0.12448133,0.11469534,0.31899642,58.31520912435499,"sa3010018"
"Marco Luciano","SFG","SS","CPX","20.825",15,1,"30 / 55","30 / 60","60 / 70","50 / 45","55",453,0.34437086,0.47088608,0.21265823,0.10596026,0.26931567,112.3844898636749,"sa3010022"
"Jairo Pomares","SFG","RF","A+","22.0055555",,9,"30 / 45","35 / 50","50 / 55","55 / 50","45",328,0.37804878,0.62913907,0.29470198,0.04878049,0.2652439,155.15583585033554,"sa3010023"
"Bryan Ramos","CHW","3B","A+","20.4",,2,"35 / 50","35 / 55","50 / 60","50 / 45","45+",504,0.3452381,0.41531323,0.17169374,0.10119048,0.21825397,109.11891219458529,"sa3010024"
"Nerwilian Cedeno","SDP","SS","A","20.3888888",,33,"30 / 45","30 / 40","40 / 45","55 / 55","35+",66,0.35384615,0.53703704,0.2962963,0.13636364,0.3030303,124.38119540926238,"sa3010026"
"Brandon Lewis","LAD","1B","AA","23.7861111",,43,"30 / 35","40 / 55","70 / 70","30 / 30","35+",434,0.34792627,0.5691906,0.3002611,0.0921659,0.30645161,136.67060072809392,"sa3010035"
"James Beard","CHW","CF","A","21.8666666",,30,"30 / 35","30 / 35","40 / 45","80 / 80","35+",273,0.30769231,0.28632479,0.0940171,0.13553114,0.39194139,72.10919226879244,"sa3010038"
"Grant McCray","SFG","CF","A","21.6638888",,38,"30 / 40","35 / 45","45 / 55","60 / 60","35+",153,0.34210526,0.42222222,0.14814815,0.09803922,0.32679739,100.44984295868414,"sa3010042"
"Greg Jones","TBR","CF","AA","24.4138888",68,3,"30 / 45","30 / 50","50 / 55","70 / 70","50",317,0.3659306,0.48175182,0.21167883,0.10410095,0.30283912,128.4497863004723,"sa3010151"
"Cody Freeman","TEX","C","A+","21.5861111",,40,"35 / 50","20 / 30","35 / 40","40 / 30","35+",303,0.35099338,0.37743191,0.13229572,0.10891089,0.15841584,104.04263754883125,"sa3010153"
"Darryl Collins","KCR","LF","A+","20.7222222",,30,"35 / 60","20 / 30","40 / 45","50 / 50","40",383,0.36745407,0.33753943,0.09148265,0.13577023,0.14360313,102.52218680974285,"sa3010154"
"Joshua Mears","SDP","LF","A+","21.4722222",,16,"20 / 30","35 / 60","70 / 70","50 / 40","40",291,0.36769759,0.52892562,0.28512397,0.12371134,0.39175258,130.85084109003105,"sa3010162"
"Blake Sabol","PIT","C","AA","24.5805555",,60,"30 / 40","30 / 40","50 / 50","30 / 30","35+",288,0.40625,0.55102041,0.24081633,0.13541667,0.29166667,154.8677075176148,"sa3010269"
"Jared Triolo","PIT","3B","AA","24.4944444",,27,"30 / 50","30 / 45","50 / 50","45 / 45","40",473,0.36942675,0.47980998,0.17577198,0.08879493,0.1987315,127.90384410573552,"sa3010272"
"Dustin Harris","TEX","1B","AA","23.0777777",,10,"35 / 45","45 / 60","60 / 70","50 / 50","45",466,0.40128755,0.54207921,0.21534654,0.10085837,0.15665236,150.91343891192872,"sa3010279"
"Shea Langeliers","OAK","C","AAA","24.7166666",53,3,"40 / 50","40 / 50","55 / 55","35 / 30","50",384,0.33854167,0.49411765,0.2382353,0.1015625,0.26822917,127.4975908030574,"sa3010329"
"Braden Shewmake","ATL","SS","AAA","24.7138888",,18,"45 / 50","30 / 35","40 / 40","55 / 55","40",344,0.27113703,0.40123457,0.17283951,0.0494186,0.21802326,83.81074477431184,"sa3010332"
"Michael Toglia","COL","1B","AAA","23.9722222",,38,"30 / 35","45 / 50","60 / 60","30 / 30","35+",499,0.33266533,0.44470588,0.21647059,0.13026052,0.28456914,107.96626455528182,"sa3010393"
"Andre Lipcius","DET","3B","AAA","24.2055555",,31,"35 / 55","30 / 40","50 / 50","45 / 45","35+",483,0.32091097,0.39858491,0.15566038,0.10559006,0.20289855,96.71072106911032,"sa3010401"
"Spencer Steer","CIN","2B","AAA","24.6638888",,9,"40 / 50","40 / 45","50 / 50","50 / 45","45",488,0.34836066,0.48441247,0.23021583,0.11270492,0.21516393,121.47892335611654,"sa3010586"
"Ryan Kreidler","DET","SS","AAA","24.7333333",,10,"35 / 45","40 / 50","50 / 50","50 / 50","40+",550,0.34909091,0.45435685,0.18464731,0.10181818,0.28727273,117.80001192627896,"sa3010587"
"Corbin Carroll","ARI","CF","AAA","21.9583333",3,1,"55 / 70","30 / 50","45 / 50","70 / 70","60",29,0.55172414,0.91304348,0.47826087,0.20689655,0.24137931,263.1029447770736,"sa3010593"
"Orelvis Martinez","TOR","3B","AA","20.7138888",87,2,"30 / 45","35 / 60","50 / 60","45 / 40","50",451,0.34521158,0.54936709,0.2886076,0.09534368,0.25055432,135.2345400711769,"sa3010692"
"Nasim Nunez","MIA","SS","AA","21.9666666",,15,"30 / 40","30 / 35","40 / 45","60 / 60","40+",228,0.36563877,0.26455026,0.02116402,0.15350877,0.20175439,88.55612077780125,"sa3010695"
"Colin Barber","HOU","CF","A+","21.6722222",,2,"35 / 70","30 / 45","45 / 50","60 / 60","45",53,0.36538462,0.45238095,0.23809524,0.16981132,0.41509434,122.90968038689246,"sa3010696"
"Sammy Siani","PIT","LF","CPX","21.6444444",,42,"30 / 40","30 / 45","45 / 50","55 / 55","40",258,0.37596899,0.39,0.175,0.20155039,0.24418605,115.87908918356938,"sa3010704"
"Keoni Cavaco","MIN","3B","A","21.1777777",,31,"30 / 35","35 / 55","55 / 60","60 / 60","35+",270,0.2962963,0.30204082,0.06938776,0.07037037,0.34074074,67.58590473536701,"sa3010706"
"Vaughn Grissom","ATL","SS","AA","21.5861111",,1,"20 / 45","25 / 50","50 / 55","50 / 50","45",380,0.41798942,0.4637224,0.14511041,0.11842105,0.14210526,143.1618784300139,"sa3010711"
"Chase Strumpf","CHC","3B","AA","24.4111111",,28,"40 / 55","30 / 40","50 / 50","50 / 50","40",321,0.35202492,0.38059701,0.14925373,0.14018692,0.25545171,109.14251196891243,"sa3010845"
"Francisco Alvarez","NYM","C","AAA","20.7138888",1,1,"40 / 40","50 / 60","70 / 70","40 / 30","60",400,0.3875,0.55351682,0.28134557,0.1375,0.2225,147.77909135813024,"sa3010862"
"Junior Sanquintin","CLE","3B","A","20.5777777",,49,"30 / 40","30 / 40","50 / 55","40 / 40","35+",195,0.30769231,0.46022727,0.21022727,0.07179487,0.3025641,94.73468561676414,"sa3010863"
"Anthony Volpe","NYY","2B","AA","21.2722222",25,1,"35 / 60","35 / 60","55 / 55","50 / 50","55",513,0.42300195,0.60436893,0.31067961,0.15204678,0.19688109,170.2951983507919,"sa3010868"
"Brett Baty","NYM","3B","AAA","22.7305555",26,2,"40 / 50","45 / 60","70 / 70","45 / 40","55",385,0.38181818,0.47289157,0.1807229,0.11948052,0.25454545,132.39082736752812,"sa3010869"
"Hudson Head","PIT","CF","A+","21.3277777",,41,"30 / 40","30 / 45","45 / 50","60 / 60","40",434,0.36175115,0.39367816,0.18103448,0.15668203,0.3156682,112.52189238355479,"sa3010889"
"Will Holland","MIN","2B","A+","24.3",,29,"30 / 35","30 / 40","50 / 50","70 / 70","35+",299,0.33557047,0.40079365,0.18650794,0.11036789,0.33110368,103.75799484973327,"sa3011204"
"Tyler Fitzgerald","SFG","SS","AA","24.8916666",,45,"30 / 45","30 / 40","45 / 50","55 / 50","35+",432,0.34186047,0.4947644,0.2329843,0.08796296,0.32175926,120.99400324722993,"sa3011257"
"Zach Watson","BAL","CF","AA","25.1138888",,40,"30 / 30","30 / 40","60 / 60","70 / 70","35+",438,0.29425287,0.4675,0.22,0.05022831,0.27853881,100.56943990170151,"sa3011258"
"Darell Hernaiz","BAL","SS","A+","21.0083333",,21,"30 / 50","30 / 45","45 / 55","50 / 45","40",410,0.33251834,0.35752688,0.08064516,0.06829268,0.17073171,91.90204775507024,"sa3011309"
"Jeremy De La Rosa","WSN","CF","A+","20.5555555",,9,"30 / 40","30 / 55","55 / 60","60 / 60","45",358,0.27932961,0.31595092,0.10736196,0.08379888,0.34078212,64.79911867481106,"sa3011329"
"Hunter Bishop","SFG","LF","A+","24.1138888",,37,"30 / 40","35 / 55","70 / 70","55 / 55","35+",56,0.28571429,0.17777778,0.04444445,0.14285714,0.375,42.567045147658895,"sa3011413"
"Marcus Lee Sang","PHI","RF","A+","21.5944444",,40,"20 / 45","25 / 50","45 / 50","55 / 50","35+",133,0.32330827,0.45454545,0.1983471,0.08270677,0.27067669,102.58265414712278,"sa3011445"
"Jamari Baylor","PHI","2B","A","22.0027777",,23,"30 / 40","30 / 45","50 / 55","55 / 55","35+",169,0.37278107,0.44827586,0.17931034,0.11242604,0.35502959,121.36672806821169,"sa3011446"
"Cam Cannon","BOS","2B","AA","24.8055555",,58,"35 / 55","30 / 40","50 / 50","45 / 40","35+",435,0.33103448,0.43950617,0.15555555,0.05057471,0.11954023,107.41069398370547,"sa3011467"
"Josh Jung","TEX","3B","AAA","24.4833333",12,1,"45 / 55","50 / 60","60 / 60","40 / 40","60",342,0.39766082,0.59210526,0.26644737,0.09064327,0.22222222,151.8182736207496,"sa3011468"
"Yolbert Sanchez","CHW","SS","AAA","25.425",,21,"30 / 45","30 / 35","45 / 45","60 / 60","40",394,0.3515625,0.41944444,0.11111111,0.05837563,0.12436548,112.43732798328348,"sa3011471"
"Gunnar Henderson","BAL","3B","AAA","21.1027777",5,1,"35 / 50","40 / 55","50 / 55","50 / 40","60",463,0.34989201,0.47619048,0.21804512,0.12095032,0.30885529,120.43219615954756,"sa3011484"
"Michael Busch","LAD","2B","AAA","24.7416666",70,3,"50 / 55","45 / 55","60 / 60","50 / 45","50",495,0.38585859,0.48410758,0.21760391,0.14141414,0.26060606,134.171977688507,"sa3011540"
"Jadiel Sanchez","LAA","RF","A","21.2388888",,17,"30 / 50","30 / 40","35 / 45","50 / 50","40",110,0.35454545,0.39175258,0.11340206,0.1,0.17272727,106.79678737185986,"sa3011629"
